Word	BERT_base_common	BERT_large_common	RoBERTa_small_common	RoBERTa_large_common	DistilRoBERTa_common	DistilBERT_common	SqueezeBERT_common	MobileBERT_common	Longformer_base_common	Longformer_large_common	ALBERT_base_common	ALBERT_large_common	ALBERT_xlarge_common	ALBERT_xxlarge_common
grits	sold,good	popular,traditional,English	here,good,great,there,gone	great,here,ready,done,good	theirs,yours	good,available,uncommon	clean,good	used	broken,strong,high,there,good	edible,served,used,sold,included,cooked,good	joyah,evalle,barbed	gone,good,true	there,dead,done,good	spicy,addictive
groundhog		extinct,edible,human	happy,hungry,dead	here,dead	afraid,dead	poisonous,edible	named,present	used	endangered,named,known	endangered,known,edible,extinct	encrypted,topological,characterized	covered	alive,here,dead,crazy,gone	kidding,dead,gonna,alive,asleep
guacamole	eaten,used	large,extinct,edible,small	delicious,good	delicious,good	yours,mine	hollow	named,navigable	traditional,used,available,served,popular	edible,cooked,spicy,bitter	made,vegan,edible,vegetarian	homemade,edible,milky,delicious,spicy	good,edible,delicious,spicy	good,spicy	spicy,delicious,homemade
guardrail	replaced,present,broken	open,high,intact	solid,secure,visible,strong	visible,there,high	broken,visible,secure,closed	electrified,staffed,accessible	electrified,staffed	electrified	vertical	high	electrified,unlocked,twinned,accessed	numbered,electrified,a,navigable	closed,strong,covered,broken	adjustable,navigable,worn,visible
guillotine	used,removed	used	used,over	reversible,evil	dangerous,forbidden,lethal,poisonous	worn	written	used	edible,poisonous,used,lethal,deadly,long	obsolete,reversible,portable,used	lucivar,ruled,repealed,twinned,evalle	smoking,a,lethal		invented
guinea pig	eaten,killed,sold	human,meat	named,dead,eaten,male,pregnant	dead	starving,dead,endangered,hungry,pregnant,infected	healthy,threatened,eaten,endangered,slaughtered,hungry		present	poisonous,named,male,pregnant,female	endangered,edible,small,extinct	joyah,eaten,edible,vegetarian,evalle,endangered	vegetarian,a,spoiled	here,dead,alive	vegetarian,poisonous,edible
guitar	tuned,unique,electric,used	important,used,played	missing,broken,playing,played	new,broken	dead,broken,perfect,playing	tuned,electrified,mute,played,playing	available,electric,played,active,used,acoustic	played,used,electric	broken,damaged,played	portable,acoustic,used,played,electric	electrified,joyah,playable,mastered	gone,a,my,good	good	adjustable,acoustic
gum	edible,poisonous	edible,bitter,orange,toxic,white,yellow	white,sticky,broken	dry,broken,sticky,red	sticky,edible,sealed	dry,poisonous,toxic,edible	edible,eaten,toxic,poisonous	black,edible,white	edible,long	white,edible,red,dry	sharpened,thicker,joyah,edible,acidic,barbed	sticky,good,edible,thicker	pretty,edible,good,nice	poisonous,addictive,greasy,dried,edible,chewed,sticky
gumball	used		broken,empty	perfect,round,broken,red	dead,yours,mine,broken,real	perfect,available,eaten	used	used	eaten,edible	edible,spherical,round	lucivar,allergic,joyah,addictive,evalle,barbed	funny,gone,a,edible,cute,gonna	funny,dead	funny,edible
gumdrop		long	visible,broken,empty	dead,black,endangered,green,white,red,edible	dead,yours,mine,real	edible,broken,eaten	edible,eaten,toxic,poisonous		edible,formed,long,transparent	poisonous,edible,extinct,white,black,known	acidic,edible	gone,a,edible,poisonous	here,dead,alive,pretty,edible	poisonous,uncommon,edible,extinct,fragrant
gun	loaded,fired,broken	empty,loaded,heavy,drawn	found,fired,missing,unloaded,loaded,empty	stolen,safe,loaded	loaded,unloaded,mine,yours,hers	ready,loaded,cocked,empty,fired	carried,cocked,automatic	used,locked,loaded,automatic	missing,silent,empty,loaded,fired	portable,loaded,automatic	dialed,cocked	mine,gone,fired,there	unloaded,empty,loaded	fired,unlocked,empty,cocked,loaded,unloaded
gurney	empty,loaded,broken	empty,portable,loaded,used	broken,empty	moving,covered,empty	empty,dead,broken,haunted	clear,empty,dead	used,removed,listed,named	clear	broken,long	provided,used,removable,equipped,covered,portable,empty	plugged,electrified,adjustable,covered	there,broken,gone,covered	there,packed,parked,loaded,covered,safe	adjustable,folded,movable
gutter	open,closed,dry	empty,wet,clean,dry	clear,complete,closed,empty	full,broken,open	empty,dead	hollow,dry,broken,poisonous,preserved,empty,edible	edible,eaten,poisonous	closed	open,enclosed,empty,closed	open,high,wide	plugged,electrified,adjustable,barbed	filthy,flooded,stained,gone,bad,dirty	closed,leaking,covered	adjustable,leaking,cleaned,empty,clear,covered
gyro	fixed		complete,broken	dead,there,broken,working	waterproof,dead,broken,perfect	spherical	named,used	electrified,closed,electric	active,long	used	rotated,adjustable	good	closed	adjustable,fixed,accurate
gyroscope	fixed,functional,used	used,simple	working,used,active	used,broken	waterproof,visible,accurate,adjustable,activated,functional	fixed,activated	accurate,used,adjustable	used,adjustable	accurate,active,used,included	calibrated,adjustable,used	adjustable	used,a	large,small,simple	adjustable,accurate
hail	cold,rare	soft,gentle,cold,heavy	small,heavy,strong,severe	heavy,expected,falling,severe,over	blowing	welcome,clear	heard,lost	raining	heavy,large,strong,small	heavy,cold,severe,high	infectious	coming,falling,gone	coming	blowing
hair	long,black,short,white,brown	gray,long,red,black,grey,short,white,brown	straight,fine,white,long	white,black,brown,long,gray,red,grey	dry,dyed,wet,curly,messy	red,curly,long,white	black,white,long	brown,black,grey,white,long	white,short,long	red,white,brown,short,black,long	shaved,wavy,milky,curly,thicker	thicker,gone,curly	good,pretty,big	thicker,curly,greasy,wavy
hairbrush	available,used,required	used	included,used,clean,broken	used,broken	waterproof,removable,reusable,edible	used,worn,available	edible,poisonous	clear,used	waterproof,adjustable,used,removable	provided,adjustable,used,included,reusable,removable	easy,adjustable	my,gone,a,hot,handy	covered,there	adjustable,disposable,stainless
hairdryer	free,used	used	dead,working,broken	working	pregnant,married,dead	fixed,available	named,used	free,used,electric	used	adjustable,used,included,available	plugged,adjustable	working,my,hot,leaking,handy	handy	handy,adjustable
hairnet		elastic,worn,white,black	visible	optional,visible,removable	reversible,waterproof,removable	long,worn	named,available,used	transparent	worn,removable,long,transparent	adjustable,worn,removable	encrypted,reproduced,archived,twinned,rated	a,covered		folded,adjustable
hairpin	present	circular,vertical,straight,used	used,missing,removed,broken,attached	visible,used,broken	dead,gone,broken,falling	convex,hollow,smooth	used		removed,removable,used	attached,removable,adjustable,used	easy,joyah,evalle,barbed	wearing,expensive,my,adjustable	there,adjustable,tight,broken	adjustable,disposable
hairspray	clean	expensive,white,used	included,used	working,effective	dead	noticeable,visible		edible	used,applied,available	edible,used,available,toxic	adjustable	hot,good	good,pretty,edible	addictive,edible
ham	edible,eaten,used	baked,smoked	cooked,dead,good	cooked,white,cured,frozen,rare	cooked,dead,yours,edible	boiled,smoked,fat,cooked,available,eaten,baked,edible	used,edible		edible,named,known	edible,cooked,white,preserved,sold,smoked,baked	fried,joyah,good,edible,eaten	gone,good,edible,cooked	good,pretty	spicy,cooked,edible,juicy
hamburger	served,eaten,fried	simple,edible,meat	cooked,gone,good	finished,delicious,good,cooked,done	dead,delicious,cooked,toast,yours	eaten,baked,cooked,fried,edible,available	eaten,served,available,sold,used	vegetarian,used	cooked,edible	edible,served,fried,cooked,vegetarian	fried,spicy,joyah,juicy,edible,eaten,delicious	fried,spicy,cooked,good,edible,delicious	good,pretty	steaming,juicy,greasy,cooked,spicy,fried,edible,eaten
hammer	fixed,used,fired,cocked,broken	long,heavy,used,broken	used,missing,broken,empty	falling,here,broken	loaded,mine,empty,broken,yours	fixed,broken,empty,bent,used	fired,used,fixed	used	missing,used	broken,adjustable,used	sharpened,joyah,barbed	broken,gone,unlocked,fired,handy	dead,dropped,coming,falling,gone,down	cocked,adjustable,deafening
hammock	empty,closed	long	finished,complete,empty	optional,included,removable,adjustable	empty,waterproof,broken	hollow,empty,broken	used	covered	waterproof,covered,long	reversible,adjustable,used,removable,portable,waterproof,available	furnished,padded,sturdy,adjustable	my,gone,a,handy,covered	packed,covered,pretty	adjustable,comfortable
hamster		endangered,small	happy,hungry,dead	dead	hungry,dead,yours	dead,broken,uncommon,endangered,available	used	nocturnal,blind	named,male,female,known	endangered,edible,named,extinct,known	lucivar,happy,joyah,edible,evalle	funny,gone,a	here,dead	happy,hungry,asleep
hand	bent,raised,extended,free,broken	empty,strong,free	raised,trembling,dead,broken	trembling,there,extended,visible,empty	dead,mine,weak,free,yours,trembling,shaking	strong,broken,free,crooked,bound,empty	raised,bound,free,hand	free,curved	visible	broken,extended,raised,long	flexed,electrified,clenched,severed,outstretched,barbed	touched	closed,moving,strong,weak,shaking	vibrating,motionless,invisible,movable,outstretched
handbrake	fixed,used	used	engaged,used	on,there,activated,broken	adjustable,reversible,broken,removable	fixed,used,available,broken		used,adjustable	broken,adjustable,used	on,adjustable,used,removable	electrified,reinforced,adjustable,barbed	used	closed,broken	adjustable,unlocked,functional
handcuff	fixed,secure,locked,secured,broken	used	used,broken	broken,secure,visible,removable,adjustable	broken,removable,secure,secured	fixed,worn,broken	worn	used,worn	removable,worn	reversible,broken,adjustable,used,removable	padded,adjustable	adjustable,used,covered,worn,printed	padded,tight,clipped,worn,covered,sealed	adjustable,stainless,disposable
handkerchief	broken,clean,removed	white,red,used	clean,red	white,red	mine,yours,worn,hers	clear,empty	folded,white,used	black,worn,white		reversible,folded,worn,used,red,white,removable	engraved,stained,jaenelle,woven,embroidered	stained,gone,embroidered,covered,worn,printed,wearing	pretty,folded,covered,sealed	folded,embroidered
handle	curved	long,straight,curved	shown,locked	broken	encrypted,mine	curved,hollow,rigid,smooth	blank,automatic	curved,adjustable	curved,adjustable,removable,long	broken,curved,adjustable,fixed,removable,long	electrified,adjustable	stainless,patented,sturdy,adjustable	adjustable,simple,flexible,fixed	adjustable
handlebar	raised,fixed	vertical,straight,used	used,missing,broken,visible	flat,curved,broken,adjustable,removable	included,locked,visible,disabled	fixed,rigid	vertical,fixed	fixed,adjustable	curved,vertical,long	curved,adjustable,removable,raised	electrified,adjustable,inserted,enlarged	covered,adjustable	padded,adjustable,covered,sturdy	adjustable,tapered,flexible,curved,movable
handprint	clear,unique	visible,recognizable	visible,identical,mine,signed	visible,unique	included,mine,copyrighted,authentic	clear,printed,visible	stamped	clear,visible	shown	visible,unique,known	encrypted,printed,reproduced,reprinted,scanned	marked,visible,printed,shown	marked	disposable,engraved,reproduced,visible
hanger	fixed,broken,closed,locked,open,removed	empty,free,used	finished,open,complete,closed,empty	there,broken,empty	dead,gone,closed,over	fixed,broken,empty,available	free,named,available	closed,adjustable	long,transparent	attached,removable,used	plugged,electrified,joyah,unlocked,rated,evalle	broken,gone,sturdy,a,adjustable,handy	packed,closed,covered,empty	adjustable,clipped
hard disk	destroyed,broken,used,sealed	empty,used,blank,hard	formatted,available,full	formatted,full,spinning,removable,empty	removable,encrypted,available	compressed,transparent,hard,available	magnetic,hard	magnetic,used,transparent	used,formatted,included,available	hard,used,formatted,available,removable	plugged,encrypted,scanned,compressed,enabled	encrypted,available,hard,floppy,used	packed,loaded,covered,sealed	
harmonica	available,used	portable,music,musical,played,harmonica	perfect,used,good	broken	broken,flawless,perfect	electrified,broken	used,available,active,played	played,used,electric	used,included,played	used,played	played,credited,playable,reproduced,mastered	funny,gone,good,playing,my	good	adjustable,playable,used,acoustic,played,audible
harness		heavy	worn,secure,fitted,removable	removable,secure,adjustable	waterproof,locked,removable,adjustable,functional	electrified,available	available,used	worn,adjustable	waterproof,adjustable,worn,removable	reversible,waterproof,adjustable,worn,reusable,removable	electrified,unlocked,adjustable	worn,electrified,patented,adjustable,used	adjustable,worn,tight,safe,broken	padded,adjustable,flexible
harp	broken,preserved,used,played	important,music,sacred,played,used,musical	played,used,silent,playing	silent,pictured,broken	silent,dead,mine,yours,welcome	plucked,mute,broken,free,available	lost,played,harp,used,fixed	used,played	portable,used,silent,played,electric	used,played	lucivar,joyah,mastered,evalle	electrified,gone,a	here,there,broken,loud	playable,sung,played,audible
hash	written,used,valid,complete	used	found,correct	complete,correct,encrypted	invalid,mine,yours,encrypted	complete,zero,empty,used	used,zero,empty	used	unique,found,known	encrypted,valid,used,unique,known	encrypted,spelled,archived,solved	generated,a,encoded,called		encrypted,computed,encoded
hat	worn,white,black	red,worn,black	mine,on,black,missing	reversible,white,on,black,red	mine,worn,yours,optional,hers	worn,crooked,empty,gone	worn	black,worn	removable,worn,long	white,worn,black,red	evalle,jaenelle,joyah,embroidered	worn,funny,wearing,gone,cute,my	gone,worn,big	cute
hatbox	preserved,broken		full,complete,closed,missing,open,empty	open,empty	empty,yours,complete,closed	accessible,empty,available,broken	named,displayed,used	closed	open,empty	open	twinned,available,evalle,downloadable	cute,gone,my,a	big,empty,packed,closed,covered	enclosed,adjustable,unlocked
hatchet	broken	long,used	returned,found,used,missing,broken,loaded	sharp,there,gone	dead,yours	ready,eaten,poisonous,edible	edible	edible	broken,used	broken,used	twinned,electrified,barbed	covered,edible	broken,down,empty,open,dropped,sealed	cocked,sharpened
hawk		territorial,large	dead	here,injured,dead,flying	dead,endangered,afraid	threatened,silent,free,flying	territorial,migratory	nocturnal,black,blind,married	endangered,named	endangered,rare,extinct	lucivar,joyah,afraid,evalle,alive	afraid,gone,a,watching,nocturnal,alive	here,dead,scared,gone,afraid	amused,hunted
hay	fresh,stored,good,used	fresh,warm,white,good,cold,strong,dry	dry,ripe,good	sweet,dry,green,brown,wet	dry,ripe,gone,falling,drying,ready	grown,fair,ripe,gone,available	here,hay	green	eaten,edible,used,frozen	edible,made,used,dry,wet,cut,harvested,produced	joyah,gone,done,good,barbed	drying,plentiful,gone,dry,growing,good	good,heavy,packed	ripe,edible,plentiful,ready,drying
headband	white	elastic,red,black	worn,removable,removed,transparent	elastic,removable,adjustable	waterproof,pictured,removable,included,worn,adjustable	worn		blue,black	removable,adjustable,worn	adjustable,worn,removable	electrified,adjustable	worn	covered,pretty,worn	adjustable,disposable
headdress	unique	optional,worn	worn	black,white	worn,removable	worn	shaved,worn	worn	worn,long	white,decorated,worn	denoted,spelled	distinctive,striped	worn,such,painted,covered	adjustable,decorative,engraved,embroidered
headlamp	fixed,on	visible	visible,on,installed	broken,adjustable	removable,broken	fixed	named,used,worn	clear,adjustable	visible	adjustable,used,removable,illuminated	plugged,adjustable	gone,handy		adjustable
headlight	fixed,on	broken,on	on,activated	on,broken,illuminated	blinking,illuminated,flashing,glowing	fixed,clear,bright	visible	illuminated	visible,on,illuminated	adjustable,fixed,illuminated	plugged,electrified,adjustable,illuminated	visible,adjustable,illuminated,bright		electrified,adjustable
headphones	replaced,used	optional,used	included,removable,broken	included,waterproof	reversible,waterproof,removable,defective	optional,fitted,available	optional,included,used,fitted,automatic	optional,used,worn	on,used,included,removable	sold,waterproof,used,available	easy,patented,rated,mastered,evalle	good	pretty,clear	adjustable,headphones
headrest		padded,curved	flat,padded,decorative,removable,adjustable	included,padded,removable,adjustable	adjustable,empty,removable,broken,removed	worn	adjustable,removed,fixed	adjustable	adjustable,flat,removable,raised	removable,adjustable,padded	plugged,padded,adjustable	fitted,heavy,sturdy,adjustable,covered	padded,adjustable,included,covered,comfortable	padded,adjustable,flexible,comfortable
headscarf	unique	optional,worn	optional,worn	optional	worn,optional,hers,mine	fixed	named,used	worn	visible,worn	worn	twinned,encrypted,denoted		covered,pretty,worn	embroidered,worn
headset	standard,fixed		included,on,waterproof,removable	waterproof,wireless,removable	waterproof,removable,included,compatible	fixed	named,automatic	adjustable,worn	adjustable,worn,removable,on,waterproof,included,transparent	waterproof,adjustable,interchangeable,removable	encrypted,included,adjustable		handy,adjustable,portable,disposable	adjustable,wireless
hearing aid	installed,available,used,fitted	used	included,working	required	recommended,provided,required,included,available	recommended,essential,used,available,necessary,required,needed,adequate,provided	provided,administered,required,limited,voluntary,available,used	required,used,recommended	adjustable,used,included,removable	portable,waterproof,adjustable,used,removable	prescribed,adjustable	available,used,adjustable	expensive,disposable,effective,handy	adjustable,amplified,audible,disposable,optional
hearse	destroyed	empty,dead,moving,here,driving,used	complete,ready,here	moving,loaded,empty	locked,haunted,closed,empty,listening	electrified,heard,broken,gone,available,ringing	present,heard,recorded	damaged	named	painted	happy,joyah,evalle,twinned,unanimous	broken,gone,a,edible,haunted	packed,there,here,closed,parked	pictured
heater	installed,used	hot,cold,heated,used	broken,on,running,hot,working	on,hot,broken,working	hot,working,leaking,broken,defective	electrified,heated,charged,installed,used,available	used	heated,electrified,electric	on,active,installed,used,operational	powered,heated,used,hot,removable	plugged,electrified,adjustable,equipped	plugged,electrified,heated,hot,leaking,installed	working	leaking,heating,working
hedge	closed	green,short,tall,long	broken	there,over	closing,broken,collapsing,closed	clear,infinite	hardy,threatened,cultivated	closed	broken	long	sloping,joyah,barbed	broken,gone,a,paved,covered	covered,closed,pretty	clipped,trimmed
hedgehog		extinct,edible,human	happy,dead	extinct,pictured,dead,endangered	dead	endangered,threatened,dead,poisonous	hardy,named		endangered,named,extinct,known	endangered,edible,extinct,known	funny,joyah,evalle,allergic,hedgehog	cute,funny,hedgehog,a	scary,funny,dead,cute,alive	cute,scary,gonna,frightened,invisible
helicopter	destroyed,damaged,operational		damaged,missing	seen,damaged,pictured	operational	operational,airborne,flying,available	unmanned,operational	unmanned,operational,flying,armed	operational,damaged,armed	operational,equipped,used	flown,evalle,towed,equipped	operating,flying,aboard,flown,grounded	parked,closed,flying	unmanned,towed
helmet	unique	black	worn,removable,removed,wearing,transparent	padded,removable,black	waterproof,removable,worn,optional	worn	used,worn,removed	worn	worn,removable,transparent	removable,adjustable,padded,black	worn,electrified,adjustable,evalle	worn,wearing,painted,covered	padded,big,worn,tight	adjustable,stainless
highchair	available,comfortable,used	portable,used	comfortable	included,adjustable	broken	easy,compulsory,true,available	optional,free,available	required,used,available,free	portable,removable,adjustable	adjustable,used,interchangeable,included,available,removable	furnished,equipped,adjustable	handy,adjustable	packed,covered,pretty,hot	adjustable
highlighter	shown,used	green,black	used,black,white,red	red	waterproof,pictured,removable	displayed,shown,used	given	shown	black,used	used	rated,included,adjustable	a,my	shown,pretty	
hinge	open,closed,broken	vertical,fixed,open,free	intact,solid,broken,strong,closed	visible,broken,open	locked,broken,sealed,closed	closed,hollow,broken,bent	named	closed,fixed	broken,open,curved,vertical,closed	reversible,open,adjustable,fixed,closed	symmetrical,concave,adjustable	adjustable	tight,adjustable,flexible	adjustable,movable,fastened,glued
hip	bent,raised,rounded	right,there	dead,broken,strong,good	damaged,healed,broken,weak,normal	dead,broken,yours,hip	erect,flat,hollow,crooked,rigid,bent	pronounced,hip,included,named	curved	used,flat	broken,affected,flat	bulging,flexed,sore	paralyzed,a,swollen	hurting,damaged,broken,bleeding	concave,adjustable,flexed,symmetrical,curved
hippopotamus		endangered,amphibious,extinct		extinct,pictured,dead,endangered	extinct,dead,endangered,immortal	spherical	extinct	common,present,endangered,extinct,endemic	endangered,named,extinct,known	endangered,edible,large,extinct,tall,related,known	twinned,extinct	a,extinct,born,mammalian	here,dead,alive,hungry	gonna,endangered,alive,extinct
hobbyhorse	available,sold,used	one,Thoroughbred,extinct,equestrian	here,dead,complete	unique,dead,rare	welcome,dead,mine	racing,listed,endangered,extinct,named	sold,available	known,available,sold,used,listed,popular	named,used,known	endangered,ridden,extinct	happy,joyah,a,twinned,evalle	gone,extinct,a,gonna,my	here,pretty,different	towed
hockey stick	used	wooden,circular,plastic,round,long	used,broken	long,broken	dead,mine,broken,yours	used,available	used,named,present,played	used,worn	used,long	curved,used,short,long	evalle,playable,joyah	funny,a,good,my	there,big,small,broken	cocked,adjustable
hoe	raised,broken,used,removed	straight,long,used	finished,done	here,dead,broken,ready	dead,mine,ours,theirs,yours,hers	ready,true,gone,available	named,listed	used	waterproof,used,removable,long	used,long	lucivar,easy,joyah,evalle,barbed	gone,handy	broken	cocked,adjustable,handy
hole	empty,clear,closed,open,sealed	empty,there,small	large,deep,complete,filled	plugged,filled,closed,small,large,there	closing,deep,shrinking,closed	closed,empty,hollow,open	deep,large	large,deep,closed,visible	visible,large,deep,wide	open,filled,exposed,small,drilled,closed	plugged,drilled,bulging,gaping,barbed	empty,gaping,open,there,deep	small,huge,large,closed,deep,gone,big,gaping	navigable,drilled,gaping
holster	empty,locked,removed	open,fixed	removable,missing,empty	included,padded,removable,adjustable	loaded,waterproof,locked,empty,reversible,removable	fixed,loaded,cocked,empty,available	concealed,automatic	worn	waterproof,adjustable,worn,empty,removable	reversible,adjustable,interchangeable,removable,included,padded	padded,unlocked,adjustable	concealed,unlocked,adjustable,handy	adjustable,loaded,included,tight,covered,heavy,sealed	adjustable
home plate	shown,used	loaded,marked,numbered,used	shown	covered	pictured,yours,included	listed,displayed,shown	listed	shaded	shown,marked	painted,used,marked,known	twinned,joyah,rated	numbered,engraved,shown	closed	
honey	edible,poisonous	sweet,edible,there,delicious,gone,good,honey	sweet,ready,edible,good	sweet,there,gone	sweet,edible	pure,sweet,poisonous,edible,abundant	edible,sweet,honey,poisonous	bitter,sour,edible,sweet	sticky,edible,white,sweet,poisonous,available,bitter	edible,fermented,expensive,sweet,consumed,poisonous,sold	aromatic,milky,acidic,spicy,joyah,edible	sweet,good,edible,fertile,fragrant,abundant	gone,sweet,good	tasted,milky,boiled,spicy,edible,ripe
honeycomb	hollow,flat,spherical		present,formed,broken	visible,dry,white	perfect,melting,edible	symmetric,convex,infinite,periodic	edible,long	convex,complete,regular,uniform,square,symmetric,dual	edible,long,formed	edible,long,formed	acidic,thicker,characterized,edible	shaped,covered	covered,thick,edible	intact,cleaned,sealed,edible
honeypot	edible	empty,edible	finished,full,complete,open,ready,empty	complete,broken,empty	empty,gone,yours,ready,complete	symmetric,empty,infinite	edible,named,poisonous,cultivated	edible	open,present,used,large	empty,edible	acidic,joyah,edible	gone,a,edible,fertile	packed,there,open,big,empty,mine	edible
hood	open,removed	open,round,closed,black	raised,worn,removed,visible,removable	black	transparent,visible,closed,broken,removable,black	clear,empty	black,visible	white,black	visible,worn,removable	visible,worn,red,white,black	padded,adjustable	electrified,stained,broken,painted,covered	padded,enclosed,worn,tight,covered	cocked,adjustable,tilted,unlocked,rotated
hoodie	white,off,black,gone	worn,white,long,black	mine	black,white	yours,mine,black	yours,optional,gone,worn	named	worn	worn,removable,black	reversible,removable,black	cute,evalle,adjustable	funny,wearing,gone,cute,my	cute,big,pretty	cute,adorable
hook	fixed,used,removed	long,sharp	used,missing,broken	there,set,hooked,broken	dead,closed	hooked,empty	free,hooked	used,broken,missing,closed	broken,attached,used,long	broken,adjustable,removable,long,hooked	plugged,adjustable,dialed,inserted,barbed	broken,handy,adjustable,hooked	there,gone	handy,easy,tempting
hook	fixed,used,removed	long,sharp	used,missing,broken	there,set,hooked,broken	dead,closed	hooked,empty	free,hooked	used,broken,missing,closed	broken,attached,used,long	broken,adjustable,removable,long,hooked	plugged,adjustable,dialed,inserted,barbed	broken,handy,adjustable,hooked	there,gone	handy,easy,tempting
hookah	present,used,found	Jewish,long,used,musical	ready,dead	dead,lit,broken,smoking,working	dead,yours,welcome	empty,used	used,known,named	used,played	dead,edible,used	portable,used,available	twinned,joyah,done,evalle,romanized,barbed	there,a,lacking	dead	stainless,edible
hopscotch	used,common	long,edible,grass,round	dead	simple,square,complete,done,over	yours,mine	available,used,broken	named,included	navigable,used	endangered,edible,named,extinct,known	played,long	twinned,joyah	there,funny,a	dead,funny,done,happening	playable,navigable
horn	hollow	hollow,long,used	removed,missing,broken,empty	round,heard,broken,visible	blowing,missing,closed,ringing,broken	long,clear,blown,broken	long		broken,hollow,missing,long	large,long	plugged,pierced,electrified,ringing	electrified,noisy,loud	ringing,blown,going,sounding	pictured,cocked,adjustable,stainless,engraved,sharpened
horse	dead,killed,lost	important,human	dead,white	healthy,dead	dead,safe,yours	tired,strong,dead	named	white,male	named,known	named,white,bred,extinct,ridden	happy,joyah,evalle	going,gone,a	dead,alive	
horseshoe	broken,used,present	universal	complete,missing,broken	round,broken	dead,yours,mine,ours	clear,hollow	named,erect,long		curved,long	curved,edible,extinct,round,long	denoted,pronounced,barbed	a	dead,closed,big,broken	adjustable,worn,folded,engraved,defective
hose	fixed,used,removed	elastic,long,flexible	leaking,running,broken,cut,wet,full	long,broken,empty	dry,empty,leaking,broken	clear,electrified	applied,attached,available,used,removed	used,electric	broken,attached,waterproof,removable,long	attached,adjustable,used,removable,threaded,broken,connected,long	plugged,electrified,adjustable,barbed	electrified,wet,covered,plugged,hot,leaking,handy	wet,hot	adjustable
hot chocolate	served,eaten,hot,cold	hot,good,cold	good	cold,hot,delicious,good	sweet,delicious	sweet,served,eaten,optional,available	available,used,chocolate	hot,recommended,chocolate,sweet	served,hot,cold	served,hot,cold	edible,delicious,tasted,spicy	delicious,hot,good	good	spicy,hot,delicious,boiling
hot tub	empty,heated,available,closed,full	empty,hot,heated,open,full,free	cool	heated,hot	empty,closed	heated,empty,hot,available	hot,clean,available,open,used,heated,water	heated,closed,open	enclosed,heated,available	used,dry,hot,enclosed,heated,available	furnished,easy,adjustable,plugged,available,equipped	hot,gone,my,a	packed,hot,covered	heated,hooked
hot-air balloon	used	flying	stuck,flying,empty	unique,flying	flying,exploding,inflated,burning	patented,used,flown,available	available,used	available,used	used	reusable,unique,used	manufactured,electrified,optional,adjustable	used,flown,flying	there,flying,hot,flown	playable,towed,flown
hot-water bottle	empty,available,used,sealed	plastic,used	clean,full,empty	reusable,included,removable,pictured	empty,included,broken,reusable	sealed,used,empty,available	sold,used,available	plastic,clear,empty	used,included,empty,sealed	available,heated,used,empty,reusable,removable	sealed,adjustable,rated,optional,plugged,available	leaking,available,used	covered,empty,sealed,filled	adjustable,stainless,disposable
hotdog	served,hot,eaten,cold	food,hot,edible,meat	delicious,good	cooked,hot	toast,yours	eaten,hungry,named,hot,available	sold,used,available	edible,eaten,free,vegetarian	edible,spicy,hot	edible,hot,cooked,served,sold,vegetarian	joyah,evalle	gone,hot,a,vegetarian,delicious	pretty,hot,good,big	spicy,cooked,fried,edible,eaten
hotplate	heated,sealed	used	empty	heated	empty,hot,boiling,ready	sealed,heated,available		heated,adjustable,closed	used	heated,used,hot,removable	plugged,adjustable	manufactured,used	packed,pretty,hot,good,covered	adjustable,heated,hot,electrified,heating
hourglass	lost,preserved,used,broken	empty,endless,broken	flat,round,turning,broken	moving,broken,fixed,round,spinning,empty	infinite,falling,closed,empty,broken	available,broken,true,clear,empty,used	made,cast		broken,fixed,empty,round	used	twinned,joyah,unlocked,adjustable	available,used,a,adjustable	broken,dead,closed,empty	emptied,shattered,unbroken,overturned,empty,broken
hovercraft	unique	amphibious,portable	pictured,flying		flying,safe,reusable	unique,available,simple		unmanned,used,flying	protected,named,known	built,reusable,long	downloadable,rated,twinned,evalle,mastered	a,flown,playable,flying	flying	adjustable,playable,navigable,unmanned,aerodynamic,towed
hubcap	unique	circular,plastic		missing,broken,cracked,removable	dead,yours,mine	linear,symmetric,symmetrical,available	named	closed	shown	removable	plugged,encrypted,accessed	a,adjustable	covered,adjustable,big	adjustable
hula hoop	common,unique,used,played	circular,cylindrical,traditional	used,pictured,broken	round,broken	dead,broken	played,available	used,popular	used	removable,used	curved,used,long	mastered,adjustable	cute,gone,a	scary,there,dead	cute,funny,adjustable,magnetic
hummingbird	endangered,common	large,extinct,small	happy,dead	extinct,dead,pictured,endangered	dead	noisy,mute,flying,silent,singing,threatened,endangered	mute,poisonous,migratory	common,threatened,present,endangered,migratory	endangered,named,extinct,known	endangered,known	happy,joyah,edible,evalle,koppen	asleep,gone,a,humming,watching,alive	here,dead,there,alive,humming,one	extinct,alive
hummus	closed,present	human,edible	delicious,good	sweet,great,good	delicious	endemic,threatened,hollow,named,smooth		edible,poisonous	present,edible,poisonous,active,toxic,known	edible,sold,cooked,sweet,vegetarian	lucivar,joyah,evalle	a	good	spicy,delicious
humvee	closed	long	silent,broken	moving,dead,here,there	dead,yours,welcome	closed,hollow,paved,long,shallow	named		vertical,long,flat	long,known	lucivar,joyah,thou,jaenelle,evalle,kaladin	electrified,gone,paved	parked,packed,different	armored,bombed
