Word	BERT_base_common	BERT_large_common	RoBERTa_small_common	RoBERTa_large_common	DistilRoBERTa_common	DistilBERT_common	SqueezeBERT_common	MobileBERT_common	Longformer_base_common	Longformer_large_common	ALBERT_base_common	ALBERT_large_common	ALBERT_xlarge_common	ALBERT_xxlarge_common
knot	broken	simple	tied,complete	tied,broken	tied,bound,loose	symmetric		closed,tied	complete	tied	knotted	knotted,broken	loose,knotted,tied	tied,undone,knotted
koala	endangered	endangered	dead	dead	dead,ours	threatened,endangered		present	endangered,extinct,dead	extinct,endangered	extinct,koppen	sentient,alive	dead	extinct
lab coat	white			white,black				white,black	worn	white		wearing		
ladder	closed,broken				climbing	infinite			vertical	long	electrified,adjustable			adjustable
ladle	empty,broken	empty	empty	full,empty	mine,dead,yours	empty	named		broken	removable,empty	joyah,edible	my,edible,gone		adjustable
ladybug	used	female	dead	endangered	dead					edible	joyah,evalle	a,gonna	alive,dead	edible,adorable,cute
lamb	eaten,killed		dead	hungry,dead	dead	eaten,hungry	eaten,lamb,dead,born	vegetarian	named	edible,fat,slaughtered	joyah,lucivar	slain,slaughtered,lamb		slaughtered,slain
lamb chop	served,used				optional	eaten	used	used	cooked	vegetarian	joyah	cooked	good	spicy,cooked
lamp	lit,broken	lit	lit,broken	lit,broken	glowing,shining	illuminated,lit	lit,fixed			illuminated,lit	electrified		lit	stainless,illuminated,adjustable
lamppost	broken			there,broken	dead	fixed,visible			visible	tall	furnished	a		illuminated
lampshade		light	broken	shining,broken	mine,yours	used,available	lit							
landmine		explosive	mine	detonated	mine	illegal			radioactive,toxic	detonated,radioactive	excavated	mine,poisonous		radioactive,unsafe
lantern	lit	light,lit	lit	lit,broken	lit,glowing,illuminated	lit	lit		illuminated,lit	lit,portable	painted,electrified	haunted,gone	gone	illuminated
lanyard					empty	worn	named		used	removable	twinned	a	closed	adjustable
laptop				broken	waterproof,removable	available	portable			portable,used	plugged	my		
lasagna			good	done			named		cooked	vegetarian,cooked	joyah,delicious	cooked,delicious		
laser pointer	used	used	shown	red	visible	used,specified	used	used	used	used		used,shown		adjustable
latch	locked,closed	closed	closed	broken	closed,locked		fixed	locked,fixed	closed,open	reversible,locked,adjustable	unlocked,adjustable	adjustable	tight,adjustable	adjustable,unlocked
latte	served	hot	ready	good	ready		named	served,recommended		served,available	joyah,edible,delicious	gone,delicious	good	delicious
laundry basket			full,empty	full,empty	empty,overflowing	broken,empty,available	used		empty,used	reusable,removable,empty	furnished,adjustable	a,my	empty	full,empty
lava		hot,white	molten	hot,flowing	melting,molten,flowing	flowing		volcanic	stable	molten,hot	milky,basalt,acidic	acidic		molten,volcanic
lavender		white,yellow,purple	red			sweet	poisonous	white,black		edible	aromatic			fragrant
lawnmower	available,used	mechanical	working	broken	yours	available	open	used,available	waterproof	available,used	adjustable	handy,a	big	
leaf	hairy	hollow,green	broken	green		hairy	hairy,long	hairy,green		hairy,green,long		edible	dead	edible,translucent,poisonous
leash	secure			long,broken	broken		free	free	worn	removable,attached,long	adjustable	adjustable	tight	adjustable
lectern	open,closed				empty	empty	edible			removable	furnished			movable,adjustable
leech	dead	edible,human	dead,gone	hungry,dead	dead,listening	eaten,edible,poisonous			dead	eaten,edible	edible,acidic	gone		alive,poisonous
leek		edible	dead	green,dead	dead	poisonous		edible	poisonous,endangered	edible,red,green	joyah	gone,alive	dead	edible,spicy
leg		broken	broken	broken	broken,healed					broken,long	severed	swollen	broken	swollen,adjustable
leggings		used		long	optional	worn	used,fixed		worn,removable			worn		
lego				broken	mine,yours	electrified,clear	built	free	used	available	joyah,evalle	a,my,gone		
lemon	edible	edible,yellow,white	yellow	bitter,ripe		bitter	lemon,poisonous		edible	edible,preserved,ripe,used	joyah,acidic	lemon,gone	good,edible	edible
lemonade	served	good,bitter		sour,good,sweet		bitter,available,sweet			served	sweet		gone	good	
lens	fixed	sharp,fixed	fixed	clear,broken		spherical	fixed	adjustable,fixed		fixed,interchangeable	scanned,adjustable	adjustable	adjustable	stainless,adjustable
leopard		extinct,endangered		dead	dead,endangered	threatened,endangered			extinct,named,endangered	endangered	joyah,evalle		dead	
leotard	unique			red,white,black	dead				worn			a	pretty	adjustable
letter opener	available,used	used			closed	used		used		used		handy,my		
lettuce	edible	edible,green		growing,green	edible	sweet,eaten,edible	used	edible	edible	edible,green	edible	edible,delicious	edible	edible,cooked
license plate		unique				valid	valid,stamped			valid,numbered		shown		
licorice		edible	present	sweet	contagious			navigable		edible	edible,acidic	edible		edible,spicy
lid	broken,open,closed	open,closed	closed,open		sealed,locked,closed	empty,open	closed,open	closed	transparent,open	removable,closed	adjustable,sealed	open,sealed	closed,sealed	glued,adjustable
life jacket		optional		required,included	waterproof,removable	worn	worn		worn,removable,waterproof			a,worn	covered	adjustable
lifesaver	used			there,here		dead,available	cursed,eternal,dead		waterproof,used		joyah,twinned,downloadable,evalle	available,a,gone		
light switch			on,flipped	on,broken	blinking	activated	used,required		on	illuminated	plugged,adjustable	used	closed,on	clicked
lightbulb			broken	lit,broken	glowing	spherical,transparent,visible			visible	removable			gone	blinking,illuminated
lighter						lighter	heavier,lighter					lighter,gone		adjustable
lightning bug			real	here	fixed,solved,resolved		present	known	known,named		joyah,evalle	a,flying		alive,dead
lime		edible,green,white	green		edible	toxic,poisonous	edible,poisonous	acidic	edible,poisonous	edible,crushed,acidic	aromatic,acidic	hot	edible	edible,spicy
limousine	used		loaded			available	used		used		twinned	parked,haunted	packed,parked	available,furnished
lingerie		white		white,black		worn,available,optional	included,available	worn		used	furnished,evalle	sexy		sexy
lion			dead	dead	dead				named	extinct,endangered	joyah,lucivar,evalle	hungry,afraid,gone	afraid	hungry
lip balm		liquid,used				swollen			edible	edible,sold,used,available		good	edible	addictive
lip gloss		used				visible					adjustable	good	pretty	
lipstick		white,red	red,pink,black	red,pink		clear		black	red,white	pink,red		my	pretty	
lizard		poisonous	dead,named	pictured,dead	dead	poisonous			named	small	joyah,lucivar,evalle	a	alive,dead	alive
llama	eaten	white,endangered	dead	dead	dead	fair			named	extinct,endangered	joyah,evalle	a	dead	edible
lobster	edible	edible,eaten	dead	alive,dead	dead	eaten,edible,poisonous	edible,poisonous	edible	eaten,edible	edible	joyah,edible,evalle	alive,hungry,gone		edible
lock	broken		on,broken	locked,broken	broken,locked	locked		closed,open,locked	broken,locked	reversible,locked,open	unlocked,adjustable	broken,unlocked,adjustable,locked	closed	unlocked,adjustable,activated
locker	open,closed	empty,locked	empty,locked	locked	empty,unlocked,locked	empty,open	used,locked	closed,open	locked,empty	locked	unlocked,evalle	unlocked,empty	locked,closed,packed	locked,unlocked
locket	broken	gold,worn	missing,empty	empty	closed,sealed	broken	free,locke		missing	removable	preserved	gone,engraved	empty	stolen,engraved
log	complete	written	complete	complete	complete	constant,zero,linear			complete	complete	archived			encrypted,archived
loincloth			used	white,worn	mine,worn	worn			worn	worn,white,used	woven,embroidered	worn	worn,covered	worn
lollipop	edible			dead			included	edible	edible,poisonous	edible	joyah	gone,my,cute	covered	edible
loom	empty,broken		broken	spinning,broken	dead,gone	broken,empty	named			used		gone	pretty,empty	adjustable
loveseat	empty	empty			mine,yours	yours				removable	joyah,evalle	a,my	pretty,covered	adjustable
luggage	loaded	empty	loaded,packed,returned		loaded	available,loaded	available,used	available	returned	checked	furnished	packed	loaded,packed,covered	weighed
lumber	used	used		there,cheap	mine	cheap,available	used	logged	exported,used	used	sturdy,recycled		pretty,cheap	hardwood
lunchbox			full,empty		closed,empty	empty,available			included	reusable	available,furnished	a,my,here,gone	packed,empty	adjustable
macadamia		extinct	eaten	ripe	edible				edible,known	edible,cultivated	twinned	fertile,edible		edible,ripe
macaroni		edible		cooked,good		eaten		used	edible	edible,cooked	joyah,edible		good	cooked
machete	used	used	used,broken	sharp	yours	broken		used	used	used	joyah	used	handy,broken	adjustable,used
machine gun	fitted		loaded,unloaded			fired,loaded	armed		silent	used		used,fired	loaded	towed
maggot	dead,eaten	prey,human	dead	dead	dead	eaten,hungry,poisonous		poisonous	poisonous	edible			alive,dead	edible,alive
magnet	used,broken			magnetic		constant,electrified,linear	magnetic	magnetic,permanent	active	magnetic	electrified	used		adjustable,magnetic
magnifier		used			defective	available		used	rated,used	adjustable,used	adjustable	shown		enabled
magnifying glass		used	broken	needed,broken	broken	used,transparent	glass		used	used	adjustable	stained	empty	handy,adjustable
mail	delivered,sent	free,classified,anonymous	received,delivered,returned	delivered,coming	delivered	available,sent	free	free	received,delivered	sent,delivered,open	available		coming,here	encrypted,unanswered
mailbox	open	open,empty	full	empty	closed,empty	available,open		open	open			my	closed	unlocked
makeup	perfect			on	flawless		white,done		worn,black	on,applied		my	good	
mallet	used,broken	heavy,used	broken	broken	edible	hollow		used		used	mastered,adjustable	used	broken	stainless,adjustable
man	dead	dead	saying,dead	dead	dead	dead	dead	dead	killed,dead	naked,dead	joyah,lucivar,evalle	gone,afraid,alive		kidding
manatee		endangered	dead		dead,yours	threatened,endangered	named,male	married	endangered	known,endangered	joyah,koppen	a	dead	extinct,endangered
mandolin	available,used	musical	pictured,used,broken		broken,singing		active,used,played			used	mastered	good		playable,adjustable
mango	edible,eaten	edible,green	ripe	ripe,red	ripe	eaten,poisonous,ripe,edible	edible		edible	edible,ripe,red	joyah,edible,spicy	edible,ripe	edible	edible,ripe
manhole	open,closed		open	plugged,blocked	closed,empty	hollow,empty		sealed	open	open	barbed,evalle	open,gone	closed	
mannequin		human	dead		dead	dead				naked	joyah	pictured,a	pictured	adorable,cute
mantle	smooth		empty	visible	theirs,yours,empty	empty,smooth		smooth		white,black	painted,furnished	painted,engraved	covered	
map	complete	complete,accurate		interactive	interactive	continuous,complete,linear			complete,shown	complete,available	archived,twinned	available	clear	downloadable
maple syrup	used	edible,sweet,bitter		sweet		available,sweet	used,available	clear	edible,available	sweet,edible,fermented	acidic	edible	good	spicy
marble		white	white	white		smooth	marble	white		white,black	preserved,marble,excavated	painted,stained	pretty	
margarita	served			good		sweet			edible	served	joyah,evalle	gone		
marijuana	illegal	illegal,used	edible	illegal,edible	illegal,edible,legal	illegal,prohibited	used,sold	used	edible,poisonous	edible	addictive,poisonous	illegal,marijuana,addictive		illegal,addictive
marker	marked	written	marked		permanent			listed	marked	marked	unicode	shown		
marmalade	served	baked				available			edible	sweet,edible	edible,acidic	edible,spicy	good	spicy
marshmallow	edible	edible,green			toast	edible		used	edible,cooked	edible,baked	milky,edible	a,edible	edible	edible,melted,cooked
mascara		white,red	on	waterproof	waterproof	visible			applied,waterproof,black	waterproof	adjustable,mascara	my,good		
mashed potato	eaten,used	cooked,edible				eaten,edible	eaten,cooked,edible	eaten,edible	edible	edible,baked,cooked	spicy	good	good	cooked
mask			removable,on		mine,removable,worn	clear			worn,removable	removable	encrypted	transparent		engraved
mast	fixed,broken	tall	visible,intact	high	pictured	fixed	tall	fixed	long	raised,tall,high,long	electrified,adjustable	raised,covered	strong	lifted,hoisted
mat	used,broken	empty		flat	ready,broken,empty	broken		white		dry	adjustable	covered	covered	adjustable
match		over	over	over		drawn	scheduled,played			played	televised	scheduled	closed	underway,playable
matchbox			complete,shown		blank	available	used,played		shown		encrypted	available	packed	enabled
mattress		warm,empty	flat	flat	waterproof,broken,removable	empty		covered	flat,adjustable	removable,padded,adjustable	furnished,adjustable	covered	flat,adjustable	comfortable,adjustable
measuring cup	used	used	empty,used		empty			used,awarded	used	removable,used	plugged,adjustable	used	adjustable,covered	adjustable
meat	cooked,edible	cooked,cold		cooked	edible,cooked	eaten,edible,cooked	eaten,cooked,edible	cooked	edible,cooked	edible,cooked,processed	edible,spicy	cooked,good,delicious	good	spicy,fatty
meat grinder	working	mechanical,used	used	pictured		available	used	used	used	available,used	plugged	handy		
meatball				cooked		eaten,edible	used	used	edible,cooked	edible,cooked	joyah,edible	edible	pretty	spicy,cooked
meatloaf	eaten	baked		good	vegan	eaten,edible,available	eaten,edible		cooked	edible,vegetarian	edible,spicy	spicy,delicious	good	spicy,cooked
medal	awarded		mine,inscribed,engraved	pictured,awarded,gold	awarded	worn,awarded	awarded	awarded	awarded	worn,awarded	awarded	awarded,numbered	numbered	commemorative,engraved
meerkat	dead		dead		yours		used		known	edible,extinct,endangered	joyah,twinned,evalle	a	dead	adorable,cute
megaphone	used		silent	yours	dead	available		used	used	used	twinned	a	loud	
melon		edible,green		ripe,green		empty,poisonous	named		edible,named	edible,poisonous,green,ripe	joyah,edible	a,addictive	pretty	edible,ripe
memory stick	used		used	removable,included	removable	fixed	used		magnetic,removable,used	removable,included		used,encoded		
metal detector		portable	working,used		working		used		used	used		used		adjustable
metronome	complete		complete		dying	linear			known	used	twinned,koppen	a,here		playable
microphone	used		on	on	silenced				removable,used	removable		used		adjustable
microscope				broken	broken	used,accurate	used	used	used	available,used	scanned	used		illuminated,adjustable
microwave	available,used		used	working,on	silent	electrified,symmetric	used,microwave	used,available	active,used	available,used	plugged	hot		
milk		good,bitter	spoiled,cold	there		pure,edible	milk				milky,acidic	good	good	milky
milkshake	used			over	yours	available,edible			edible	served	joyah	good,delicious	good	addictive,spicy
minivan	available	expensive			loaded	available	available	available,used		sold,available	twinned	a,gone	pretty	
mint			edible,present		edible			closed	edible,known,poisonous	open	joyah,edible	edible	closed	edible,spicy
mirror	broken	broken,there,empty	empty	clear,broken	broken,empty,closed	broken	visible			removable	adjustable	transparent,blank		broken
missile	fired	launched,armed,fired		destroyed	operational	fired,operational	fired,launched	operational,armed	damaged	reusable,launched		detected,ballistic	flown	towed,unmanned
mistletoe		evergreen		everywhere	yours	threatened	poisonous	edible	edible,poisonous	red,edible,poisonous,white	twinned,characterized	a	pretty	
mitten		edible	complete,broken	red	dead	empty				removable,red,white	twinned,koppen	a,called	worn	folded,adjustable
mixer			mute,set	ready			used	used			plugged,mastered			adjustable,activated
moccasin		edible		pictured,endangered	dead	edible,poisonous,toxic	eaten,edible,poisonous		waterproof	edible	twinned		worn	adjustable
modem			working,running	broken		available	free		active,used				plugged	
mold	broken	perfect,broken	toxic	growing,complete,broken	edible	broken			stable	broken	reproduced		broken	adjustable,engraved
mold	broken	perfect,broken	toxic	growing,complete,broken	edible	broken			stable	broken	reproduced		broken	adjustable,engraved
mole	dead	human	dead,named	growing,there,dead	dead				known,named	enlarged			there,dead	edible
money	lost	mine	there,yours	there,gone	theirs,yours	wasted,paid	lost,saved,paid	paid			joyah	gone	gone	wasted
mongoose			dead	dead	dead,extinct	endangered			extinct,named,endangered	edible		a	alive,dead	edible,endemic,extinct
monkey		human	dead,named	dead	dead	dead,evil		blind	named	black,endangered	joyah,evalle	a,gone,crazy	dead	asleep,gone
moose	threatened	extinct,endangered	dead	here,dead	dead	threatened,endangered	moose	present,endangered	named	endangered	joyah,evalle	afraid	dead	edible,extinct
mop	used,broken	used	clean	broken	dead,yours	available	used			used	adjustable,evalle	my,gone		adjustable
mosquito			biting,aggressive	pictured	contagious,harmless,biting	poisonous		poisonous			joyah,evalle	gone,infected	alive,dead	venomous,allergic,poisonous
mosquito net	used				closed	available			used	used	barbed,twinned	covered,visible		
moss	dense	edible,green	green	growing,green	edible,dead	dense,abundant,edible,poisonous	poisonous	white,black	edible,poisonous	hairy,green	edible	dense,growing	pretty	edible,poisonous
moth			female,poisonous,named		dead				known	known		nocturnal		pictured
motherboard				included	removable		named		removable,included			adjustable	large	
motorcycle			damaged		insured		motorized				twinned,electrified	a,gone		towed
mouse		small,human	dead	dead	dead	dead,free	mute,nocturnal	nocturnal	named				dead	clicking
mouse		small,human	dead	dead	dead	dead,free	mute,nocturnal	nocturnal	named				dead	clicking
mousepad		used	included	included	removable	available			used	connected	enabled,accessed	my	adjustable,covered	adjustable
mousetrap		human	complete	working,broken	dead,yours	available		used	known,named	edible	encoded	a	there	unlocked
mousse				creamy	edible		named		transparent,edible	edible	edible,acidic			edible,melted
mouth	open,closed	open	opened,open,closed,covered	visible,open,closed,empty	closed,shut	dry,closed,open	closed,open	black,open	closed,open	closed,wide,open	barbed	open,covered	closed,open	closed,open,cupped
mouthpiece		open,closed		removable	hers						adjustable,inserted			adjustable
mud	fine,dry	water,mud	deep,thick		wet	dry		acidic	soft,thick	wet,white,muddy	barbed,joyah			slippery
muff		white,black	finished,complete	there,good	yours			used	edible	high	joyah,evalle	broken	covered	adjustable
muffin	edible	baked	finished	baked		eaten,edible	edible		edible	edible,baked	milky,edible	gone,delicious	good	edible
mug	empty	full,cold,empty	mine	empty	pictured,yours	empty			removable			my,gone	empty,covered	stainless,adjustable
mulberry	edible,poisonous	edible,evergreen,poisonous	edible	red	edible	edible,poisonous	cultivated		edible,poisonous	edible,poisonous	edible	growing,gone	edible,pretty	edible,poisonous
mulch	dry	green				hollow	named		used	edible,used	recycled	edible	pretty	edible
mullet					edible		poisonous		named	long	barbed,edible	edible,covered	edible,covered	
mushroom	edible,poisonous	edible,white,poisonous	edible	edible	poisonous,edible	poisonous,edible	edible,poisonous	edible,poisonous	edible,poisonous	edible	edible	edible,mushroom	edible	edible,poisonous
music box	available	empty				available	listed		included	available	unlocked	my		playable
mussel	edible	edible	dead	edible,dead	edible	eaten,edible	edible,poisonous	edible	eaten,edible	edible,known,long	edible	edible,eaten	edible,poisonous	edible,poisonous
mustache		long	visible		shaved	worn,crooked			visible	long	joyah,cute,evalle	noticeable,funny	big	
mustard	used	edible,yellow	yellow		sweet	eaten,edible	edible,poisonous	edible	edible,toxic	edible		good,edible		spicy
nacho			dead		mine,yours	easy		served,vegetarian	dead	edible	joyah,twinned,evalle	a		edible
nail	broken	gone,there,broken	missing,broken	long,broken	biting,gone	broken	broken		long	curved,long	barbed,joyah	broken,gone	broken	pierced,sharpened
nail clippers		used	used,included		removable,optional	patented,available	included,used,available	available,used	removable,used	adjustable,available	joyah,evalle,easy	your	good,expensive	adjustable
nail file	used	plastic,used	clean	used,sharp	yours	broken		used	intact	removable,used	encrypted			adjustable
nail polish		white,black	pink	clear,pink,white	optional		used,polish		pink,white,black	white		my,good	pretty	
napkin	clean	clean,empty	empty,clean	folded	yours	broken,empty	used,folded			folded,used		covered,edible,stained	covered	
napkin ring	broken	empty	missing			worn,broken,used	used		worn,removable	removable	adjustable	used		adjustable
navel	flat,rounded	round,flat	silent	visible,closed	mine,yours						enlarged,shaved	a		concave
neck		long	visible,exposed,broken	long,straight,broken		crooked	long		broken	short,long	shaved	swollen	strong	stiffened,lengthened
necklace	broken			gold		broken				long			beautiful	
needle	sharp	long,sharp		sharp	broken			sharp	used	threaded,used	sharpened,plugged,inserted	sharpened,hooked,gone	broken,weak	adjustable
nest		small,empty	complete,empty	complete,empty	destroyed,dead,empty	empty,open	empty			built	intact	nesting	packed,empty	empty
net		empty	clear,empty,zero	broken	closed,empty	zero,infinite	free	available	negative,zero		archived		there	adjustable
nightshirt					mine	gone		worn		reversible	evalle	cute	pretty	
nightstand	empty	empty	full,empty,clean		closed,empty	empty,clear	located	empty		removable,adjustable	furnished,adjustable	my,a	pretty,covered	adjustable
noisemaker		sound	silent	silent	silenced,dead,silent	noisy	used	used	active,used			a	loud,here	
noodle	eaten		cooked	cooked,broken		eaten,edible,sweet	eaten,edible		edible,cooked	edible,cooked	joyah,edible	edible,gone	edible	edible,adjustable
noose		tight	tightened	tight	loose	worn,broken			broken		adjustable	broken,electrified	broken,tight	tightening,tightened,loosened
nose		long	broken	visible,broken	broken,bleeding	crooked	hooked		flat	small,long	shaved	swollen	big,covered	pierced,symmetrical
notebook	empty	empty	labeled,complete,empty		encrypted	empty	complete		complete	portable	downloadable	my		
notepad		empty,used				displayed			used	open,available	adjustable	a	handy	
nut	edible	edible	missing	crushed,broken	yours	edible,poisonous	edible,poisonous	edible	edible	edible	joyah,edible		edible,big	edible,poisonous
nutcracker	played,used	extinct	dead	dead	dead	eaten,edible	eaten,edible,poisonous	included	used	edible	joyah,edible	a,edible,gone	dead	happening
oar		long,used		broken	yours,ours,dead	hooked	named		open	used	twinned		broken	adjustable
oatmeal	edible	sweet,edible,bitter	good		toast	eaten,edible		edible	cooked	edible,cooked	edible,acidic	delicious	good	spicy,cooked
octopus		edible,extinct	dead	pictured	poisonous,dead	edible,poisonous	named		known,named	edible,known	joyah,evalle	octopus,a	alive,dead	alive
odometer		accurate,digital	broken	broken	accurate,registered				used	accurate,calibrated,available		used,adjustable		
oil	edible,toxic	good,black,expensive	good	gone	cheap	toxic,edible,poisonous		edible,toxic,volatile	known	edible	alkaline,acidic	saturated		edible,greasy
oilcan	used	edible	visible	empty	leaking					edible,empty	acidic	a,edible		adjustable,leaking
okra	used	edible		edible	mine,yours	present,endangered				edible	twinned	a		edible,poisonous
olive		edible,white,yellow,green,cultivated		ripe,green	edible	edible	poisonous	green	edible	edible,green	joyah	edible,olive	edible	edible,ripe
omelet			served	cooked,perfect	mine,yours	eaten,edible			edible	vegetarian,cooked,baked	edible			edible,boiled
onion		edible,green	red	red,green	cooked,rotten	eaten,poisonous,edible	edible,poisonous	used	edible,poisonous	edible,red	aromatic,milky,edible,acidic	edible	edible	edible,spicy
orange		red,yellow	yellow	red,orange,yellow	mine,orange	red,orange	yellow,orange	white	red	red	milky	orange		
orange rind		edible,yellow	visible	edible	edible	ripe,edible		edible	white,present	edible,poisonous	edible,acidic	edible		edible,chewed
orangutan	endangered	endangered	named	pictured,extinct,endangered	endangered,extinct	eaten,endemic,endangered		endangered,extinct	named,known,endangered	extinct,endangered	romanized,koppen	a	dead	extinct,endangered
orchid	rare	edible,green,poisonous		endangered	edible	poisonous			edible,poisonous	edible,known	edible	edible	edible	edible
organ			complete	broken	damaged	electrified					congenital,reproduced,transcribed			playable,audible
origami					mine,ours	available			shown	used	joyah,evalle	a	done	
ostrich			eaten,dead	pictured,dead,endangered	dead	endangered		endangered,nocturnal		edible,endangered	joyah,twinned,koppen,evalle	a		extinct
otter		amphibious	dead	pictured	dead	threatened,endangered	migratory	endangered,present	named	known,endangered	joyah,evalle	alive	alive,dead	edible,extinct
ottoman			finished,complete		dead	present	muslim				ottoman	muslim		adjustable
outfit	identical,unique	black	complete	black	pictured	unique				black		my,cute	pretty	adorable,cute
outlet	closed	free,open	saying,reporting	saying		closed		closed,open	open	connected		plugged,my,a		
oven		warm,cold	warm,hot	on,hot	hot	electrified	baked,open	hot		heated,hot	plugged	oven,hot	big	heating,hot
overalls			good	pictured					shown				good	
owl		extinct,large	dead	dead	dead	silent,mute	migratory		named		joyah,evalle	a,gone	dead	invisible
oyster	edible	edible	cooked	alive,dead	edible	edible	eaten,edible,poisonous	edible	edible,cooked	edible	joyah,edible	oyster,edible		edible
pacifier	used			broken	defective,removable	optional		used	used	reusable,used	adjustable	my		cute
paddle	fixed	long		broken	waterproof			adjustable	removable	long,adjustable,used	adjustable	patented,adjustable		adjustable
padlock	locked,broken	used		locked,broken	broken,locked	broken,used	fixed	locked	broken,locked	adjustable,locked,removable,reversible	adjustable,inserted	adjustable	closed,locked	adjustable,unlocked
paint		white,black	dry,black,white		black	clean		white,black	white,black	white	painted	stained	pretty	opaque
paintbrush	used					used,available			used	used	adjustable,easy	handy		adjustable
painting	dated,lost	signed			copyrighted		lost			known	reprinted,reproduced	painted		
pajamas						worn,available	included,free		worn	available	cute,evalle	my,cute	good	cute
palette			black			clear			white,black	used		lacking		saturated
pallet		empty	complete	empty	mine,empty	hollow,broken,empty				empty	furnished,recycled	mine,gone	packed,covered	adjustable
palm tree		tropical,evergreen		tall	dead	edible			edible,endangered	tall,endemic	twinned,edible	planted	beautiful	edible
pan	full,closed	full,empty	empty,broken	hot,clean	edible	empty		closed	removable	removable,heated,hot		empty,edible	empty,hot,covered	
pancake	baked	edible		finished,cooked,done	delicious	baked,eaten			edible,cooked	edible,baked,cooked	joyah	baked,edible,delicious	good	cooked,baked
panda			happy	dead	dead	threatened,worshipped,endangered			named,endangered	extinct,known,endangered	endangered,joyah,evalle	a,gone	dead	gonna
panther	human		dead	dead	dead	hungry,endangered			named	extinct,known,endangered	twinned,evalle	gone,afraid,haunted,alive	dead	extinct
panties	removed			clear					worn		joyah,cute,evalle	my,cute,wearing		
pants					removable				worn	long	joyah,cute,evalle	my,cute,wearing		adjustable
pantsuit	black	optional			waterproof,removable	worn,optional				reversible	joyah,evalle	cute,worn	tight,covered	
pantyhose		white		white	dead	toxic			removable			a		adjustable
papaya	eaten	edible,endangered,green,large		ripe,green	dead,yours	eaten			edible	edible	joyah,edible,evalle	edible,spicy,delicious	good	edible
paper		white			published,copyrighted	printed,transparent		free,online,published		printed,published,available	archived	written	written	
paper bag	empty	heavy,empty	full,empty	empty	reusable	empty,available	available		empty,used	reusable,removable		gone,covered	packed,covered	recycled,disposable
paper plate		blank,empty				transparent				removable,used	inserted	printed	covered	adjustable
paper towel	clean,used	used	used		wet	used,available	used		used	used	recycled,adjustable	handy	covered	sticky,wet
paperclip			attached	broken		available			used	used		a		adjustable
paperweight	used	empty		pictured		available				used		shown		adjustable
parachute			deployed,open,closed	broken			removed,used,free	used,adjustable	closed,open	reusable,waterproof,used	electrified	used,electrified,flown	covered	zipped,adjustable
parfait						true			edible	edible	twinned,koppen	a		spicy
parking meter	charged,available	free,charged		broken		available			charged				closed,empty	
parrot			dead,happy	dead	dead	dead			named		joyah,evalle		alive,dead	
parsley		edible,poisonous		here,edible	edible	poisonous	named,listed	edible	edible	edible,cultivated	edible	good,edible	edible,pretty	edible,spicy
pasta	served	cooked,edible	cooked,good	cooked,dry		sweet,eaten,cooked		fried	edible,cooked	edible,cooked,dry	joyah,spicy,delicious	spicy,delicious		cooked,greasy
pastry	baked	baked,edible	finished		edible	sweet		sweet	edible	sweet,edible,baked	milky,edible	edible	pretty	fluffy,baked
patch		white	available	available	available	clear			available	available			covered	
patty		edible		cooked	yours	gone	named		edible	edible,baked,cooked	joyah	edible,delicious		cooked
payphone	available					available	available,free,charged	free	open		plugged	available		ringing
pea		edible,white,green	dead	green,small	dead	edible,poisonous	edible,poisonous	white,edible	edible,poisonous	edible,green	joyah,edible,evalle		edible,gone	edible,eaten
peach		edible,green	ripe	ripe,red	ripe	sweet,ripe,edible,poisonous	edible,poisonous	white	edible,poisonous	edible,ripe,red	joyah,evalle	ripe,edible,gone	edible,pretty	edible,juicy,ripe
peacock	threatened,endangered		dead	dead	dead	threatened,endangered		white	named	extinct,white,endangered	jaenelle,joyah,evalle	a,beautiful	dead	extinct
peanut	edible,eaten	edible		dead		eaten,poisonous,edible	eaten,edible,poisonous	edible	eaten,edible,poisonous	edible,poisonous	joyah,edible	edible,gone	good,edible	edible,eaten
peanut butter	used	edible,used,white		vegan	toast	available,edible	eaten,edible	edible	eaten,edible	used	edible,delicious	good	good	
pear	edible	edible	ripe	ripe,green,red	ripe	edible	edible,poisonous	edible	edible	edible,ripe,red	pear,edible,joyah	pear,edible,ripe	edible	edible,ripe,eaten
pearl	white	there,gone	white			gone		white,black,translucent		edible,white	evalle	engraved	mine,broken	
pecan	eaten	edible,green,white		sweet	edible	eaten,poisonous,edible	named	eaten,edible	edible,named	edible,ripe	twinned,koppen	a	pretty	edible,ripe
pedal	pedal	free,open	depressed	broken	broken	electrified	pedal	adjustable	depressed,adjustable	removable,adjustable	electrified,adjustable	electrified	adjustable	movable,adjustable
pedometer	fixed	accurate	accurate		waterproof,accurate,calibrated				used	available		used		adjustable
peeler	used		used		edible				removable,used	used	adjustable	handy		adjustable
peg	broken	empty		broken	broken,fixed	empty		closed		fixed,removable		a	broken	adjustable
pelican			dead	dead	endangered	eaten,poisonous,threatened	named	used,present	named,endangered	known,endangered	endangered,joyah,evalle	alive,gone,extinct	dead	
pen	used		empty	red	yours,empty	drawn,empty	written		used	used,interchangeable	spelled		broken	adjustable
pencil	used,broken	drawn,used		black,broken					used	black,used	sharpened	painted	broken	stainless,adjustable
