Word	BERT_base_common	BERT_large_common	RoBERTa_small_common	RoBERTa_large_common	DistilRoBERTa_common	DistilBERT_common	SqueezeBERT_common	MobileBERT_common	Longformer_base_common	Longformer_large_common	ALBERT_base_common	ALBERT_large_common	ALBERT_xlarge_common	ALBERT_xxlarge_common
spark plug							used				plugged			
sparkler										lit		a		adjustable
spatula					visible									adjustable
speaker					invited									
spear		long		broken	mine					long				
speedboat	racing					listed		available						towed
speedometer		accurate			accurate									
spider					dead						evalle		dead	alive
spider web				visible				transparent			twinned	a		
spinach	edible	edible		green				edible	edible	edible		edible		cooked
splinter	broken	broken				broken	destroyed							
sponge		edible				edible				long			covered	disposable
spool										long,removable		gone		adjustable
spoon			empty	empty		empty					joyah			
spout		empty		broken										adjustable
spring roll	used			over							adjustable			
springboard									adjustable	adjustable	adjustable	adjustable	adjustable	
sprinkler			working		broken					automatic				leaking
sprouts				growing	edible	edible						growing		edible
spur				visible			long			long	evalle	gone		
squash	used		edible	edible				used	edible	edible				edible
squeegee				broken							joyah,evalle			adjustable
squid					dead			edible	named		joyah	edible	dead	edible
squirrel			dead			dead					joyah,evalle			
squirt gun						available,fired		used	used			used		
stained glass		original				stained					stained	stained		
stair		steep									electrified		closed	navigable
stake		empty		high		fixed					joyah			
stalagmite				broken									radioactive	
stamp														engraved
stamp														engraved
staple									edible					adjustable
staple gun						loaded,available			used	used		used		adjustable
stapler	used	used								used	adjustable			adjustable
star fruit	edible	edible				edible		edible		edible		edible		
starfish										edible	joyah			edible
station wagon					pictured	available							parked	
statue														engraved
steak										cooked	joyah			
steamroller											rated	a		
steering wheel					locked	fixed		adjustable	adjustable	adjustable	adjustable	adjustable		adjustable
stem							long	hairy		long				
step stool	used			pictured			used		used	removable			adjustable	adjustable
stereo		good				linear				available	plugged			
stethoscope	used								used	used	adjustable			adjustable
stew				hot						hot	joyah			
stick		long		broken						long	adjustable			adjustable
sticker										removable				
stiletto											joyah	a		
stilt				broken		broken					joyah,evalle			adjustable
stingray		poisonous		harmless,pictured										
stir fry	served	fried	done											
stirrup	used			adjustable				adjustable	adjustable	adjustable			adjustable	adjustable
stockings			complete											
stomach	empty	empty	empty	empty	empty	empty			empty	enlarged	evalle		flat	swollen
stool			empty		empty	empty								adjustable
stopwatch														adjustable
stove		hot									plugged	hot		
stove		hot									plugged	hot		
straightjacket	used		complete						used		adjustable			
strainer			used	broken						used			adjustable	adjustable
strap			adjustable	adjustable	removable				adjustable	adjustable	adjustable	adjustable	tight,adjustable	adjustable
straw	used				closing									
straw	used				closing									
strawberry		edible				edible	edible		edible	edible	joyah			edible
streetlight			on			available			on					
stretcher	used	used								removable	adjustable			adjustable
string cheese	used	edible							edible	edible				
stroller		portable								used				adjustable
stuffing														
stump											barbed			
submarine														towed
subway			full			electrified		electrified					packed	
sugar cube						empty				edible				edible
suit					sealed	symmetric	uniform			pending				pending
suitcase		empty	empty	empty		empty	empty		empty	empty	evalle		packed	
sundae										edible		gone		
sundial			broken	broken		fixed								
sunflower		edible									edible	edible	beautiful	edible
sunglasses					waterproof				removable					
sunroof			closed		shining						evalle			adjustable
surfboard	used	portable		broken	waterproof				waterproof					adjustable
sushi						available		vegetarian		edible				
suspenders	removed			adjustable	removable							used		adjustable
swab			clean		waterproof					used	adjustable			sterile
swan		white		dead						endangered	evalle	gone		
sweater		white	mine	black		worn				long,reversible				
sweatsuit					waterproof	worn								
sweeper	used										adjustable			
sweet potato	eaten	edible		sweet			edible	edible	edible	edible	joyah			
swimming pool			full		closed					heated				heated
swimsuit		optional												
swing					swinging				adjustable		adjustable			adjustable
swing set	used						played		adjustable					
switch		open	on				used	automatic		reversible				
swizzle stick	used						used	used	used	edible	adjustable		pretty	
sword				broken	mine					long		gone,sharpened	broken	
swordfish									edible	edible	joyah	a		
syringe		used	empty			empty					adjustable,inserted		empty	
syrup		sweet		sweet				sweet						
t-shirt						worn								
tab					closed				open					
table	shown				empty		complete							alphabetical
tablecloth				white	worn				white	white	embroidered	stained	pretty	
tablet					waterproof	sealed				waterproof				
tack				broken							adjustable			adjustable
tackle	used		successful						successful	made	joyah		done	
taco										edible	joyah			
tadpole									named				small	
taffy									edible	edible	joyah,evalle			
tag														
taillight			visible			fixed						visible		adjustable
tamale								used	edible	edible				edible
tambourine			used						used		tambourine			playable
tank				empty									loaded	
tank				empty									loaded	
tape								recorded		blank	adjustable	taped		
tape measure	used					linear			used					adjustable
tape recorder							portable							
tapestry											woven	woven		
tarantula		poisonous				poisonous			poisonous					poisonous
target				clear										
tarp						worn					edible	gone		
tattoo			permanent		permanent	visible								
taxi						available		available			joyah	waiting		
tea							sweet							
teabag						empty				edible			empty	
teacup		empty	empty	empty	yours					empty			empty	
teapot		empty	empty	empty	yours	empty					joyah	gone	empty	stainless
teddy bear									named	edible	evalle	a		
tee													covered	adjustable
teepee	used		empty	complete				used			joyah,evalle	a		
telegraph	used			dead						used	reprinted			
telephone pole										tall				
telescope														unmanned,adjustable
television		good					broadcast							
tennis ball	used	round				played	played		used	spherical	joyah			
tent	closed	empty				empty					furnished		packed	adjustable
terrarium			complete	empty		spherical								
test tube			empty	empty						empty,used		tested		
thermometer				broken		accurate	used		used					ringing
thermos				empty	waterproof	spherical				empty	adjustable			
thermostat					waterproof				adjustable	adjustable		adjustable		
thimble				broken					used			a		adjustable
thorn	poisonous				gone				poisonous				true	
thread		long			closed									archived
throne		empty	empty		theirs	empty,vacant				vacant,hereditary				
thumb				visible			hooked						small	
thumbtack	used									used		gone	covered	
tiara		gold				worn					twinned			embroidered
tick							tick							
ticktacktoe	used								edible	edible	twinned			
tie	broken	broken	broken		tied	broken	tied	broken	broken	black		tied	closed,broken	
tiger	killed	endangered									evalle			
tile														
timer		accurate	set				set			active	dialed			enabled
tinsel						edible			edible					
tiramisu	used									edible	twinned	a		
toad	eaten				dead		poisonous		named		evalle	a	dead	
toast					toast	eaten								
toaster	used		broken	broken							joyah			
toaster oven	used										plugged			
toe										long				
toga					yours							a		embroidered
toilet			flush	broken		empty			flush	flush				
toilet paper			used				used		used		recycled			
tomato		edible		ripe			edible		edible	edible	edible	edible	edible	edible
tomato sauce		edible					used				spicy			
tongs	used		used	broken					used	used				adjustable
tongue										long				poisonous
tool													simple	
toolbox										available			packed	
tooth			missing		missing							gone	broken	
toothbrush				broken	waterproof		poisonous		used	used	adjustable			handy
toothpaste		white			edible							good	edible	
toothpick				broken		edible								adjustable
top hat					mine	worn					joyah,evalle	wearing		
torch	lit	lit		lit	extinguished		lit		extinguished			gone	lit,burning	
torpedo										used				
torso				shown			bare					covered		
tortellini									edible			a		cooked
tortilla				flat					edible	edible				cooked
tostada			complete							edible	joyah			
totem pole	used			broken						tall				
toucan								used	named		twinned	extinct,a		
touchpad												a		
towel		wet				dry	used							
towel rack							used				adjustable	handy	covered	adjustable
toy									named		joyah,evalle	gone		
tractor	used					electrified	used							towed
traffic light		red												
trailer							used		complete					
train	electrified					electrified		electrified			joyah			
train car														
train set	electrified		complete		complete	electrified								
trampoline					broken	electrified						gone		
trap												there		triggered
trapdoor					closed							unlocked	closed	unlocked
trashcan	empty	empty	empty	empty						empty,removable		empty	empty	empty
tray	empty	empty	empty	empty	empty	empty				empty,removable	adjustable		covered	adjustable
treadmill	used					broken					joyah,easy	a		adjustable
treasure							lost				joyah	gone		
tree			dead		dead				named	tall		gone		
tree trunk		hollow		hollow										
triangle				square	inverted	convex							symmetrical	
tricycle								used			twinned	a		
trident				broken	dead		used				twinned	a		
trigger	pulled						automatic							
tripod	broken										adjustable			adjustable
trolley				empty		electrified					joyah			navigable
trombone	used				broken						mastered	lacking		
trophy	awarded				awarded	awarded	awarded		awarded	awarded	awarded	awarded		
trough			complete										covered	
trowel	used			broken		hollow				used				
truck							used		damaged					
trumpet	used									played				playable
trunk			empty		empty		long					electrified	packed	adjustable
tuba		hollow	used				used	used						
tube top					removable	cylindrical				removable	adjustable		adjustable	adjustable
tugboat								listed				aboard		
tulip		edible				edible	named						beautiful	edible
tumbleweed	poisonous					poisonous	poisonous		edible	edible	joyah,evalle	gone		edible
tuning fork	used						used		used	adjustable	adjustable	adjustable	adjustable	adjustable
tupperware						available				edible				stainless,adjustable
turban			worn			worn			worn				worn	
turbine						electrified								
turf		artificial		green	soft			artificial						
turkey											evalle			cooked
turnstile			open							automated	adjustable			
turntable						electrified								
turtle		endangered	dead		dead				named		evalle	gone		
turtleneck			optional						removable					adjustable
tuxedo						worn					evalle			
tweezers	used	used	broken						used		joyah,evalle			
twig		long		broken					broken		barbed			
typewriter														
ukulele	used				yours							a		
umbrella						broken				used	adjustable	covered		adjustable
undershirt						worn								
underwear		white									evalle			
unicycle	used								used			a		adjustable
uniform						uniform	uniform					worn		
urinal						empty								
urn		empty	empty	empty	mine	empty	named		inscribed					engraved
vacuum					empty	constant					done			
valve	closed	vertical	closed	broken	closed			closed,open	closed	closed			closed	adjustable
van													parked	
vase		empty	broken			broken						beautiful		
vegetable							edible	edible	edible	edible	edible	edible	edible	edible
veil					lifted					long	jaenelle			
velcro		elastic			removable		named		adjustable	adjustable	adjustable			adjustable
vending machine														
vent			open		closed		wide				plugged			
vest		black			removable	worn			removable	removable		worn		adjustable
vial	sealed	empty	empty	empty	dead				empty	empty		sealed	sealed	engraved
videocassette						available	included							
videogame														playable
viewfinder	fixed											available	adjustable	adjustable
violin	used						played				mastered			
vise		tight,broken	broken	broken		empty		adjustable		adjustable			covered,worn	adjustable
visor			removable	removable	removable	visible	fixed	adjustable		removable	adjustable		adjustable	adjustable
volleyball	played		broken						used	used				playable
vulture											evalle			
wafer		thin				available								sterile
waffle	played				yours					edible	joyah			
waffle iron	used		broken			available			used			used		
wagon			loaded		loaded							gone		towed
walker		walking	injured								joyah,evalle	gone		adjustable
walker		walking	injured								joyah,evalle	gone		adjustable
wall	broken			there						high	barbed	painted,stained		gone
wallet		empty				empty					joyah	gone		adjustable
wallpaper		white								white				downloadable
walnut		edible				edible	edible			edible		edible	edible	edible
walrus				endangered	endangered		named					a		
wand				broken		broken						gone	broken	
warthog	dead		dead		dead	dead				endangered		extinct,a		
washboard			clean			clean					adjustable		covered	adjustable
washcloth		clean	clean	wet		clean				used		stained	covered	disposable
washing machine				broken										
wasp		important	dead	harmless	dead					known			dead	poisonous
watch	broken			broken	waterproof	broken								adjustable
water bottle		plastic	empty	empty		empty				empty			empty	adjustable
water cooler	available								included		plugged			
water filter							used				adjustable			
water fountain					closed									
water heater											plugged			
watering can			empty	empty	overflowing			available			adjustable		empty	adjustable
watermelon		edible						edible	edible	edible	edible	edible		
waterwheel				pictured	spinning						adjustable	electrified,a		navigable
wax		white		melted					edible	melted				melted
wax paper						transparent		transparent		used	recycled		pretty	
weasel										extinct	evalle			
weather vane						fixed					evalle			
webcam			active			available			active	available				
wedding cake														
wedge														adjustable
weed	poisonous				dead	poisonous		poisonous	edible		barbed			addictive
wetsuit		optional		waterproof	waterproof	worn			waterproof	waterproof				adjustable
whale			dead		dead						evalle		dead	
wheat		white				grown				harvested	spelt			ripe
wheel	broken		turning	spinning	spinning		fixed		rotated	spinning	adjustable	spinning	spinning	
wheelbarrow				empty						used	adjustable	gone	empty	
wheelchair				broken							adjustable			adjustable
whip		used	broken	broken	broken	broken			broken		evalle			
whipped cream												delicious		
whisk		used		broken										adjustable
whistle			blown	blown					blown	blown			blown	blowing
whiteboard		blank					white							
whoopee cushion	used				removable	worn	used				joyah			
wick			broken	burning						lit	joyah			
wig					removable				removable					
wind chimes					blowing			used	used					
window		open	broken	open	closed							open	closed	
windowsill				flat								stained	covered	adjustable
windshield				cracked		clear				clear	plugged		closed	
windshield wiper											adjustable			
windsock														adjustable
wine		good						white				delicious		
wine bottle		empty	empty	empty	empty					empty		edible	empty	engraved
wine cooler					empty	available	available		included				packed	
wineglass		empty	empty	empty					empty	empty			empty	
wing														
wire					broken	electrified		electrified	broken		barbed			adjustable
wire cutters	used	used							used			used		adjustable
wok											joyah			stainless
wolf				dead							evalle	afraid		
woman	dead				dead						evalle	afraid		raped
wood				dry	charred	edible							solid	
wooden leg		hollow		broken	removable					removable				adjustable
workbench										available				
worm	poisonous						parasitic						dead	
wrap									removable		adjustable	thicker	covered	adjustable
wrapping paper		white		white							recycled		pretty	
wreath											decorated			
wreck											evalle	gone		navigable
wrench						broken			used		adjustable	handy	broken	
wrist				visible,broken		broken					flexed			flexed
xylophone	used		used					used	used			a		playable
yacht						sailing			named			aboard		towed
yak	eaten			dead					named	fat	joyah,evalle	true,a		
yarn		woven				woven				dyed				
yo-yo				broken		true		used		waterproof	joyah			adjustable
yogurt	sweet													
yoke	broken				yours	broken			broken	used		true		
yolk		white									milky	flour		translucent
zebra		extinct	dead				migratory		endangered,named	endangered	evalle	a		
zipper			closed				closed				adjustable	tight	tight	adjustable
zucchini									edible	edible	edible	a		edible
