Word	BERT_base_common	BERT_large_common	RoBERTa_small_common	RoBERTa_large_common	DistilRoBERTa_common	DistilBERT_common	SqueezeBERT_common	MobileBERT_common	Longformer_base_common	Longformer_large_common	ALBERT_base_common	ALBERT_large_common	ALBERT_xlarge_common	ALBERT_xxlarge_common
omelet	eaten,edible	baked,hot,cooked,cold,simple,fried	done,served,good,ready	done,easy,perfect,made,cooked	hers,mine,yours,ours	eaten,edible,baked,available,cooked,sweet,boiled,poisonous	edible,named	served	cooked,frozen,served,edible,spicy	cooked,served,prepared,vegan,made,vegetarian,edible,baked	delicious,milky,spicy,sodium,homemade,aromatic,eaten,edible	defined,covered	plain,edible,good,easy,thick,pretty	edible,boiled,cooked,eaten,baked
onion	poisonous,edible	eaten,green,white,edible,purple,yellow	green,white,red,yellow,cooked	green,small,ripe,red,edible,white,brown	cooked,dead,soft,fried,chopped,rotten	eaten,edible,cooked,sweet,boiled,poisonous	edible,sweet,red,onion,poisonous	edible,white,used,green,cooked	white,small,poisonous,red,eaten,edible	ripe,poisonous,green,white,red,edible,cultivated	milky,spicy,acidic,sodium,aromatic,edible	grown,fried,spicy,thicker,cooked,edible	edible,poisonous,there,pretty,big,here,dead,gone,alive	edible,peeled,boiled,juicy,fragrant,spicy,cooked
orange	red,white,yellow,green	green,orange,red,white,black,purple,yellow	green,yellow,red,orange,blue,black,white	green,red,yellow,mine,orange,real,white	yellow,mine,orange,green,pink	blue,red,orange,ripe	white,purple,green,yellow,black,poisonous,orange	green,white,blue	orange,green,black,blue,red,yellow,white	orange,white,brown,red,yellow,edible	reddish,milky,orange,acidic,joyah,edible	orange,colored,purple,bright	different,gone,good,edible	ripe,blackened
orange rind	white,edible	orange,red,white,black,edible,yellow,hard,smooth	present,visible,red,yellow,orange,white,black,broken,shown	edible,orange,optional	edible,mine	eaten,edible,ripe,sweet,harvested,grown	used,available,present	green,edible,white	orange,black,visible,edible,red,white,present	white,poisonous,edible,preserved,long	characterized,encoded,aromatic,acidic,edible	saturated,edible	covered	edible,chewed,boiled,peeled,eaten,tasted,fragrant,spicy,cooked
orangutan	endangered,threatened	unique,extinct,intelligent,endangered,human	known,named,pregnant,male,eaten	white,endangered,extinct,pictured,threatened	dead,endangered,extinct,afraid,threatened	eaten,extinct,threatened,endemic,endangered,present,spoken	included,named,extinct	endemic,endangered,protected,extinct,present	male,known,extinct,poisonous,endangered,named,edible	known,extinct,tall,endangered,edible	romanized,austro,koppen,twinned	the,romanized,a	dead,famous,known,done,there,one,here	poisonous,endemic,endangered,migratory,extinct
orchid	poisonous,widespread,rare	small,green,white,poisonous,edible	edible,pink,white,male,pictured	growing,edible,endangered	dead,endangered,pictured,mine,edible,poisonous	rare,edible,abundant,widespread,endemic,endangered,uncommon,poisonous	edible,poisonous,widespread	rare	known,poisonous,named,edible	known,uncommon,widespread,poisonous,rare,edible	evalle,endangered,edible	beautiful,alive,edible,fertile	edible,beautiful,poisonous	edible,poisonous,ornamental,uncommon,fragrant
organ	functional,portable,installed,available	electrified,listed,original	preserved,sound,complete,articulated,used,intact	moving,destroyed,broken,damaged,dead	functioning,damaged,donated	electrified,hollow,preserved,mechanical,portable,functional	electronic,active		named,articulated,long	portable,listed,used	congenital,enlarged,characterized,transcribed,reproduced	organ,a,enlarged	electrified,simple	navigable,playable,audible
origami	used	art,practiced,written,traditional,ancient	good	good,done,finished,simple	dead,real,mine,yours,complete,perfect,ours	available,playable	included,named	used,traditional	shown,used	simple,unique,used	joyah,lexical,evalle,lucivar,twinned	done,a	done,good	done
ostrich	common	prey,winged,extinct,large,amphibious	eating,killed,dead,eaten	flying,endangered,white,pictured,dead	dead,extinct,harmless,contagious	dead,extinct,flying,mute,threatened,endangered,poisonous		shy,endangered,migratory,blind,nocturnal	named,dead,eaten,killed	common,white,extinct,endangered,large,edible	haplogroup,joyah,evalle,koppen,characterized,twinned	extinct,a,born,known	dead,alive,there,one,here	cute,edible,funny,gonna,poisonous,extinct
otter	endangered,common	extinct,endangered,aquatic,amphibious	named,happy,dead	pictured,here,endangered,dead	named,cute,dead	threatened,endangered,sighted,hungry,mute,shy	migratory	endemic,endangered,extinct,migratory,common,present	male,known,female,endangered,named	common,threatened,known,extinct,rare,endemic,endangered,large	joyah,evalle,endangered,twinned	alive,allergic	dead,crazy,alive,here	edible,endangered,poisonous,extinct,hunted
ottoman	decorated,covered,painted	tall	broken,finished,pictured,complete	new,covered	dead,yours	used,present	ottoman,muslim,included,turkish	used,present	long,used	reversible,curved,removable	ottoman,painted,sturdy,enlarged,furnished,decorated	ottoman,occupied,true,a,illegitimate,turkish,jewish,muslim	closed,dead,gone,beautiful	worn,adjustable
outfit	unique,identical,complete,new	white,simple,new,black	complete	white,black	revealing,pictured,official	identical,uniform,complete,unique	unique,new	black,white,uniform	black,worn	black,worn,reversible	evalle,alphabetical,downloadable,embroidered	wearing,cute,perfect,my	cute,nice,pretty,perfect	cute,adorable,awesome,perfect,hideous,sexy
outlet	closed,open	closed,available,open,free,listed	claiming,saying,stating,anonymous,reporting	saying,that	commenting	empty,open,closed	located	free,owned,closed,staffed,public,open	known,open,named,closed,located,licensed	open,available,connected	available,electrified,plugged,open,unlocked,adjustable	electrified,a,open,my,plugged,available,at,unlocked,adjustable	packed,listed,available	hooked,wired
oven	heated,lit,closed	heated,warm,hot,cold,empty,full,open	on,running,full,cold,hot,ready,working,warm,empty	on,working,broken,lit,hot	cold,sealed,hot,ready,closed,warm	heated,electrified,empty	lit,baked,used,open,hot,heated	electric,closed,heated,open,hot	full,warm,open,hot,cold	available,hot,used,lit,heated,removable	easy,plugged,adjustable,furnished,hot	open,empty,cooked,oven,heated,cooking,hot	done,pretty,big	blazing,heated,burning,hot,heating
overalls	white	complete,detailed,listed,accurate	impressive,good,great	available,white,black,included,pictured	stellar,good	identical,uniform,accurate,consistent	divided		shown,used	made,available,worn,long	rated,updated	good,done	good,pretty	adjustable,worn,embroidered
owl		small,extinct,endangered,large	real,named,saying,male,dead	pictured,here,endangered,dead	alive,sleeping,dead	threatened,dead,endangered,silent,mute	mute,migratory,spotted	white,black,nocturnal	male,known,named	male,extinct,rare,endangered,named,black,female,large	joyah,happy,evalle,lucivar,jaenelle	gone,a,alive,afraid,nocturnal,asleep	missing,dead,crazy,gone,alive,here	invisible,sentient
oyster	poisonous,edible	edible,extinct,eaten,water,fish	clean,edible,white,cooked	edible,small,alive,dead,large	edible,cooked,dead,dry	eaten,edible,abundant,preserved,boiled,poisonous	edible,named,poisonous,eaten	edible,black,white,blue	cooked,harvested,eaten,edible	known,poisonous,long,small,large,edible	milky,acidic,fried,joyah,evalle,poisonous,edible	delicious,oyster,juicy,edible	empty,dead,edible,good,gone	ripe,edible,boiled,eaten,slaughtered,cooked
pacifier	used,optional	used,female	empty,dead,broken	broken,optional,dead,dangerous,used	removable,activated,working,defective,broken,recommended	used,optional,defined,specified	used,empty,zero	unique,used	active,used,dead,removable	portable,available,used,reusable,removable,interchangeable	dialed,plugged,adjustable	my	pretty,scary	cute,adorable,handy
paddle	fixed,used	red,long,round	clean,missing,attached,broken,empty,used	there,used,broken	loaded,reversible,waterproof	electrified,fixed,linear	straight,free,hooked,vertical,used,flat,long	electric,fixed,adjustable,long,curved	flat,used,adjustable,curved,removable,long	broken,curved,removable,long,used,adjustable	electrified,mastered,adjustable	optional,patented,compatible,adjustable,handy	tight,broken,adjustable,safe	stainless,adjustable
padlock	broken,locked,unlocked,used,secure,fixed,open	locked,used	on,secure,closed,broken,locked	broken,secure,locked,removable	removable,locked,unlocked,broken	required,fixed,worn,locked,used,broken	used,automatic,fixed	automatic,used,fixed,adjustable,locked	broken,locked,removable	unique,locked,open,reversible,removable,adjustable,secure	electrified,inserted,adjustable	compatible,unlocked,adjustable,used	activated,unlocked,closed,tight,sealed,locked	unlocked,adjustable
paint	clean,white	transparent,brown,green,red,white,blue,black,yellow	rotten,yellow,white,black,wet,dry	clear,red,opaque,white,black,dry	transparent,black,pink,dry	dirty,dry,clean,clear	applied,white,clear,painted,transparent	white,blue,brown,green,yellow,black,red	yellow,green,red,black,white	dry,red,black,white	painted,easy,polished	good,stained,painted,hot	cheap,pretty	opaque,stained,translucent
paintbrush	available,used,removed	used,painted	clean,missing,used	used,broken	dirty,removable,waterproof,dry,broken	available,used	available	blue,black,clear,painted,transparent	removable,used	provided,removable,interchangeable,used,adjustable,included	painted,easy,adjustable	gone,handy	big	adjustable
painting	dated,lost,unique,complete,signed	damaged,dated,painted,signed,titled,large	dated,signed	complete,finished,signed	pictured,copyrighted	extant,dated,finished,lost,painted	lost,finished,complete	dated,lost	dated,signed	known,titled,unique,signed	archived,painted,uploaded,reprinted,downloadable,reproduced,twinned	painted,a,beautiful	beautiful,framed	pictured,engraved
pajamas	worn,optional	used,right	done,mine,finished	right,optional	welcome,optional,sexy,yours	worn,available,optional,compulsory	free,used,included,available		waterproof,worn,removable	sold,available,pictured	evalle,cute,easy	funny,cute,my,wearing,perfect	nice,done,pretty,good	cute,adorable,funny,adjustable,embroidered
palette	white,clear	limited,large	white,black,simple	available,included,pictured,used	clear,perfect,mine	clear	uniform,limited,blank,transparent	bright,black,limited,clear	black,white	available,used,reversible,interchangeable	painted,milky,simple	beautiful,perfect,lacking,my	beautiful,simple,pretty,perfect	opaque,saturated
pallet	closed,removed,broken,empty	used,empty,flat	finished,painted,empty,complete,intact	empty,complete,broken	empty,finished,mine,yours,complete,ours	hollow,broken,empty,loaded,worn	named	covered	inscribed,long	known,available,filled,empty,used,edible,removable	recycled,corrugated,furnished,adjustable	gone,painted,a,covered,empty,mine	numbered,packed,pretty,loaded,covered,folded	enclosed,navigable,adjustable,movable,covered
palm tree		edible,tropical,extinct,evergreen	growing,pictured,present	here,green,growing,dead,tall	sacred,falling,dead,growing,dying,extinct	planted,growing,edible,threatened,endemic,endangered,sacred,poisonous	threatened,edible,cultivated,widespread,poisonous	green	extinct,endangered,edible,cultivated	known,extinct,high,endemic,tall,endangered,edible	preserved,twinned,endangered,deciduous,edible,intact	grown,gone,beautiful,a,planted,here,growing,edible	sacred,there,big,here,dead,beautiful	edible,sacred,poisonous,extinct
pan	heated,broken,clean,closed,empty,full,sealed,open	there,hot,cold,empty,full	closed,broken,full,empty,open	clean,hot,empty,dry,heated	empty,boiling,cooked,edible,dry,melting,drying	hollow,ready,dry,full,electrified,available,broken,empty	open,pan,free	open,closed	empty,removable	heated,removable,white,empty,used,dry,hot,covered	glazed,stainless,fried,milky,thicker	gone,hot,open,empty,steaming,cooked,boiling,edible	empty,sealed,dead,cold,closed,covered,hot	adjustable,heated,boiling
pancake	baked,eaten,edible,sweet,fried	baked,thin,edible,flat	ready,done,finished,cooked	finished,flat,complete,cooked,ready,done,perfect	edible,toast,delicious	eaten,prepared,frozen,edible,baked,cooked,sweet,boiled	edible,sweet,sold,eaten,frozen	hot,sweet,eaten,frozen	crispy,cooked,edible,baked	cooked,hot,made,flat,edible,baked	delicious,milky,easy,fried,joyah,evalle,edible	gone,delicious,good,baked,cooked,pancake,edible	good,edible,thick,pretty	steaming,edible,boiled,fluffy,spicy,steamed,cooked,baked
panda	dead	green,white,edible,poisonous,yellow,large,big	eating,pregnant,smiling,happy,dead	smiling,white,cute,dead	sleeping,hungry,pregnant,dead,happy	dead,evil,worshipped,threatened,endemic,endangered,present,poisonous	named	white,blind,vegetarian	male,known,extinct,poisonous,endangered,named,female	white,endangered,extinct,known	endangered,evalle,genetically,ruled,joyah,happy,twinned	gone,a,happy,extinct,crazy,alive	happy,here,missing,dead,mad,crazy,gone,alive,hungry	cute,happy,scared,gonna
panther	dead,killed,human	white,prey,male,human	happy,dead	here,hungry,dead	empty,dead,broken,yours,dry	threatened,dead,endangered,evil,hungry	human	male,black	female,extinct,endangered,named	endangered,black,extinct,known	rabid,endangered,lucivar,jaenelle,joyah,evalle,twinned	gone,a,alive,afraid,gonna,feral,haunted	afraid,here,dead,scared,mad,crazy,gone,alive	gonna,alive,hunted,extinct,evalle
panties	removed	red,white,right,pink	clean,missing,worn	clear,true,over	optional,hers,mine,yours	true,clear	used,free,removed	white	transparent,missing,removed,worn,removable	sold,popular,available,worn,used,long	joyah,cute,easy,evalle,jaenelle	funny,cute,my,sexy,wearing	good,pretty	sexy,embroidered
pants	clean,white	long,black,short	on,black,tight,worn	white,black,long,red	dirty,removable,worn,waterproof,wet	empty,free,worn	black,white,worn,full	white,worn,black	worn,adjustable,long,removable	tight,worn,short,white,long	cute,easy,wearing,joyah,evalle,worn,adjustable	funny,cute,my,wearing	nice,done,there,good	adjustable,embroidered
pantsuit	white,blue,new,clean,black	red,white,black,optional	reversible,white,black,red,removable	reversible,white,black,long,optional,pictured	removable,waterproof,optional,reversible,worn	optional,worn	optional,worn,standard	optional,worn	waterproof,reversible,removable,long,transparent,worn	worn,fitted,reversible,long,removable	electrified,joyah,evalle,characterized,encrypted,twinned	funny,cute,worn,wearing	worn,covered,tight	cute,downloadable,embroidered
pantyhose	fused,present,free	elastic,red,white,black,optional	optional	white,black,adjustable,red,elastic	welcome,dead,yours	toxic,activated,used,available,present,poisonous	poisonous,named	white,black	transparent,waterproof,worn,used,reversible,removable	worn,reversible,adjustable,white,removable	optional	a	good,tight,worn,covered,pretty	adjustable,disposable,sexy
papaya	used,edible,eaten	perennial,green,cultivated,tall,white,edible,tropical,endangered,large	here,broken,ready	edible,green,ripe,ready	welcome,dead,mine,yours,ours	eaten,available,threatened,used,endangered	used,named,present	edible	poisonous,used,edible,long	harvested,ripe,poisonous,green,edible,cultivated	milky,romanized,joyah,evalle,koppen,poisonous,edible,twinned	delicious,spicy,good,edible	edible,pretty,good	ripe,edible,juicy,fragrant,spicy
paper	clean	expensive,green,free,black,white,blank	available,reproduced,published,finished,complete	available,forthcoming,long	published,copyrighted,available,retracted	printed,available,transparent	published,free,indexed	free,online,published,independent,defunct	transparent,waterproof,written	sold,available,blank,used,published,printed,signed	archived,printed,reprinted,written,recycled,encrypted,reproduced	available,unpublished,published,written	numbered,dated,labeled,signed,written,available	published,unpublished,downloadable,available
paper bag	broken,empty,clean,sealed	heavy,plastic,filled,used,empty,full	clean,full,empty	empty,clear	empty,removable,waterproof,sealed,reusable	available,used,sealed,empty,loaded	free,empty,used,available,full,sold	used	sealed,empty,removable,used	empty,used,reusable,recycled,edible,removable	scanned,covered,recycled,adjustable	gone,a,covered,printed,my,packed,handy,mine,edible	empty,packed,there,closed,covered,folded	edible,adjustable,disposable,recycled,folded
paper plate		transparent,green,white,used,empty,blank	clean,missing,clear,broken,intact	clear,broken	edible,removable,empty,pictured	stamped,engraved,transparent,sealed,printed	fixed,stamped	engraved,clear,transparent		used,reusable,removable,reversible	inserted,adjustable,shown	used,covered,printed	covered,pretty,folded	engraved,printed,recycled,sticky,adjustable,folded
paper towel	broken,wet,used,removed,clean	dry,wet,used,edible,empty	clean,used,soaked,wet,dry,dirty	wet,used	dirty,waterproof,dry,wet,reusable	clean,worn,available,used,transparent,dry,wet	wrapped,washed,used,clean,wet	broken,used,clear	clean,used,dry,wet	reusable,removable,used,dry,wet,removed,folded	woven,recycled,adjustable	covered,disposable,wearing,edible,handy	edible,there,pretty,disposable,covered,dirty	disposable,greasy,wet,sticky,dirty
paperclip	broken	used,circular	clean,missing,attached,broken,used	broken	removable,visible,included,reusable	available,visible,printed,shown	free,defunct,printed	printed	broken,visible,removable,attached,missing,used,removed,included	used,reusable,removable	inserted,encrypted,scanned,adjustable	visible,a,shown	covered,done	disposable,adjustable,folded,glued
paperweight	sold,used,broken	round,used,gold,empty	significant,large	pictured,broken	included	weighted,available,used		used,available,adjustable	calculated	known,used	rated	variable,given,shown	heavy	stainless,adjustable
parachute	loaded,used,deployed,fixed,locked	red,open	shut,tight,closed,open,deployed,activated	broken,defective,fixed,open,used	attached,locked,broken,deployed	used,available,empty,fixed,loaded	free,used,removed,airborne,retracted,attached	adjustable,used,available	open,released,deployed,closed,attached,activated	inflated,waterproof,reusable,removable,reversible,deployed,used,adjustable	electrified,encrypted,barbed,adjustable	electrified,flying,flown,adjustable,used	covered,attached,loaded	adjustable,flexible,towed,zipped
parfait	eaten,edible	long,edible	delicious,done,finished,perfect,good,complete	delicious,good	correct,true	satisfied,used,true,broken		used	cooked,frozen,edible	known,unique,vegetarian,vegan,edible	romanized,evalle,koppen,twinned	a,known	such,good,done	spicy,edible,boiled,tasted
parking meter	fixed,charged,disabled,used,installed,available	free,empty,full,charged	charged,working,broken	moving,working,broken	broken,free	installed,charged,activated,fixed,available,accessible		free,illuminated,available,automated,accessible	free,available,used,charged,installed,included	available,automated,used,charged,installed	quoted,rated,listed	valid,unlocked,adjustable	empty,charged,checked,cleared,closed	automated
parrot	endangered	important,edible,intelligent,large,human	named,saying,smiling,happy,dead	dead,hungry	dead	mute,dead	mute,male,poisonous	shy,migratory,nocturnal	male,pregnant,known,female,named	male,known,extinct,black,endangered,named,edible	ruled,joyah,evalle,barbed,endangered	gone,a,interested,allergic,alive	cute,funny,there,here,dead,alive,one	cute,gonna,laughing
parsley	bitter,poisonous,edible,sweet	eaten,green,white,poisonous,edible,yellow	edible,yellow,green,white	green,edible,optional,sweet,here,dead	edible,ripe,yours	poisonous	named,cultivated,listed	green,edible,deciduous,blue,hardy	present,edible,long	common,green,related,edible,cultivated	delicious,spicy,good,chopped,acidic,fried,aromatic,edible	delicious,fertile,good,edible	edible,good,sweet,nice,pretty	edible,aromatic,fragrant,spicy,cooked
pasta	eaten,served,prepared	baked,white,cooked,edible,eaten	delicious,good,cooked	hot,cooked,done,white,perfect,good,dry	delicious,cooked	eaten,served,fried,edible,baked,cooked,optional,sweet,boiled	edible,used,cooked,fried,frozen	spicy,sweet,fried	cooked,edible,soft,used,white	cooked,hot,white,fried,made,used,dry,edible,baked	delicious,milky,spicy,good,fried,joyah,eaten,edible	delicious,hot,spicy,good,cooked,sweet,edible	spicy,good,pretty	steaming,edible,boiled,spicy,greasy,cooked
pastry	baked	baked,white,edible,sweet,thin,delicious	crisp,finished,perfect	moist,flat,baked,sweet,dry,dense	finished,edible,baked,ready,dry	eaten,served,edible,baked,available,optional,cooked,sweet	baked,edible,sweet,named,eaten,fried	baked,edible,sweet,white,chocolate,fried	transparent,covered,flat,smooth,edible,long	thick,sweet,dense,fried,flat,moist,edible,baked	delicious,milky,spicy,fried,joyah,aromatic,eaten,edible	delicious,baked,cooked,sweet,melted,edible	plain,edible,good,thick,pretty	edible,fluffy,sticky,spicy,soft,cooked,softened,baked
patch	complete	green,red,white,black,blue,yellow,large	available,working,included,complete	available,complete,ready	stable,available,complete	clear	named		available,valid,visible,installed,included	available,implemented,patched,required	archived,spelled,encrypted,reproduced	available,installed	covered,good,pretty	available
patty	preserved,used	white,cooked,boiled,edible,eaten	clean,gone,done,empty	done,moist,brown,dry,solid,cooked	theirs,mine,yours,ours	yours,gone,dead,fat,sad	patty,named,shown		removed,edible,removable,used	crispy,cooked,fried,edible,baked	delicious,milky,flawless,spicy,juicy,fried,joyah,immaculate,edible	gone,delicious,hot,cooked,juicy,edible	edible,good,huge,pretty,eaten,big,gone,cooked,covered	edible,fried,spicy,greasy,cooked,baked
payphone	used,installed,fixed,available	portable,used,mobile	working,on,locked,open,silent	ringing,working,there,open	waterproof,encrypted,powered	charged,available,installed,fixed	free,charged,automatic,used,available	free,available	available,on,open,busy	connected,available,used,located,accessible	dialed,plugged,encrypted,unlocked,adjustable	available,a,my,compatible	closed,there,handy	busy,ringing,hooked,working
pea	edible	small,eaten,green,black,white,edible,yellow	green,white,dead,poisonous	green,small,ripe,red,yellow,ready,edible,white,black,brown,dead	dead,mine,yours,ours	eaten,growing,edible,threatened,ripe,endangered,poisonous	edible,poisonous	green,edible,black,white	toxic,poisonous,fertile,edible	poisonous,green,black,long,white,red,edible	joyah,evalle,poisonous,eaten,edible	grown,eaten,edible	dead,edible,gone,big,covered,alive,eaten	edible,poisonous,evalle,eaten,fertile
peach	edible,sweet,ripe,eaten	green,orange,red,white,edible,fruit,yellow	edible,white,ripe,sweet,yellow,dead	green,ripe,red,orange,white,sweet	edible,sweet,rotten,ripe,yours	edible,bitter,ripe,red,green,sweet,poisonous	edible,sweet,eaten,poisonous	edible,sweet,white,blue,green	edible,poisonous	ripe,poisonous,green,sweet,edible,purple,red,white	peach,milky,ripe,joyah,evalle,edible	grown,gone,sweet,juicy,ripe,growing,edible	good,edible,pretty	ripe,edible,juicy,eaten,delicious,spicy,rotten,cooked
peacock	endangered,threatened	black,small,winged,green,large,human	happy,dead	dead,pregnant	welcome,dead	threatened,endangered,mute,black,flying	white	white,black	extinct,born,endangered,named,killed	common,white,extinct,rare,endangered,black,edible	joyah,happy,endangered,evalle,lucivar,jaenelle	beautiful,a,peacock,extinct,alive,born	happy,there,here,dead,crazy,doomed,alive	proud,poisonous,edible,extinct
peanut	eaten,preserved,cooked,used,edible,fried	small,eaten,green,important,edible,one	edible,happy,dead,eaten	edible,green,black,ripe,brown,dead	edible,mine,dead	toxic,eaten,fried,edible,ripe,cooked,sweet,boiled,poisonous	edible,fried,poisonous,eaten	edible,white,eaten,green,black	toxic,poisonous,nutritious,eaten,edible	ripe,poisonous,spherical,roasted,edible	milky,fried,joyah,evalle,edible	grown,gone,delicious,good,edible	edible,good,gone,covered,eaten	edible,boiled,poisonous,eaten,spicy,cooked,baked
peanut butter	added,edible,used,available,eaten	green,white,used,edible,sweet	sweet,bad,good,toast	creamy,sweet,vegan,good	toast,delicious,sweet	eaten,edible,available,used,boiled	edible,used,eaten,available,cooked,fried,poisonous,sold	edible,fried,used	used,eaten,edible,included	vegan,sweet,edible,clarified,used,added,white,melted	delicious,milky,spicy,good,fried,joyah,edible	delicious,hot,good,perfect,edible	good,edible	melted,edible,spicy,greasy,addictive
pear	edible,sweet,eaten	small,eaten,green,round,white,edible,fruit	edible,present,white,ripe,sweet,red,eaten,yellow	green,pink,rotten,ripe,red,edible,black	edible,perfect,ripe,yours	eaten,bitter,ripe,sweet,edible,poisonous	edible,sweet,named,eaten,pear,poisonous	green,edible,white,blue	known,poisonous,named,edible,long	ripe,poisonous,green,black,sweet,white,red,edible	milky,good,acidic,ripe,pear,joyah,edible	grown,pear,edible,ripe	ripe,edible,sweet,thin,pretty,eaten	ripe,edible,juicy,poisonous,eaten,harvested,baked
pearl	white,edible,rare	there,white,gone,beautiful	clear,preserved,white,blue,black,red	pink,white,black,broken,red	hers,mine,yours,missing	free,gone,pure,beautiful,mine,edible,poisonous	white,edible,poisonous	white,translucent,blue,green,yellow,black,pink,transparent	known,small,spherical,white	long,white,small,red,large,edible	inscribed,jaenelle,joyah,woven,spelled,evalle,encrypted,barbed	colored,precious,engraved,etched	mine,safe,sealed,there,broken,blown,closed,gone	beautiful,gilded
pecan	eaten,edible	eaten,green,bitter,white,red,edible,black,yellow	edible,red,green,white	green,ripe,crushed,edible,black,sweet,brown	dead,growing,edible,gone,poisonous,melting	eaten,edible,ripe,cooked,consumed,boiled,poisonous	named,extinct	harvested,edible,eaten,vegetarian	known,poisonous,named,edible,long	harvested,extinct,poisonous,ripe,cultivated,edible,long	koppen,characterized,twinned	poisonous,a,extinct,alive,edible	dead,edible,poisonous,alive,pretty,big,here	ripe,edible,boiled,juicy,eaten,spicy
pedal	pedal,used,broken	pedal,flat,free,open	missing,engaged,set,broken,depressed,flat	broken	locked,broken	constant,electrified,stationary,linear	automatic,free,pedal,fixed,adjustable,active	adjustable	depressed,used,adjustable	fixed,used,adjustable,removable	electrified,dialed,unlocked,adjustable	electrified,adjustable	broken,adjustable,tight,flat,hard	activated,unlocked,adjustable,movable,vibrating
pedometer	used,fixed,accurate	used,accurate	broken,used,accurate,perfect	accurate,perfect	calibrated,waterproof,accurate,broken,stationary	used,available,linear,portable,fixed,measured			rated,accurate,used,included	portable,available,used,adjustable	rated,included,adjustable	adjustable,used		clicking,adjustable,vibrating,accurate
peeler	used,removed	used,edible	attached,used,broken,removed	broken,needed,used,sharp	edible,dry,ready	satisfied,available,broken	named,used,included,sold,available	used,edible	removable,used	reusable,removable,interchangeable,available,used,adjustable,included	thicker,easy,plugged,adjustable	used,gone,handy	nice,covered,edible,good	adjustable
peg	used,removed,broken,fixed	used,empty	missing,empty,broken,found	round,there,square,broken,fixed	empty,broken,fixed	available,hollow,empty,fixed,clear	used,broken,fixed,named	fixed,broken,closed,used,open	broken,long	fixed,attached,used,adjustable,removable	rated,inserted,encrypted,barbed,adjustable	defined,a	flat,big,dead,broken,down,closed,gone	adjustable
pelican		prey,extinct,endangered,large	named,dead	injured,endangered,pictured,dead	dead,endangered,threatened	eaten,threatened,endangered,edible,poisonous	named	used,present	known,extinct,endangered,named	endangered,large,extinct,known	endangered,joyah,evalle,koppen,edible,twinned	gone,a,watching,interested,extinct,alive	happy,there,here,missing,dead,alive	pictured,extinct
pen	used,empty	long,used,sharp,empty,writing	empty,black,used	red,blue,black,broken,silver,sharp	empty,dead,mine,yours,closed,hers	empty,drawn,dead	written,blank	used,black	marked,empty,used	attached,interchangeable,used,reusable,red,adjustable,reversible	spelled,encrypted,engraved,inscribed,adjustable	gone,painted,printed,colored,handy	empty,broken,handy,sharp,big	magnetic,edible,adjustable,engraved,movable
pencil	used,sharp,broken	used,empty,drawn	missing,marked,empty,drawn	red,blue,black,broken,sharp	empty,sharp,broken	empty,smooth,infinite	drawn,white,blank	used,black	broken,missing,marked,used,drawn	sharp,curved,black,drawn,removable,long,colored,used	sharpened,scanned,adjustable	gone,painted,my,printed,colored,handy	empty,broken,sharp,gone,big	tapered,stainless,sharpened,adjustable
pencil sharpener	unique,used,expensive,available	used	broken,included,pictured,used	included,pictured,broken	removable,included,broken,recommended	required,sharp,patented,used,available,optional	used	unique,used,standard,available	used,removable,included	provided,removable,interchangeable,available,used,adjustable,included	available,patented,included,manufactured,adjustable	used,cheap,handy	good,funny,handy,done,there	adjustable
pendulum	straight,rounded	flexible,elastic,straight,rigid	inverted,broken,bent,suspended,swinging	over,suspended,swinging,spinning,falling	falling,bending,moving,turning,swinging,spinning	curved,spherical,hollow,erect,straight	set,fixed,used,constant,stationary	electric,fixed,adjustable,mechanical,electrified,stationary	used,vertical,curved	circular,spherical,used,suspended,curved,stationary	pendulum,reversed,swung,swinging,rotated,spinning	gone,a,vibrating,swinging,spinning,reversed,swung,changing,swaying	lifted,swinging,reversed,blown,gone,tilted,swung	swung,swinging,cocked,reversed,broken,adjustable,tilted,vibrating
penguin	endangered,unique,extinct	small,white,extinct,endangered,large	hungry,smiling,happy,dead	pictured,white,endangered,dead	hungry,cute,dead,smiling,endangered	afraid,dead,represented,mute,hungry,threatened,named,endangered	listed,named,extinct	white,endangered,blind,present	male,known,extinct,endangered,named	endangered,large,extinct,known	endangered,evalle,genetically,joyah,happy,edible,twinned	gone,a,cute,happy,flying,funny,interested,gonna,extinct	happy,here,dead,mad,crazy,doomed,gone,alive	happy,smiling,amused,alive
penholder	unique,used,empty,fixed	used,human	present,dead,shown,written	included	dead	used,empty,true,fixed,shown	given,named,listed	used,free	named,written,shown,used	provided,removable,interchangeable,attached,used,adjustable	spelled,alphabetical,[],denoted	used,defined,a,shown	anonymous,chosen	anonymous
penlight	used,fixed,on	lit,used,empty,here,there	on,extinguished,shining,glowing		shining,blinking,glowing,blinding	bright,broken,true,clear,gone	lit,clear,visible	illuminated	lit,on,visible,illuminated,extinguished	available,used,adjustable,removable,illuminated	electrified,preserved,illuminated,adjustable,twinned	gone,stained,lit,a,illuminated	bright,lit,illuminated	optional,adjustable
pennant	used,awarded,lost	red,yellow,flown,inscribed	drawn,broken,empty,red,used	red	empty,theirs,broken,mine,yours,worthless,hers,ours	displayed,shown	drawn,won,awarded,given		shown,named,drawn,used	used	reprinted,alphabetical,numbered	gone,painted,flown,pictured,engraved,numbered,worn	numbered,open,gone	
