Word	BERT_base_common	BERT_large_common	RoBERTa_small_common	RoBERTa_large_common	DistilRoBERTa_common	DistilBERT_common	SqueezeBERT_common	MobileBERT_common	Longformer_base_common	Longformer_large_common	ALBERT_base_common	ALBERT_large_common	ALBERT_xlarge_common	ALBERT_xxlarge_common
mosquito			biting,dead,aggressive	harmless,pictured,dead,here	dead,harmless,contagious,biting,bitten	threatened,poisonous	migratory	poisonous	aggressive	male	evalle,joyah,allergic	infected,alive,gone	alive,dead	poisonous,allergic,venomous,edible
mosquito net	used	used		pictured	closed	available	known,free		used	used	twinned,joyah,barbed	visible,covered		
moss	dense	green,edible,alive,white	green,white	green,growing	poisonous,dead,edible	dense,abundant,edible,poisonous	poisonous,edible	green,white,black	poisonous,toxic,edible	edible,green,hairy	edible,deciduous	dense,growing	pretty,there,edible	rotting,poisonous,edible
moth			poisonous,named,female		dead,endangered,contagious				female,named,known	found,widespread,known		nocturnal	edible	pictured,extinct,endemic
motherboard			included	included,removable	included,removable,compatible	portable,compatible	named	closed	included,removable,used	included,removable,compatible		adjustable	large	
motorcycle			pictured,damaged	stolen	damaged,insured	stable,electrified,available	motorized	used		sold	rated,twinned,joyah,electrified	gone,a	pretty	towed
mouse		human,intelligent,small	happy,saying,dead	dead	dead	dead,free	nocturnal,mute	nocturnal	named			gone,a	alive,gone,dead	clicked,clicking,activated
mouse		human,intelligent,small	happy,saying,dead	dead	dead	dead,free	nocturnal,mute	nocturnal	named			gone,a	alive,gone,dead	clicked,clicking,activated
mousepad		used	included	included	removable	compatible,activated,available	active		included,used	connected	accessed,enabled	my,handy,a	covered,handy,adjustable	adjustable
mousetrap		human	complete	working,bait,broken	welcome,yours,dead	available		used	extinct,named,long,known,endangered	edible	encoded,reproduced	a	closed,there	unlocked
mousse	red	long	visible,transparent	smooth,creamy	edible	smooth	named		edible,transparent	edible,sweet,baked,made	edible,acidic		good,pretty	baked,sticky,melted,thicker,edible
mouth	closed,open	closed,wide,small,open,large	opened,open,empty,covered,closed	open,visible,empty,closed	open,closed,watering,dry,shut	open,closed,dry,empty	swollen,open,closed	closed,open,black	closed,open	large,closed,wide,open	gaping,barbed	clenched,open,covered	open,covered,tight,closed	open,cupped,closed
mouthpiece		closed,open	missing,visible	removable	hers,mine	cylindrical	missing		removable,missing	removable	adjustable,enlarged,inserted	shown		adjustable
mud	fine,dry,thick	water,white,mud	soft,deep,thick		wet,dry	flowing,dry,wet		acidic,black,brown	thick,soft	thick,white,wet,muddy	slippery,joyah,barbed	muddy,slippery,wet,everywhere	there	slippery,flowing
muff	white	red,white,black	complete,finished	there,good	yours,mine	edible		used	edible	high	evalle,joyah	broken	covered,included	embroidered,adjustable
muffin	edible	baked	finished	baked,perfect,flat	mine	eaten,boiled,edible,sweet	edible	sweet	edible	edible,baked	edible,milky	edible,delicious,gone	good,edible	baked,edible
mug	cold,empty	cold,empty,gone,full	mine	clear,empty	yours,pictured,mine,hers	cold,empty	empty,used	black	removable	reversible	evalle	my,mine,gone	gone,hot,empty,covered	stainless,adjustable
mulberry	poisonous,edible	deciduous,cultivated,edible,poisonous,evergreen	green,edible,ripe	growing,black,dead,red	edible	edible,poisonous,ripe	cultivated,named	common	edible,poisonous	edible,poisonous,known	edible,deciduous	edible,grown,gone,growing,a	pretty,edible	poisonous,edible
mulch	dry	dry,green		green	yours,mine	hollow,edible,clear	named	clear	used,removed	edible,used	recycled	edible,fertile	covered,pretty	edible
mullet		long		growing	edible		poisonous,edible	black,white	edible,long,named,present	long,brown	edible,deciduous,barbed	edible,covered	covered,edible	cute
mushroom	edible,rare,poisonous	yellow,poisonous,edible,white,black	poisonous,edible	green,edible	poisonous,edible	toxic,edible,poisonous,spherical	edible,poisonous,cultivated	poisonous,edible	edible,poisonous,toxic,known	edible,white,hairy	edible,milky	edible,grown,mushroom	poisonous,thick,edible	poisonous,eaten,medicinal,edible
music box	available	musical,music,empty	included		locked,included,closed	available	available,listed		included,shown,available	available	unlocked	my,a	loud	unlocked,playable
mussel	edible	white,edible	eaten,dead	pictured,dead,edible	edible,dead	eaten,boiled,endangered,edible,poisonous	poisonous,edible	poisonous,edible	edible,poisonous,eaten	edible,long,known	edible,poisonous,characterized	eaten,edible	edible,covered,poisonous,dead	poisonous,extinct,venomous,edible
mustache		short,thick,long	there,visible	white,long	shaved,visible	crooked,worn	white	white	visible	shaved,long,white,short	cute,evalle,shaved,joyah,barbed	noticeable,cute,funny	big,scary	creepy,cute
mustard	good,used	edible,yellow,white,green	bad,good,yellow	optional	sweet	eaten,edible,poisonous	toxic,edible,poisonous,sweet	bitter,edible	edible,soluble,poisonous,toxic	edible,sweet		thicker,edible,mustard,good,spicy	good	spicy
nacho		edible	dead,here	good,here,over	yours,mine	easy	named	vegetarian,served,eaten,recommended	dead	edible,cooked	romanized,twinned,evalle,joyah	a		edible
nail	broken,missing	broken,sharp,there,missing,gone	pierced,broken,missing	long,broken	gone,biting	crooked,broken	broken,perfect,removed	removed	long,missing	curved,long,short	evalle,joyah,barbed	gone,broken	broken	sharpened,pierced,clipped,glued
nail clippers	broken	used	used,included	broken	waterproof,optional,removable	available,patented	available,included,used	available,used	removable,used	used,adjustable,included,available	evalle,easy,joyah	my,your	done,good,expensive	adjustable
nail file	used	plastic,used	missing,attached,visible,clean	used,sharp	yours,mine,complete	available,broken	used	used	intact	removable,used	reproduced,uploaded,archived,encrypted			adjustable
nail polish		red,expensive,used,white,black	white,black,pink	clear,pink,white,red	optional	essential,compulsory,used	polish,present,used		black,white,pink	black,red,white,pink		my,good	good,pretty	
napkin	clean,empty	red,empty,white,clean	clean,empty	folded	yours,mine	empty,broken,clear	folded,used	empty	used	edible,folded,removable,used	embroidered,recycled	edible,covered,printed,stained,empty	covered,pretty	adjustable
napkin ring	broken,used	empty	missing	visible	yours	used,broken,worn	used	used	removable,worn	removable,used	adjustable	printed,used		adjustable
navel	rounded,flat	rounded,round,flat	silent	hollow,open,visible,empty,closed	yours,mine,ours	arched	square				enlarged,shaved,swollen	pierced,a		curved,concave
neck		straight,long	extended,visible,broken,exposed	curved,visible,broken,straight,long	broken	crooked	long	arched	visible,long,broken	curved,long,short	adjustable,shaved,barbed	shaved,pierced,swollen	small,exposed,strong	lengthened,bony,stiffened
necklace	lost,broken	broken	worn,broken	unique,gold		broken		gold	inscribed,worn	long,unique,gold	embroidered,evalle,engraved		beautiful,framed,simple	
needle	sharp	long,sharp	threaded,clean,inserted	sharp,threaded	empty,broken	sharp	sharp	attached,sharp	visible,used	threaded,long,used	pierced,plugged,sharpened,inserted,barbed	pierced,gone,hooked,sharpened,inserted	shown,weak,broken,flat,sharp	sharpened,pierced,adjustable
nest	open	small,large,empty	built,empty,complete	complete,empty	empty,dead,destroyed	empty,open,closed	empty	domed,empty,open	built,complete	built	intact,preserved	nesting,planted,fertile	covered,packed,empty	empty
net		empty	clear,empty,zero,closed	everywhere,broken	empty,closed	zero,linear,symmetric,infinite	empty,free,navigable	available,transparent,closed	zero,closed,negative,positive		accessed,encrypted,open,archived	open	here,there,free	adjustable
nightshirt			black	reversible	pictured,mine	available,gone		worn		removable,reversible	evalle	cute,wearing	cute,pretty	
nightstand	open,empty	open,empty	clean,empty,complete,full	empty	empty,closed	empty,clear	located	empty,open	included	included,removable,adjustable	furnished,adjustable,plugged,evalle,joyah	my,a	covered,packed,pretty	engraved,adjustable
noisemaker		sound,noise	silent	silent,here	dead,silent,silenced,listening	noisy	used	used	silent,used,active	silent,portable,removable	plugged	a	noisy,loud,here	
noodle	eaten,fried,edible		cooked	broken,cooked	edible	eaten,edible,poisonous,sweet	eaten,edible	cooked	edible,cooked	edible,cooked	edible,easy,evalle,joyah	edible,gone,done	covered,gone,edible	cooked,adjustable,edible
noose	closed,tied,broken	tight,sharp	tight,tightened,broken	tight,tightening,tightened	broken,tightening,tied,loose,shut	loosened,broken,worn	free	broken	broken		adjustable	broken,electrified	broken,empty,tight	loosened,tightening,tightened
nose	pointed	large,long	clear,flat,broken,exposed	visible,broken	broken,bleeding,crooked	crooked,broken	hooked	straight,rounded,black	curved,flat	curved,long,small	bulging,shaved,swollen,barbed	thicker,swollen	covered,pretty,big	rounded,symmetrical,pierced,curved
notebook	empty	empty	complete,labeled,empty	complete	locked,encrypted	empty,clear	complete		complete	portable,available	encrypted,twinned,downloadable,archived	printed,my	numbered	
notepad		empty,used		complete,open		displayed	blank,used		used	open,available,used	adjustable,included	a	covered,handy	
nut	edible	red,edible,white,green	missing,edible,broken	crushed,cracked,broken,ripe	yours	edible,poisonous	edible,poisonous,sweet	white,edible	edible,poisonous	edible	edible,milky,acidic,joyah	edible,organic,a	big,there,edible	poisonous,chewed,edible
nutcracker	played,used	extinct,musical	dead,broken,here	dead	welcome,dead	eaten,edible	edible,poisonous,eaten	present,included,mentioned,fictional,shown	edible,used,broken	edible,extinct,nuts	edible,fried,joyah	edible,gone,a	dead	happening
oar		long,weighted,used	clean,broken	crooked,broken	yours,dead,mine,ours	hooked,crooked	named	adjustable	open	long,used,broken	twinned,encrypted		broken,worn	movable,adjustable
oatmeal	edible	bitter,sweet,edible,white	good	cooked	delicious,toast	eaten,boiled,edible		edible,used	bitter,cooked	edible,sweet,cooked,dry	eaten,edible,acidic	cooked,delicious	good,pretty	baked,cooked,spicy,edible
octopus		extinct,amphibious,edible	dead,poisonous,male	small,pictured,extinct,endangered	poisonous,dead	edible,poisonous	named	edible	poisonous,named,known,endangered	edible,extinct,large,known	edible,octopus,evalle,joyah	octopus,sentient,a	alive,dead	alive
odometer	used	digital,accurate	broken	broken	registered,accurate	present			used,installed	calibrated,available,accurate,used	quoted	adjustable,used		
oil	toxic,edible,poisonous	expensive,black,good	good,ready	there,gone	leaking,cheap,safe	edible,poisonous,toxic	extracted	volatile,toxic,edible	stable,known	edible,consumed	alkaline,acidic,milky	saturated,available,hot,oil	good,edible	edible,greasy
oilcan	used	edible	open,visible,empty	complete,empty,broken	leaking	toxic			known	edible,empty	acidic	edible,a		defective,leaking,adjustable
okra	used	extinct,white,edible,endangered		green,edible,here	yours,dead,mine	endangered,present,threatened,poisonous				edible,poisonous,green	twinned,koppen,joyah	a		spicy,poisonous,vegetarian,edible
olive	edible	yellow,green,cultivated,edible,white,olive,eaten	green,white,red	black,ripe,green	ripe,edible	eaten,edible,poisonous,ripe	olive,poisonous,edible	green,white	edible,long	edible,cultivated,green	olive,joyah	edible,olive,fragrant	good,edible	ripe,spicy,eaten,edible
omelet	edible	simple,cooked,fried	ready,served	done,perfect,cooked	yours,mine	eaten,edible	named		edible,served	cooked,baked,served,made,vegetarian	edible,delicious,milky,eaten		pretty,plain	cooked,boiled,edible
onion		edible,white,green	yellow,white,red	ripe,green,red	rotten,cooked	eaten,edible,poisonous	poisonous,edible	green,used	edible,poisonous,small	edible,ripe,red	milky,acidic,spicy,aromatic,edible	edible,spicy	dead,edible	cooked,spicy,edible
orange		red,yellow,green,orange,white	black,yellow,red,orange	real,yellow,red,orange	mine,yellow,orange	red,orange	yellow,orange,white	blue,white	red,white,green	edible,brown,white,yellow,red,orange	acidic,orange,milky	orange	edible	
orange rind	white,edible	red,orange,edible,yellow	visible	edible	edible,mine	eaten,sweet,edible,ripe		white,edible	white,present	edible,poisonous	edible,acidic	saturated,edible	covered	chewed,cooked,eaten,edible
orangutan	threatened,endangered	extinct,human,endangered	named	pictured,extinct,endangered	dead,endangered,extinct	eaten,endemic,endangered,present,threatened	named,included	present,endangered,extinct	named,known,endangered	edible,extinct,tall,known,endangered	romanized,twinned,koppen	a	known,here,famous,dead	endemic,poisonous,extinct,endangered
orchid	rare	green,edible,white,poisonous	pictured	endangered	edible,endangered	edible,poisonous,rare	poisonous,widespread		edible,poisonous,named,known	edible,known,uncommon	edible,endangered	edible	beautiful,poisonous,edible	poisonous,fragrant,edible
organ	functional		complete,intact	dead,broken	damaged	hollow,electrified	active		articulated	used	reproduced,transcribed,congenital	organ,enlarged		audible,playable
origami		ancient,practiced	good		real,dead,yours,mine,ours,complete	available,playable		traditional	shown	used	lucivar,evalle,joyah	a	done,good	done
ostrich		extinct,amphibious,large	eaten,dead	flying,pictured,dead,endangered	dead,extinct	threatened,endangered		blind,nocturnal,migratory,endangered	killed,named	edible,extinct,endangered	twinned,koppen,evalle,joyah	born,a	alive,one,here,dead	cute,extinct
otter		amphibious	dead,named	pictured,dead,here	dead	mute,threatened,endangered	migratory	present,common,endangered	named,male,known	extinct,known,endangered	evalle,twinned,joyah	alive	alive,dead	poisonous,extinct,endangered,edible
ottoman	painted		complete,finished		dead,yours	present	ottoman,muslim	used		removable	furnished,ottoman	jewish,illegitimate,muslim,turkish	beautiful	adjustable
outfit	identical,new,unique	white,black	complete	black	pictured	unique	new		worn	black,reversible	evalle,downloadable	cute,my	pretty	cute,adorable
outlet	closed	closed,free,open	saying,reporting,stating,claiming	that,saying		closed		open,closed,free	closed,named,open	connected	available,adjustable,unlocked	my,adjustable,unlocked,a,plugged,open,electrified	listed	
oven	closed,heated	cold,warm,hot,open	warm,cold,hot	lit,on,hot	ready,warm,hot	electrified,empty	open,heated,hot,baked	hot		heated,hot,lit	plugged,easy	oven,hot	big	hot,heating
overalls		listed,complete	great,good	pictured,white,available		accurate			shown	long		done	good	worn
owl		extinct,large	dead	dead	dead	mute,silent,endangered	migratory	nocturnal	named	male,endangered	evalle,joyah	asleep,gone,nocturnal,a	here,dead	sentient,invisible
oyster	edible	extinct,edible	white,cooked	alive,edible,dead	edible,dead	eaten,boiled,edible,poisonous	poisonous,eaten,edible	edible	edible,cooked	edible	edible,evalle,joyah	edible,oyster	edible	cooked,boiled,eaten,edible
pacifier	optional,used	used		optional,broken	removable,defective,activated	used,optional	empty,used	used	used	reusable,removable,used	plugged,adjustable	my		cute
paddle	used,fixed	long	broken	broken	waterproof	fixed	flat	adjustable	long,removable	adjustable,curved,long,removable,used	adjustable,electrified	adjustable,patented	broken,tight,adjustable	adjustable
padlock	secure,broken,locked	used	locked,broken	broken,secure,locked	locked,broken	used,broken,locked	fixed,used	locked	locked,broken	adjustable,reversible,locked,removable,open	adjustable,inserted	adjustable,used	locked,tight,closed	unlocked,adjustable
paint		blue,white,black	dry,black,white	dry,white	dry,black	clean,dirty	painted,white	black,white	white,black	white	polished,painted	stained	pretty	opaque
paintbrush	available,used	used	used,clean	broken	removable	available,used		painted,clear	removable,used	removable,used	adjustable,easy	handy		adjustable
painting	lost,dated	signed,dated		complete,signed	copyrighted		lost,complete	dated	dated	signed,titled,known	reprinted,reproduced,archived	painted	beautiful	engraved
pajamas		right				available,compulsory,worn	available,included,free		worn	available	evalle,cute	cute,my	good	cute
palette		large	black	pictured,available	perfect,mine	clear	uniform	clear,black	white,black	available,used	simple	lacking	perfect	saturated
pallet	empty	empty	complete,intact	complete,empty	yours,finished,mine,empty	hollow,empty,worn,broken	named		long,inscribed	empty,available,filled	furnished,corrugated,recycled	mine,gone	covered,packed,loaded	enclosed,adjustable,covered,navigable
palm tree		extinct,tropical,evergreen		tall,dead,growing	dead,growing	planted,edible	poisonous,widespread,cultivated		edible,extinct,endangered	endemic,tall	edible,twinned,deciduous,endangered	planted,growing,a	big,beautiful,there,here	extinct,edible
pan	closed,empty,full	cold,hot,empty,full	empty,broken	clean,hot	empty,edible,cooked	empty	pan	closed,open	removable	heated,removable,dry,hot	glazed,stainless	edible,hot,empty,boiling	hot,empty,covered	heated,adjustable
pancake	eaten,baked	baked,edible	finished	flat,cooked,finished,done	delicious,toast	eaten,prepared,baked,cooked,sweet	sold,edible	eaten	edible,cooked	edible,baked,cooked	edible,milky,joyah	baked,edible,delicious	good,pretty	baked,cooked,fluffy,edible
panda		green,large,edible	pregnant,happy	dead	dead	dead,threatened,worshipped,endangered	named		named,known,endangered	extinct,known,endangered	endangered,evalle,happy,joyah	alive,crazy,gone,a	mad,dead	gonna
panther	human,dead	prey,human	dead	dead,here	empty,dead	threatened,hungry,endangered			named	extinct,known,endangered	twinned,lucivar,evalle,joyah	haunted,gone,alive,afraid,a	mad,dead	alive,gonna,extinct
panties	removed	right,white	clean	clear,over	yours	clear			removable,worn	long,used,sold	evalle,cute,easy,joyah	cute,wearing,my		
pants		long,black	tight	black,white	removable	empty,worn		worn	long,removable,worn	long,short	evalle,cute,adjustable,joyah	cute,wearing,my,funny		embroidered,adjustable
pantsuit	white,black	white,optional	reversible	reversible	waterproof,optional,removable	worn,optional	worn	worn	long	worn,reversible	evalle,twinned,joyah	cute,wearing,worn	covered,tight,worn	
pantyhose		elastic,white,optional	optional	black,elastic,white	dead	toxic	poisonous		removable,worn	removable		a		sexy,adjustable
papaya	eaten	tall,large,edible,endangered,green,perennial		green,ripe	dead,yours	eaten		edible	edible	edible,ripe	evalle,edible,joyah	edible,delicious,good,spicy	good,edible	ripe,spicy,fragrant,edible
paper		white,green,black,free	complete,published	available	published,copyrighted	transparent,printed		independent,published,free,online		blank,printed,available,published	reproduced,archived	written,published	labeled,written	available,published
paper bag	clean,empty	heavy,empty,used	full,empty	empty	empty,reusable	available,empty	available		empty,used	reusable,empty,removable,used	adjustable,recycled	edible,gone,a,covered	empty,covered,packed	disposable,recycled
paper plate		blank,empty	clean	broken	removable	stamped,engraved,transparent		clear		used,reusable,removable	inserted	printed,used	covered	engraved,printed,folded,adjustable
paper towel	removed,clean,used	wet,used	dry,clean,wet,used		wet	available,used,worn	clean,used	clear,used	dry,used	wet,used	adjustable,recycled	wearing,handy	covered,dirty	sticky,wet
paperclip			missing,attached,broken	broken	removable,visible	available			removable,used,broken	reusable,removable,used	encrypted	shown,a	covered	adjustable
paperweight	used	empty,gold,used	significant	pictured		weighted,available		available,adjustable		used		shown	heavy	adjustable
parachute		open	open,deployed,closed	open,broken	deployed,attached		removed,free,used	adjustable,used	closed,deployed,activated,open	used,reusable,removable,waterproof	adjustable,barbed,encrypted,electrified	electrified,used,flown	covered	zipped,adjustable
parfait	edible		good		true,correct	true		used	edible,frozen	edible	romanized,twinned,koppen	a	done	spicy,boiled
parking meter	charged,available,installed	charged,free,full	broken	broken		accessible,available,installed		accessible	included,used,installed,charged				empty,cleared,closed	
parrot			happy,dead	dead	dead	mute,dead	mute		named,known	named,endangered	evalle,joyah,endangered		one,alive,dead	
parsley	edible	edible,green,eaten,poisonous	green,yellow	edible,here	ripe,edible	poisonous	named,listed	green,edible	edible,long	edible,cultivated	edible,chopped,aromatic	edible,good,fertile	good,pretty,edible	spicy,fragrant,edible
pasta	served	white,cooked,edible	good,cooked	dry,hot,cooked	cooked	eaten,baked,cooked,sweet	frozen,edible	fried,sweet	edible,cooked,white,used	edible,cooked,white,dry	edible,delicious,good,spicy,joyah	delicious,spicy	good,pretty	greasy,cooked,spicy,boiled
pastry	baked	edible,delicious,white,baked	finished	dry,sweet	edible,baked	cooked,sweet,baked	eaten,baked,edible	sweet,white	edible,transparent	edible,sweet,dense,baked,fried	edible,delicious,milky,spicy,joyah	cooked,edible,delicious	good,pretty	cooked,fluffy,baked
patch		white,green,black	complete,available	complete,available	available,complete	clear	named		available	patched,available,required	encrypted,archived	available	covered,pretty	available
patty		white,edible		dry,cooked	yours	yours,gone	named		edible	edible,baked,fried,cooked	edible,delicious,fried,juicy,joyah	edible,delicious,hot	pretty,eaten	cooked,spicy,edible
payphone	available,used	portable	on	ringing		charged,available,fixed	available,charged,free	free	open	available	plugged,dialed	my,available		ringing
pea	edible	edible,white,green,black	dead	black,edible,small,green	dead,yours	edible,poisonous,ripe	poisonous,edible	white,edible	edible,poisonous	edible,long,green	evalle,edible,joyah	edible	gone,dead,edible	poisonous,eaten,edible
peach	edible	white,fruit,green,edible	ripe	red,ripe	ripe	bitter,sweet,edible,poisonous,ripe	sweet,edible,poisonous,eaten	white	edible,poisonous	edible,poisonous,red,white,ripe	edible,evalle,joyah	edible,ripe,gone	pretty,edible	ripe,juicy,edible
peacock	threatened,endangered	winged	happy,dead	dead	welcome,dead	mute,threatened,endangered	white	black,white	named,endangered	extinct,black,endangered,white	evalle,jaenelle,joyah	peacock,a,beautiful	here,dead	poisonous,extinct
peanut	edible,cooked,eaten	green,eaten,edible	eaten,dead	dead,edible		eaten,boiled,edible,poisonous	edible,poisonous,fried,eaten	white,edible	edible,poisonous,eaten	edible,poisonous	edible,evalle,joyah	edible,good,gone	good,edible	cooked,spicy,eaten,edible
peanut butter	added,eaten,used	edible,white,used	good	vegan,creamy,sweet	sweet,toast	eaten,available,edible	edible,poisonous,eaten,used	edible,used	edible,eaten,used	edible,used,clarified	edible,delicious,milky,fried	edible,delicious,good	good	melted,spicy,edible
pear	eaten,edible	fruit,edible	present,red,ripe	rotten,ripe,green,red	ripe,yours	sweet,edible,poisonous,ripe	poisonous,edible	white,edible	edible,poisonous	edible,ripe,red	pear,edible,ripe,joyah	pear,edible,grown,ripe	ripe,pretty,edible	ripe,eaten,edible
pearl	white	white,gone,there	preserved,white	white,black	mine	mine,gone	poisonous	translucent,white,black	white	edible,long,small,white	evalle,spelled,inscribed,joyah	engraved	gone,broken,mine	
pecan	eaten	green,edible,white,eaten	white	green,sweet	dead,growing,edible,melting	eaten,edible,poisonous	named	eaten,edible	edible,poisonous,named,known	edible,ripe	characterized,koppen,twinned	extinct,edible,poisonous,a	pretty,dead	ripe,spicy,eaten,edible
pedal	pedal,broken,used	open,free	missing,depressed	broken	broken	electrified,linear	pedal,automatic	adjustable	depressed,adjustable	removable,used,adjustable	adjustable,electrified	adjustable,electrified	tight,flat,adjustable	movable,adjustable
pedometer	used,fixed	accurate	accurate		broken,calibrated,waterproof,accurate	used			accurate,used,rated	used,available,adjustable		used		accurate,adjustable
peeler	used		used	broken	edible,dry	broken	available	edible	removable,used	removable,used	adjustable,easy	handy	good	adjustable
peg	broken,removed	empty,used	broken	broken	broken,fixed	empty	used	closed	broken	removable,adjustable,fixed	inserted	a	broken,down	adjustable
pelican		extinct	dead,named	dead	endangered,dead	eaten,endangered,threatened,edible,poisonous	named	present,used	extinct,named,known,endangered	extinct,known,endangered	twinned,joyah,evalle,endangered	extinct,alive,gone	alive,here,dead	pictured
pen	empty,used	used	black,empty	red,broken	empty,yours	empty,drawn	blank,written	black,used	used,marked	interchangeable,reusable,used	spelled	printed,handy,painted	broken,empty,sharp	engraved,magnetic,adjustable
pencil	broken,used	drawn,used	missing	broken,sharp,black,red	broken,sharp	empty	white	black	used	used,black	sharpened,adjustable,scanned	printed,handy,painted	broken,sharp	sharpened,stainless,adjustable
pencil sharpener	available,used	used	used,broken	pictured		available,used,sharp	used	standard,used	included,used	adjustable,included,available,removable,used	adjustable,patented	used,handy	handy	adjustable
pendulum	rounded	rigid	suspended,broken,swinging	suspended,swinging,falling,spinning	turning,bending,swinging,spinning	erect	fixed,stationary	fixed,adjustable	curved	circular,used,suspended	swinging	reversed,changing,spinning,swinging	reversed,lifted,swinging,blown	swung,swinging,cocked
penguin	endangered	large,endangered	happy,dead	pictured,dead,endangered	dead	threatened,endangered	named	present,endangered	extinct,named,known,endangered	known,endangered	twinned,evalle,happy,joyah	cute,gone,funny,a	here,dead	alive
penholder	used,fixed	human,used	shown			used	named	used		adjustable,interchangeable,removable,used	denoted	shown,a	chosen	
penlight		lit	on,shining		blinking,shining	gone,clear	visible	illuminated	on	illuminated,used,adjustable	illuminated,adjustable,twinned,electrified	illuminated,gone	bright,lit	adjustable
pennant	used	red	empty	red	yours,mine,theirs	displayed	given				reprinted,alphabetical	numbered,painted,pictured		
pepper mill	used		complete,working,broken	used,pictured	closed	operational	closed,present,open	closed,located,listed	used	available,used	headquartered,twinned,housed	there,here	closed,here,there	electrified,handy,navigable
pepper	edible	red,green,edible,yellow,white	black,red	crushed,red	spicy	edible,poisonous	edible,poisonous,sweet	edible	edible	edible,red,hot,black	edible,acidic,spicy,aromatic	good,spicy,hot	good,edible	hot,aromatic,spicy,edible
pepper	edible	red,green,edible,yellow,white	black,red	crushed,red	spicy	edible,poisonous	edible,poisonous,sweet	edible	edible	edible,red,hot,black	edible,acidic,spicy,aromatic	good,spicy,hot	good,edible	hot,aromatic,spicy,edible
peppermint	eaten,edible	eaten,poisonous,edible	edible,red	optional,bitter,here	spicy,sweet	eaten,available,edible,poisonous	edible	edible	edible,poisonous,known	edible,poisonous,toxic	edible,acidic	edible,good,spicy	good,pretty,edible	spicy,fragrant,addictive
pepperoni	eaten	white,eaten,edible	delicious,good	fresh	spicy	eaten,edible	edible,poisonous,eaten	popular,used	spicy	edible,sold,fried,cooked	edible,delicious,good,spicy	delicious,good,spicy	good	cooked,spicy
perfume		sweet,strong	expensive	clear,strong,perfume			used			unique	aromatic	my,good		spicy,fragrant
periscope	transparent	transparent	shown	broken	dead,yours,mine	linear,spherical,symmetric	accurate,correct		used	used	shown,adjustable	shown,a	closed	movable,adjustable,navigable
pesto	used		effective,edible,toxic	good	dead,contagious	eaten,clear	poisonous,threatened,edible	used	edible,poisonous,toxic	edible,sweet,made	edible,acidic	cooked,edible,delicious,spicy	done	spicy,homemade
pet food	eaten	available,edible	good,spoiled	nutritious,organic	edible	eaten,available,edible	available,edible,sold,eaten	vegetarian	edible,available,used	edible,vegan,available,vegetarian	edible,vegetarian	edible,good,vegetarian	good,edible	edible
petal	white	red,yellow,pink,green,white	missing,empty,broken	red,broken	edible,dead	hollow	edible	white,long	long	long,hairy,red		shaped		yellowish,translucent
petri dish	served		empty	clear,labeled,empty	empty	eaten,prepared,cooked	eaten,popular	vegetarian,used	used	heated,empty,used	edible,excavated	a	covered	cleaned,sterile,covered
pheasant	eaten,edible	extinct	eaten	flying,dead	dead,hungry	eaten,hungry,endangered,threatened,edible,poisonous	edible,poisonous,eaten	edible	endangered	edible,common,endangered	evalle,jaenelle,lucivar,joyah	born,a	alive,here,dead	slaughtered,hunted,extinct,eaten,edible
phone			ringing,dead	ringing,locked	encrypted	ringing,available,mobile	portable,mobile,used	used	encrypted,dead	waterproof,removable,connected,compatible	ringing,plugged,dialed	ringing,my,answering	ringing,answered,answering	answering,ringing
phone booth	closed,open		empty	empty	empty,closed	available,staffed	open	open	open	located	furnished,listed	there,available,open	packed,closed,there	
photo booth	closed,available	empty	complete,open,empty		pictured,closed	available	available,used		closed,open		furnished,available,listed	a	packed	playable
photograph	unique	taken		copyrighted	copyrighted	shown,taken,clear	taken	clear	dated	unique,known	reproduced,uploaded,reprinted,encrypted			reproduced
piano	played,used	played	good,playing,played	broken	silent,dead,playing	played,playing	played,used	playable	played	portable,used,played	credited,sung,mastered	my,gone,a		playing,playable
pickax	unique,used	used	used	used,broken	yours,mine	true,available	available,edible,used	green,white	used,known	long,used	adjustable	shown		adjustable
pickle	eaten,edible	edible	broken	finished,done	yours,dead,mine,ours	eaten,edible,poisonous,sweet	available,used	edible	edible,eaten,cooked,used	edible,sweet,cooked,fermented	edible,joyah	edible,gone	good,pretty,edible	addictive,spicy,edible
pie	sweet,baked	cold,perfect,good	gone	baked,finished,done	yours,baked,ready	baked,edible,sweet	sweet,edible,baked	white	edible	edible,sweet,cooked,baked,vegetarian	done,pie,joyah	pie,gone	pretty	edible
piecrust			visible,broken	dry	edible	true		used	hollow	edible,baked,used	edible,joyah			glazed,baked
pig	killed	human	dead,alive,named	dead,hungry	dead,yours,hungry	fat,hungry,dead,edible,poisonous	killed,eaten,edible	black,white	named	edible,extinct,slaughtered,sold,endangered	evalle,hungry,allergic,joyah	hungry,gone,funny,a	alive,fat,eaten,dead	eaten,edible
pigeon		human	dead	dead,injured	endangered,dead	dead,free,endangered	poisonous,migratory	migratory	named,known	black,endangered	evalle,lucivar,joyah	gone,a	alive,dead	edible
piggy bank		free	empty,complete,full	full,empty	empty,closed	named	operational,defunct	closed			twinned,owned,bankrupt	gone,empty,there,going	closed,empty	empty
