User ID,id,Word,Associative Bias,frequentAssociation,makeSense,antonym1,antonym2,antonym3
MEJWNVYTN6GW,9017,zucchini,traditional,No,No,,,
7TVRDX6P4GTP,8428,twig,fragile,Yes,Yes,sturdy,strong,unbreakable
W9XTVGDF6CV4,516,beer,expensive,Yes,Yes,Cheap,Inexpensive ,
FPMCK2P37RW2,4384,leash,secure,Yes,Yes,unclasped,broken,untied
FWD4Z73KK6F6,7396,spout,large,Yes,Yes,small,tiny,puny
FWD4Z73KK6F6,5162,nose,short,Yes,Yes,long,pointy,obvious
YYQ2E9ZT4FT3,626,blinder,visible,Yes,Yes,Invisible,,
FWD4Z73KK6F6,1410,cheese,cold,No,Yes,hot,warm,scalding
PTQGWRFHYJTJ,8144,tooth,sharp,Yes,Yes,dull,soft,blunt
7TVRDX6P4GTP,3480,guillotine,closed,No,No,open,available,ready
FWD4Z73KK6F6,2366,donkey,dead,Yes,Yes,alive,kicking,running
VNAQPVX4R36A,3554,hairnet,new,Yes,Yes,Used,Old,Ancient
XE3A9G9ZG27F,8521,videogame,successful,Yes,Yes,lame,a disaster,a failure
MEJWNVYTN6GW,6017,prism,convex,Yes,Yes,concave,,
FPMCK2P37RW2,7696,sundial,operational,Yes,Yes,shaded,covered,broken
FWD4Z73KK6F6,8082,toaster oven,installed,No,Yes,unopened,unpackaged,
FWD4Z73KK6F6,5368,pantyhose,present,No,Yes,gone,,
FWD4Z73KK6F6,8161,torpedo,disabled,Yes,Yes,ready,functional,launching
MEJWNVYTN6GW,3808,honeypot,male,No,No,female,,
HKXM7AJCMHJQ,2988,fondue,sweet,Yes,Yes,sour,salty,rotten
XE3A9G9ZG27F,2095,cross,holy,Yes,Yes,tainted,sinful,unholy
7TVRDX6P4GTP,6906,shopping basket,empty,Yes,Yes,full,stuffed,filled
FWD4Z73KK6F6,8688,watering can,broken,Yes,Yes,working,pouring,together
FWD4Z73KK6F6,457,bean,cold,No,Yes,warm,heated,boiling
YYQ2E9ZT4FT3,5442,pastry,cold,Yes,Yes,Warm,,
FWD4Z73KK6F6,8276,treasure,complete,No,Yes,unpieced,broken,scattered
FWD4Z73KK6F6,4693,mantle,thick,Yes,Yes,runny,thin,
PTQGWRFHYJTJ,563,bin,free,Yes,Yes,expensive,costly,overpriced
VNAQPVX4R36A,2060,cream,dry,No,No,Wet,Damp,Moist
YYQ2E9ZT4FT3,3190,gazelle,right,No,Yes,Wrong,,
VNAQPVX4R36A,8925,wood,soft,Yes,Yes,Hard,Firm,Stiff
FPMCK2P37RW2,667,board,free,Yes,Yes,expensive,costly,valuable
7TVRDX6P4GTP,8084,toaster oven,operational,Yes,Yes,broken,inoperational,unusable
VNAQPVX4R36A,4409,leg,solid,Yes,Yes,Shaky,Hollow,Flimsy
FPMCK2P37RW2,8385,tuning fork,open,No,No,,,
FWD4Z73KK6F6,4654,man,old,Yes,Yes,young,youthful,lively
FWD4Z73KK6F6,2680,face,smooth,Yes,Yes,scratchy,rough,hairy
FPMCK2P37RW2,4274,knot,complete,Yes,Yes,incomplete,untied,unready
7TVRDX6P4GTP,4845,milk,sweet,Yes,Yes,tart,sour,savory
YKGFKQKA2WC2,5409,parfait,empty,No,Yes,full,packed,overflowing
FWD4Z73KK6F6,77,alpaca,uncommon,No,Yes,common,synonymous,everywhere
FWD4Z73KK6F6,6939,shower,going,No,Yes,broken,dead,inoperatable
FWD4Z73KK6F6,2216,dagger,missing,No,Yes,there,safe,protected
EGZANDYA4C6Q,2054,cream,strong,Yes,Yes,weak,light,flavorless
7TVRDX6P4GTP,4799,medal,gold,Yes,Yes,bronze,silver,wooden
EGZANDYA4C6Q,209,artichoke,rare,No,Yes,common,usual,ordinary
FWD4Z73KK6F6,4946,moth,migratory,Yes,Yes,stationary,embedded,home
7TVRDX6P4GTP,1562,christmas tree,open,No,No,closed,full,packed
7TVRDX6P4GTP,3513,gutter,wet,Yes,Yes,dry,arid,barren
P4FAJWWTNR9N,7384,splinter,empty,No,No,N?A,,
VNAQPVX4R36A,105,amplifier,functional,Yes,Yes,Broken,Defective,Inoperable 
YYQ2E9ZT4FT3,6399,rocket,empty,Yes,Yes,Full,,
YYQ2E9ZT4FT3,6193,raisin,cold,No,Yes,Warm,,
VNAQPVX4R36A,4741,mashed potato,edible,Yes,Yes,inedible,poisonous,rotten
VNAQPVX4R36A,5917,poodle,dead,Yes,Yes,Alive,Living,Lively
MEJWNVYTN6GW,3355,gopher,edible,No,Yes,inedible,,
FWD4Z73KK6F6,8032,tiger,silent,No,Yes,noisy,loud,roaring
MEJWNVYTN6GW,6979,sickle,sharp,Yes,Yes,dull,blunted,
MEJWNVYTN6GW,1222,car door,bolted,No,Yes,unbolted,,
YYQ2E9ZT4FT3,5505,pencil,there,Yes,Yes,Gone,,
4TR6J693M9XK,5714,ping-pong table,covered,No,Yes,Uncovered,Open,
YYQ2E9ZT4FT3,2574,egg,edible,Yes,Yes,Rotten,,
FWD4Z73KK6F6,6217,rat,scared,No,Yes,bold,brazen,brave
YYQ2E9ZT4FT3,4676,manhole,large,No,Yes,Narrow,,
YYQ2E9ZT4FT3,2098,crouton,complete,No,No,,,
FWD4Z73KK6F6,7008,sim card,valid,Yes,No,invalid,fake,fraudulant
7TVRDX6P4GTP,5730,pipe,bent,Yes,Yes,straight,level,even
FPMCK2P37RW2,1422,cheesecake,delicious,Yes,Yes,disgusting,terrible,inedible
FPMCK2P37RW2,4655,man,afraid,Yes,Yes,brave,determined,unafraid
MEJWNVYTN6GW,6609,sauce,dry,No,No,,,
FWD4Z73KK6F6,1167,candy,safe,No,Yes,dangerous,hazardous,
YYQ2E9ZT4FT3,1848,compost,acidic,Yes,Yes,Neutral,,
XE3A9G9ZG27F,5158,noose,open,Yes,Yes,closed,tight,locked
XE3A9G9ZG27F,715,bonnet,open,No,No,,,
FWD4Z73KK6F6,3601,hand,human,Yes,Yes,animal,ape,
FWD4Z73KK6F6,3396,granola,good,Yes,Yes,bad,stale,rotten
YYQ2E9ZT4FT3,3688,headrest,adjustable,Yes,Yes,Fixed,,
VNAQPVX4R36A,7161,smoothie,hot,No,Yes,Cold,Mild,Icy
FWD4Z73KK6F6,570,binoculars,working,No,Yes,broken,trash,garbage
FWD4Z73KK6F6,2065,cream cheese,melted,Yes,Yes,solid,frozen,stuck
FWD4Z73KK6F6,4221,keyhole,clear,No,No,dark,unclear,cloudy
7TVRDX6P4GTP,6688,scone,smooth,No,Yes,flaky,rough,
HKXM7AJCMHJQ,5408,parfait,complete,No,Yes,eaten,ingredients ,seperate 
FWD4Z73KK6F6,3218,gel,smooth,Yes,Yes,sticky,globby,blobby
YYQ2E9ZT4FT3,8026,tiara,unique,Yes,Yes,Generic,,
MEJWNVYTN6GW,5348,panther,present,Yes,Yes,absent,away,gone
FWD4Z73KK6F6,7070,skirt,longer,Yes,Yes,shorter,skimpy,revealing
FWD4Z73KK6F6,5043,music box,there,No,Yes,gone,,
W9XTVGDF6CV4,8550,wafer,bent,No,Yes,Straight ,Erect,Upright
FWD4Z73KK6F6,1056,butterfly,migratory,Yes,Yes,stationary,permanent,immobile
VNAQPVX4R36A,1104,calf,dead,Yes,Yes,Alive,Living,
FWD4Z73KK6F6,8137,tool,wooden,Yes,Yes,steel,aluminum,titanium
W9XTVGDF6CV4,2964,flyswatter,visible,No,Yes,Invisible ,Hidden ,Concealed
FWD4Z73KK6F6,2154,cuckoo clock,heard,Yes,Yes,muted,silent,low
FWD4Z73KK6F6,8011,throne,vacant,No,No,there,full,
FWD4Z73KK6F6,2895,flashlight,on,Yes,Yes,off,dead,broken
FWD4Z73KK6F6,7507,steak,fresh,Yes,Yes,old,moldy,aged
FWD4Z73KK6F6,4763,mat,soft,Yes,Yes,hard,solid,unyielding
FPMCK2P37RW2,8728,weather vane,fixed,Yes,Yes,broken,missing,damaged
7TVRDX6P4GTP,2743,file,empty,Yes,Yes,full,bursting,filled
VNAQPVX4R36A,8958,wrapping paper,clear,Yes,Yes,opaque,,
VNAQPVX4R36A,425,bathtub,clean,Yes,Yes,dirty,grimy,muddy
EGZANDYA4C6Q,5940,popsicle,hot,No,No,cold,frozen,freezing
FPMCK2P37RW2,4209,kettle,hot,Yes,Yes,cold,lukewarm,empty
FWD4Z73KK6F6,3642,hard disk,hard,No,Yes,soft,flexible,bendable
FWD4Z73KK6F6,6977,shutter,closed,Yes,Yes,open,ajar,
YKGFKQKA2WC2,2122,crown,silver,Yes,Yes,gold,ivory,bronze
MEJWNVYTN6GW,2230,dart,sharp,Yes,Yes,blunt,dull,
FPMCK2P37RW2,517,beer,sweet,Yes,Yes,bitter,spoiled,sour
VNAQPVX4R36A,1994,couch,comfortable,Yes,Yes,Uncomfortable ,Cramped,Lumpy
7TVRDX6P4GTP,8568,walker,silent,Yes,Yes,loud,squeaky,noisy
R2FHGF3QXQ6M,8469,vacuum,empty,Yes,Yes,full,overflowing,
FPMCK2P37RW2,5072,nail,flat,No,Yes,bent,rounded,
FWD4Z73KK6F6,3469,guacamole,sweet,Yes,Yes,sour,spicy,hot
FWD4Z73KK6F6,1006,bulletproof vest,used,No,Yes,new,packaged,unopened
FWD4Z73KK6F6,6331,rice,dry,Yes,Yes,wet,mouldy,slimy
FPMCK2P37RW2,908,brooch,missing,Yes,Yes,here,present,
YYQ2E9ZT4FT3,2275,diaper,wet,Yes,Yes,Dry,,
MEJWNVYTN6GW,7795,tab,open,Yes,Yes,closed,,
FPMCK2P37RW2,5191,octopus,poisonous,Yes,Yes,edible,delicious,safe
FPMCK2P37RW2,2864,fishing pole,removed,Yes,Yes,there,present,here
FPMCK2P37RW2,4357,laundry basket,clean,Yes,Yes,dirty,filthy,full
FWD4Z73KK6F6,4267,knob,open,No,No,closed,shut,sealed
FWD4Z73KK6F6,5367,pantyhose,male,No,No,woman,female,
7TVRDX6P4GTP,4914,mongoose,dead,Yes,Yes,alive,living,existing
7TVRDX6P4GTP,1163,candlestick,empty,No,Yes,full,filled,
XJKGQQWFXKTX,3188,gavel,closed,No,No,,,
FWD4Z73KK6F6,7271,solar panel,finished,No,Yes,unfinished,unpackaged,unopened
YKGFKQKA2WC2,141,anvil,heavy,Yes,Yes,light,airy,
7TVRDX6P4GTP,8400,turf,grass,Yes,Yes,dirt,sand,mud
YYQ2E9ZT4FT3,4953,mouse,female,Yes,Yes,Male,,
FPMCK2P37RW2,6357,ring,unique,Yes,Yes,common,ordinary,unremarkable
MEJWNVYTN6GW,7689,suitcase,empty,Yes,Yes,full,,
FPMCK2P37RW2,7307,soup,cold,Yes,Yes,hot,warm,fresh
FPMCK2P37RW2,5356,pants,clean,Yes,Yes,dirty,filthy,stained
7TVRDX6P4GTP,8741,wedding cake,baked,Yes,Yes,fried,burned,broiled
FWD4Z73KK6F6,5530,pepper mill,finished,No,Yes,unfinished,,
PTQGWRFHYJTJ,7378,spider web,curved,No,Yes,straight,linear,flat
YYQ2E9ZT4FT3,2994,foot,visible,Yes,Yes,Invisible,,
FPMCK2P37RW2,5583,petri dish,prepared,Yes,Yes,unready,used,unprepared
YYQ2E9ZT4FT3,3543,hair,long,Yes,Yes,Short,,
FWD4Z73KK6F6,3786,honey,sweet,Yes,Yes,sour,spicy,spoiled
VNAQPVX4R36A,2710,feather,small,Yes,Yes,Big,Large,Gigantic
FPMCK2P37RW2,3625,handlebar,rounded,Yes,Yes,straight,flat,
W9XTVGDF6CV4,6708,scrabble,easy,Yes,Yes,Hard,Difficult ,Uneasy 
FWD4Z73KK6F6,2604,elbow,swollen,No,Yes,normal,,
YYQ2E9ZT4FT3,1809,collar,open,Yes,Yes,Closed,,
4TR6J693M9XK,7077,skunk,dead,Yes,Yes,Alive,Living,Lively
FWD4Z73KK6F6,4216,kettle,electric,Yes,Yes,manual,,
YYQ2E9ZT4FT3,6483,roulette wheel,fixed,Yes,Yes,Fair,,
FWD4Z73KK6F6,8345,trowel,open,No,No,open,,
FPMCK2P37RW2,8820,wick,dry,Yes,Yes,wet,gone,submerged
7TVRDX6P4GTP,7029,skateboard,open,No,No,closed,unavailable,
EZCVAWE2HAMP,6709,scrabble,complete,No,Yes,empty,unfinished,partial
YYQ2E9ZT4FT3,5439,pasta,soft,Yes,Yes,Firm,,
HKXM7AJCMHJQ,7599,straightjacket,optional,No,No,mandatory ,allowed,ordered 
FWD4Z73KK6F6,1551,chocolate,good,Yes,Yes,bad,rotten,awful
HKXM7AJCMHJQ,8824,wick,open,No,No,closed,unused ,shut
EGZANDYA4C6Q,2223,daisy,sweet,No,Yes,bitter,foul,sour
YYQ2E9ZT4FT3,6868,shield,solid,Yes,Yes,Brittle,,
MEJWNVYTN6GW,8979,yak,dead,Yes,Yes,alive,living,eating
FWD4Z73KK6F6,6741,screen,blank,Yes,Yes,colorful,lively,flashy
FPMCK2P37RW2,4973,mouth,large,Yes,Yes,small,tiny,quiet
FWD4Z73KK6F6,4061,jackhammer,real,No,Yes,fake,unreal,illusionary
W9XTVGDF6CV4,6372,riser,open,No,Yes,Closed,Shut,Unopen
FWD4Z73KK6F6,391,basket,complete,No,Yes,incomplete,unfinished,progressing
FWD4Z73KK6F6,6144,rack,full,No,Yes,empty,barren,unfilled
MEJWNVYTN6GW,6921,shortbread,baked,Yes,Yes,raw,uncooked,
YYQ2E9ZT4FT3,1,aardvark,extinct,No,Yes,Thriving,,
FWD4Z73KK6F6,3604,handbrake,visible,No,Yes,invisible,unseen,hidden
YYQ2E9ZT4FT3,4130,jigsaw puzzle,finished,Yes,Yes,Incomplete,,
7TVRDX6P4GTP,1460,chest,clear,Yes,Yes,cloudy,juicy,congested
7TVRDX6P4GTP,4490,light switch,open,Yes,Yes,closed,shut,sealed
FWD4Z73KK6F6,4360,laundry basket,closed,No,Yes,open,unfinished,ajar
FWD4Z73KK6F6,8278,tree,dead,No,Yes,alive,growing,green
FWD4Z73KK6F6,3789,honeycomb,uniform,Yes,Yes,scrambled,,
FWD4Z73KK6F6,1595,cigarette holder,used,No,Yes,unused,new,unblemished
YYQ2E9ZT4FT3,8220,tractor,operational,Yes,Yes,Inoperable,,
HKXM7AJCMHJQ,5570,petal,pink,Yes,Yes,blue,black,brown
HKXM7AJCMHJQ,4084,jeans,new,Yes,Yes,old,worn ,faded 
FWD4Z73KK6F6,824,boy,asleep,No,Yes,awake,moving,yelling
FWD4Z73KK6F6,5292,padlock,working,No,Yes,broken,unusable,
FPMCK2P37RW2,7684,suit,open,No,Yes,closed,buttoned,zipped
7TVRDX6P4GTP,1616,cleat,open,Yes,Yes,closed,shut,locked
VNAQPVX4R36A,9010,yolk,solid,Yes,Yes,liquid,soft,squishy
MEJWNVYTN6GW,7724,sweater,unique,Yes,Yes,common,mundane,
W9XTVGDF6CV4,8854,wine,cold,Yes,Yes,Hot,Uncold,Warm
FWD4Z73KK6F6,1419,cheesecake,cold,No,Yes,warm,hot,boiling
FWD4Z73KK6F6,8298,triangle,triangular,No,Yes,square,rounded,curved
W9XTVGDF6CV4,1309,caviar,cold,Yes,Yes,Hot,Heated ,Uncold
FWD4Z73KK6F6,412,bat,poisonous,No,Yes,safe,edible,nutritious
R2FHGF3QXQ6M,1789,coffin,complete,Yes,Yes,unfinished,,
FWD4Z73KK6F6,372,barrel,wooden,Yes,Yes,plastic,steel,aluminum
FPWHJG73NYJG,3988,iguana,dangerous,No,Yes,Safe,Harmless,Innocuous 
HKXM7AJCMHJQ,4869,missile,safe,No,No,exposed ,stolen,open
FWD4Z73KK6F6,6186,rain gauge,fixed,No,Yes,broken,shattered,junk
QRFN2MNYRJMF,6238,razor,working,Yes,Yes,broken,faulty,
FWD4Z73KK6F6,7103,slime,dry,No,Yes,wet,sticky,runny
FWD4Z73KK6F6,7105,slime,brown,No,Yes,green,blue,purple
YYQ2E9ZT4FT3,6882,shoe,worn,Yes,Yes,New,,
FWD4Z73KK6F6,2752,file,empty,No,Yes,full,overflowing,
VNAQPVX4R36A,4513,limousine,ready,Yes,Yes,unprepared,,
4TR6J693M9XK,9008,yolk,edible,Yes,Yes,Inedible,Unappetizing ,Unappealing 
HKXM7AJCMHJQ,8531,violin,present,No,Yes,missing,away,gone
HKXM7AJCMHJQ,339,barbed wire,damaged,Yes,Yes,intact ,together,new
YYQ2E9ZT4FT3,4086,jeep,moving,Yes,Yes,Parked,,
EGZANDYA4C6Q,452,bead,closed,Yes,Yes,open,,
VNAQPVX4R36A,54,aircraft carrier,nearby,Yes,Yes,distant,faraway,
FWD4Z73KK6F6,2006,counter,closed,Yes,Yes,open,operational,ready
XE3A9G9ZG27F,1796,coin,genuine,Yes,Yes,fake,false,counterfeit
FPMCK2P37RW2,8722,weasel,confused,Yes,Yes,certain,sleeping,focused
MEJWNVYTN6GW,3727,helmet,unique,Yes,Yes,mundane,common,
W9XTVGDF6CV4,2694,fan,hot,Yes,Yes,Cool,Cold,Unheated
FWD4Z73KK6F6,8729,weather vane,open,No,No,closed,shut,sealed
FWD4Z73KK6F6,5523,pepper mill,built,No,Yes,unbuilt,fallen,decayed
YYQ2E9ZT4FT3,1790,coffin,empty,Yes,Yes,Occupied,,
HKXM7AJCMHJQ,5912,pomegranate,edible,Yes,Yes,rotten,old,stale 
FWD4Z73KK6F6,855,brake,closed,No,No,open,ajar,
EZCVAWE2HAMP,5558,periscope,adjustable,Yes,Yes,fixed,unadjustable,unchangeable 
MEJWNVYTN6GW,5415,parking meter,replaced,No,Yes,removed,,
7TVRDX6P4GTP,470,bear,scared,Yes,Yes,brave,scary,unimpressed
FPMCK2P37RW2,432,baton,closed,Yes,Yes,open,extended,ready
R2FHGF3QXQ6M,3459,grits,edible,Yes,Yes,inedible,disgusting,indigestible
FWD4Z73KK6F6,922,brussels sprouts,cultivated,Yes,Yes,unpolished,unrefined,
W9XTVGDF6CV4,1882,cookie,free,No,No,Unfree,Fixed,Confined
FPMCK2P37RW2,7047,ski lift,closed,Yes,Yes,open,operating,running
FWD4Z73KK6F6,4249,knee,bent,Yes,Yes,straight,parallel,
YKGFKQKA2WC2,1486,chicken,free,No,Yes,caged,imprisoned,captured
FWD4Z73KK6F6,6803,sewing machine,operational,No,Yes,broken,dead,unfunctional
FPMCK2P37RW2,3917,hula hoop,used,Yes,Yes,new,pristine,
MEJWNVYTN6GW,1157,candle,light,Yes,No,unlit,,
YYQ2E9ZT4FT3,8526,viewfinder,automatic,Yes,Yes,Manual,,
FWD4Z73KK6F6,7196,snowboard,free,No,Yes,expensive,pricy,overpriced
FWD4Z73KK6F6,6247,razor blade,long,No,Yes,short,tiny,small
EZCVAWE2HAMP,286,balance beam,open,No,Yes,closed,shut,unavailable 
FWD4Z73KK6F6,5852,pogo stick,used,No,Yes,new,unopened,unpackaged
VNAQPVX4R36A,304,banana,free,Yes,Yes,expensive,costly,
FWD4Z73KK6F6,5857,poinsettia,edible,No,Yes,poisonus,lethal,inedible
FWD4Z73KK6F6,1458,chest,large,Yes,Yes,small,little,tiny
FWD4Z73KK6F6,6290,red carpet,completed,No,Yes,unfinished,undone,
FWD4Z73KK6F6,2416,doorstop,solid,Yes,Yes,flimsy,cracked,broken
FWD4Z73KK6F6,3725,helicopter,there,No,Yes,gone,,
YYQ2E9ZT4FT3,229,awning,closed,Yes,Yes,Open,,
FWD4Z73KK6F6,5913,pomegranate,sweet,Yes,Yes,stale,sour,rotten
YKGFKQKA2WC2,7320,soy sauce,sweet,Yes,Yes,sour,salty,bitter
FWD4Z73KK6F6,6726,screen,dark,Yes,Yes,colorful,bright,lit
FWD4Z73KK6F6,255,backscratcher,solid,No,Yes,flimsy,braking,cracked
YYQ2E9ZT4FT3,6589,sarcophagus,complete,Yes,Yes,Unfinished,,
7TVRDX6P4GTP,4009,ink,soft,No,No,hard,rough,jagged
VNAQPVX4R36A,3828,hookah,open,No,Yes,Closed ,Unavailable,Ajar
FPMCK2P37RW2,7337,spaghetti,good,Yes,Yes,bad,disgusting,rotten
FWD4Z73KK6F6,8710,wax paper,clear,Yes,Yes,unclear,black,
FPMCK2P37RW2,4754,mast,elevated,Yes,Yes,lowered,stowed,broken
FWD4Z73KK6F6,7297,sorbet,smooth,Yes,Yes,rough,jagged,sharp
VNAQPVX4R36A,928,brussels sprouts,endangered,No,No,safe,,
YYQ2E9ZT4FT3,1445,chessboard,complete,Yes,Yes,Incomplete,,
FPMCK2P37RW2,5266,outlet,open,Yes,Yes,blocked,occupied,broken
FWD4Z73KK6F6,7118,slipper,empty,No,Yes,full,stuffed,used
YYQ2E9ZT4FT3,1076,cactus,endemic,Yes,Yes,Invasive,,
FWD4Z73KK6F6,1302,catfish,poisonous,No,Yes,nutritious,healthy,edible
FWD4Z73KK6F6,7447,squirt gun,available,No,Yes,unavailable,locked,away
HKXM7AJCMHJQ,329,bank,operational,Yes,Yes,broken,closed,shut
FWD4Z73KK6F6,7426,sprouts,hairy,No,Yes,smooth,clean,bald
FWD4Z73KK6F6,5398,paperclip,complete,No,Yes,torn,ripped,broken
FPWHJG73NYJG,1772,coffee pot,there,No,Yes,Absent,Missing,
FPMCK2P37RW2,5861,polar bear,endangered,Yes,Yes,extinct,thriving,plentiful
FWD4Z73KK6F6,2908,flatiron,flat,No,Yes,curved,rounded,
FPMCK2P37RW2,6190,raincoat,full,No,Yes,empty,unused,drained
YYQ2E9ZT4FT3,8754,weed,poisonous,Yes,Yes,Nontoxic,,
FWD4Z73KK6F6,5540,pepper,poisonous,No,Yes,edible,healthy,nutritious
FWD4Z73KK6F6,6574,sandbox,present,No,Yes,gone,,
FWD4Z73KK6F6,8105,toilet paper,cleaned,No,Yes,unclean,unkempt,dirty
MEJWNVYTN6GW,7837,tank,operational,Yes,Yes,broken,,
7TVRDX6P4GTP,19,air conditioner,functional,Yes,Yes,broken,nonfunctional,malfunctioning
FWD4Z73KK6F6,8457,uniform,standard,Yes,Yes,uncommon,flashy,individualistic
P4FAJWWTNR9N,3576,hamburger,prepared,Yes,Yes,ruined,demolished,destroyed
PTQGWRFHYJTJ,2701,fast food,available,Yes,Yes,unavailable,gone,nonexistent
4YNXDR4CKEZM,453,beaker,empty,Yes,Yes,full,,
FWD4Z73KK6F6,7746,swimsuit,optional,No,Yes,mandatory,required,legal
FWD4Z73KK6F6,2699,fast food,cheap,Yes,Yes,expensive,pricy,
EZCVAWE2HAMP,5886,police car,stopped,Yes,Yes,moving,running,going
FWD4Z73KK6F6,7764,swizzle stick,removed,No,Yes,there,stored,safe
FWD4Z73KK6F6,1660,clothesline,closed,No,No,open,,
FWD4Z73KK6F6,5326,pan,closed,No,Yes,open,ajar,
FWD4Z73KK6F6,8626,washcloth,warm,Yes,Yes,cold,freezing,chilled
MEJWNVYTN6GW,1009,bumper,missing,Yes,Yes,there,,
YYQ2E9ZT4FT3,2326,diving board,available,No,Yes,Occupied,,
7TVRDX6P4GTP,8650,water bottle,sealed,Yes,Yes,open,unsealed,leaky
HKXM7AJCMHJQ,4606,machete,deadly,Yes,Yes,dull,plastic ,fake
FPMCK2P37RW2,1844,compost,good,Yes,Yes,bad,ruined,unusable
YKGFKQKA2WC2,1583,cigarette,smoking,Yes,Yes,stagnant,smokeless,empty
FWD4Z73KK6F6,6584,sandwich,stale,No,Yes,fresh,ripe,new
EGZANDYA4C6Q,532,belt,rigid,No,Yes,flexible,pliable,
R2FHGF3QXQ6M,8825,wind chimes,silent,Yes,Yes,noisy,loud,sounding
FWD4Z73KK6F6,4818,metronome,present,No,Yes,gone,elsewhere,
