User ID,"",Word,Associative Bias,Alternative,p_Associative Bias_BERT_large,p_Alternative_BERT_large,AssociativeBiasSatisfied_BERT_large,"1) Please provide a context sentence that would determine the outcome of the statement ""The {{Word}} is [ {{Associative Bias}} / {{Alternative}} ]"".Note: The special pair of context words [ context_word_one / context_word_two ] in your context must be wrapped around by square brackets (""[ ]"") and separated by a forward slash (""/"").Your input must satisfy the requirements explained above (the special pair of words has to be exactly one word in length, mapped one-to-one to but not synonymous with [ {{Associative Bias}} / {{Alternative}} ]).For example:a. Given context sentence ""The jeans are [ new / old ].""                , the context sentence annotation can be: ""Ellie got the jeans from a [ department / thrift ] store.""b. Given context sentence ""The shark is [ aggressive / friendly ]."", the context sentence annotation can be: ""Jason [ touched / escaped ] the shark.""   ","2) Please provide the context word in your input above that would make the statement ""The {{Word}} is {{Associative Bias}}."" hold true.","3) Please provide the context word in your input above that would make the statement ""The {{Word}} is {{Alternative}}."" hold true."
XH7FWCGRRXDJ,735,grate,circular,straight,8.911750465631483,0.207206467166543,True,The lid for the grate is shaped like a [ plate / tray ].,plate,tray
QHKQ32WVQEGN,565,shrimp,edible,spoiled,29.260829091072086,0.0006290904821071308,True,Billy found the shrimp in the [lake/trash].,lake,trash
FPMCK2P37RW2,2208,needle,long,tiny,2.593531459569931,0.5203008186072111,True,Jane felt almost [incredible / no] pain when the needle was fully inserted in her arm.,incredible,no
FPMCK2P37RW2,331,toothbrush,long,short,1.0051260702311993,0.5092252045869827,True,The toothbrush was the right size to fit in Sarah's [ wallet / purse ].,purse,wallet
7TVRDX6P4GTP,1323,peach,edible,inedible,14.139902591705322,0.053461868083104484,True,The peach is [ fresh / moldy ].,fresh,moldy
XH7FWCGRRXDJ,3,tuba,large,small,6.731940805912018,2.4763960391283035,True,Patty's tuba is made for a [ walrus / chickadee ].,walrus,chickadee
3MMFR6RXMZM2,2938,fingerprint,unique,common,18.97593587636948,0.3752422751858831,True,The fingerprint was taken from a [suspect/textbook].,suspect,textbook
XH7FWCGRRXDJ,1083,juice,sweet,sour,4.585129395127296,0.8684876374900341,True,Ashley's juice is made of [ apple / lime ].,apple,lime
XH7FWCGRRXDJ,398,flamethrower,portable,stuck,0.3735481761395931,0.0008601556146459187,True,Johnny is using a flamethrower that is [ real / online ].,real,online
FPMCK2P37RW2,1183,spaghetti,hot,frozen,1.303923223167658,0.041516829514876015,True,Mark pulled the spaghetti out of the [ microwave / freezer ].,microwave,freezer
XH7FWCGRRXDJ,839,swing,free,occupied,1.8787873908877373,0.0008331448043463753,True,The schoolchildren are [ inside / playing ].,inside,playing
FPMCK2P37RW2,1897,gravel,hard,weak,1.4877760782837868,0.07144533446989954,True,Mike crushed the [ gravel / shoes ] by stepping down.,shoes,gravel
XXKCFJGVJDTX,888,snack,good,terrible,1.7778407782316208,0.10363543406128883,True,I [enjoy/despise] the snack.,enjoy,despise
FPMCK2P37RW2,1934,crumb,edible,toxic,3.803245350718498,0.015943257312756032,True,Mike found a crumb that had fallen off a piece of [ cake / soap ].,cake,soap
FPMCK2P37RW2,2269,coffee,good,bad,3.255635499954224,0.16025829827412966,True,Mike gladly [ drank / discarded ] the coffee.,drank,discarded
XH7FWCGRRXDJ,21,lingerie,expensive,affordable,3.109709918498993,0.20940336398780346,True,Maria saw the lingerie and was [ sad / excited ].,sad,excited
FPMCK2P37RW2,958,beard,long,short,12.266066670417786,9.303700178861616,True,Bill had [ just / not ] trimmed his beard.,not,just
XH7FWCGRRXDJ,486,palm tree,extinct,present,2.8123211115598683,0.010822318290593104,True,The researchers were [ glum / happy ] to hear about the palm tree.,glum,happy
HKXM7AJCMHJQ,2979,bunkbed,bare,filled,9.888705611228943,0.04676874377764762,True,Putting the display out on the floor the bunkbeds came [apart/together] in the boxes. ,apart,together
FPMCK2P37RW2,627,sweeper,human,inhuman,0.8456974290311337,0.05410886369645596,True,Mike assigned sweeping duties at the office to the local [ janitor / cat ].,janitor,cat
C69D7VD39FKM,824,skewer,long,miniature,0.8237882517278194,0.004356790304882453,True,"When grilling over a hot flame, safety is a especially a priority depending on how [ lengthy / tiny ] the skewers are.",lengthy,tiny
XXKCFJGVJDTX,1528,barrette,long,broken,0.8628112263977528,0.06295964121818542,True,I couldn't pin my hair back because my barrette was too [lengthy/damaged].,lengthy,damaged
XXKCFJGVJDTX,2624,ring,circular,triangular,5.762647837400436,1.0217771865427494,True,I lost the ring when it [rolled/tumbled] off the table. ,rolled,tumbled
XXKCFJGVJDTX,203,snack,delicious,nasty,9.198181331157683,0.016205789870582517,True,Chris shoved the snack into his [mouth/trashcan].,mouth,trashcan
XH7FWCGRRXDJ,1809,tree trunk,hollow,dense,39.48676288127899,0.027444749139249325,True,Jackie knocked on the tree trunk and heard [ echoes / nothing ].,echoes,nothing
XH7FWCGRRXDJ,465,closet,mine,theirs,0.497572822496295,0.08147020707838237,True,The clothes in the closet belong to [ me / them ].,me,them
FPMCK2P37RW2,513,latte,hot,cold,5.94724677503109,1.2884276919066906,True,Mike grabbed his [ fresh / old ] latte off the counter.,fresh,old
XH7FWCGRRXDJ,1813,test tube,long,broken,1.3151569291949272,0.1068367506377399,True,The chemist [ proudly / disappointedly ] displayed his new test tubes.,proudly,disappointedly
XH7FWCGRRXDJ,1522,tulip,edible,inedible,9.038210660219194,0.04306847986299545,True,The people [ survived / died ] after eating the tulips in the famine.,survived,died
HKXM7AJCMHJQ,2204,pita,large,small,1.6396835446357727,1.1290867812931538,True,Jimbo ordered a pita with [extra/less] meat.,extra,less
QHKQ32WVQEGN,2288,honey,good,bad,3.2101053744554515,0.05414077895693481,True,The honey is [sweet/bitter].,sweet,bitter
FPMCK2P37RW2,1957,dogfood,edible,toxic,1.3206198811531067,0.04981766687706113,True,The dogfood was made out of pure [ beef / chocolate ].,beef,chocolate
XXKCFJGVJDTX,2391,football,good,damaged,1.3316646218299866,0.010711359209381044,True,Cathy brought a [new/broken] football.,new ,broken
FPMCK2P37RW2,2398,ping-pong table,circular,square,2.4879265576601033,0.38302699103951454,True,Mike's ping-pong table has [ no / four ] corners.,no,four
HKXM7AJCMHJQ,2978,bunkbed,bare,full,9.888705611228943,0.8264350704848766,True,The sheets for the bunkbed were on the [clothesline/mattress] after the wash,clothesline,mattress
HKXM7AJCMHJQ,2019,mold,perfect,imperfect,1.7948752269148829,0.049198087071999914,True,Looking at the art mold Tim noticed it was [smooth/rigid],smooth,rigid
QHKQ32WVQEGN,1654,breakfast,good,bad,3.5823024809360504,0.14921990223228931,True,Peter [finished/wasted] the breakfast.,finished,wasted
9KNVR6X2DWC4,2854,mantle,flat,bumpy,2.0648477599024773,0.012999279715586455,True,Sam's mantle was [pressed/wrinkly] when she pulled it out of the washing machine.,pressed,wrinkly
HKXM7AJCMHJQ,2783,radio,good,bad,2.5505982339382167,0.13358647702261806,True,The was a lot of [music/static] coming from the radio.,music,static
XH7FWCGRRXDJ,1766,towel,empty,full,3.870109841227531,0.2684545936062932,True,Mary's towel was [ fallen / wrapped ] around her.,fallen,wrapped
XH7FWCGRRXDJ,1560,tongue,soft,hard,6.771663576364517,0.602861400693655,True,The chef [ sauteed / burned ] the tongue.,sauteed,burned
QHKQ32WVQEGN,2291,bed,empty,full,12.249867618083956,1.3958063907921314,True,The bed is [new/used].,new,used
FPMCK2P37RW2,501,cornhusk,extinct,grown,3.2272379845380783,0.0020909696104354225,True,N/A,N/A,N/A
XXKCFJGVJDTX,1441,bag,empty,full,15.724222362041473,2.033347636461258,True,All of the groceries were [inside/outside] the bag.,inside,outside
3MMFR6RXMZM2,2420,tool,useful,useless,1.3952995650470257,0.3973824437707663,True,The tool was a [steel/wax] knife.,steel,wax
FPMCK2P37RW2,2578,snail,edible,rotten,7.515403628349304,0.007404143252642825,True,Bill thought the snail smelled [fine / rancid].,fine,rancid
XH7FWCGRRXDJ,446,sundae,edible,indigestible,2.4519806727766995,0.07578764343634248,True,Bill's sundae was deemed [ stupendous / melted ].,stupendous,melted
XXKCFJGVJDTX,2662,backpack,full,bare,1.4244722202420237,0.10527234990149736,True,Mike left his [stuffed/empty] backpack on the bus.,stuffed,empty
FPMCK2P37RW2,1228,drawer,open,closed,35.01631319522858,16.68489724397659,True,The portable radio could be [ seen / heard ] in the drawer.,seen,heard
XH7FWCGRRXDJ,370,scoreboard,empty,active,5.808794870972633,0.054457009537145495,True,The stadium is [ deserted / filled ].,deserted,filled
XXKCFJGVJDTX,1750,viewfinder,visible,missing,1.0054577142000198,0.3220219630748033,True,The camera's viewfinder is [present/absent].,present,absent
FPMCK2P37RW2,1291,shovel,long,short,0.6100800819694996,0.38362215273082256,True,The shovel was [ easy / difficult ] for Mike to fit in his camping pack.,difficult,easy
FPMCK2P37RW2,320,pinecone,edible,inedible,51.657360792160034,0.04575769999064505,True,Boiling a pinecone in the soup made every much [ better / worse ].,better,worse
FWD4Z73KK6F6,1599,mattress,warm,cold,3.0420539900660515,0.9796705096960068,True,I [ sweated / froze ] while sleeping on the mattress.,sweated,froze
NFN2M74RPJ2Q,236,turkey,extinct,existing,18.261767923831943,3.818465472704702e-05,True,Gail peered at the bird in the [museum / oven].,museum,oven
FPMCK2P37RW2,2625,dashboard,clear,cluttered,0.8278208784759045,0.022125014220364392,True,Jane's dashboard was almost entirely [empty / full].,empty,full
FPMCK2P37RW2,2766,maple syrup,bitter,sweet,11.148577183485033,10.78878790140152,True,Bill mixed his maple syrup with [ honey / lemon ].,lemon,honey
XXKCFJGVJDTX,1430,hose,elastic,solid,13.082003593444824,0.3258954267948866,True,Amy [wound/aligned] the hose beside the house.,wound,aligned
XXKCFJGVJDTX,1531,fire,dead,active,1.5793275088071823,0.02036355726886541,True,We arrived to find the barn covered in [soot/flames].,soot ,flames
9KNVR6X2DWC4,2849,cockroach,prey,hunting,2.2910714149475098,0.020766592933796343,True,Pam [squished/feared] the cockroach in her kitchen.,squished,feared
HKXM7AJCMHJQ,2678,quad,circular,rectangular,3.3199232071638107,2.2287528961896896,True,The dorms had rooms [next/across] from each other. ,next,across
3MMFR6RXMZM2,2409,figurine,small,large,2.6107780635356903,1.0080604813992975,True,The figurine was scaled [down/up] compared to real life.,down,up
XH7FWCGRRXDJ,489,mustard,edible,eaten,43.57685744762421,1.316222082823515,True,Francis found the mustard [ perfect / gone ].,perfect,gone
HKXM7AJCMHJQ,1201,button,depressed,untouched,3.6764211952686314,0.017544056754559282,True,Jill's blouse got ripped and the button was [lost/untouched].,lost,untouched
3MMFR6RXMZM2,2934,corn,bitter,sweet,2.95280646532774,2.5338405743241306,True,The corn's flavor is reminiscent of [coffee/honey].,coffee,honey
FPMCK2P37RW2,2259,envelope,blank,full,12.282571196556091,1.8822232261300087,True,N/A,N/A,N/A
FWD4Z73KK6F6,175,radish,edible,inedible,18.07150691747665,0.0860904750879854,True,The gardener examined the radish and told me that it was [ safe / toxic ] to eat.,safe,toxic
XXKCFJGVJDTX,2664,shield,round,square,5.536771193146706,1.5426316298544407,True,Phil cried out when he cut his finger on the [curve/corner] of the shield.,curve,corner
XH7FWCGRRXDJ,1827,hockey stick,wooden,steel,9.770430624485016,0.051395792979747064,True,Frank threw his hockey stick at the wall and it was [ cracked / fine ].,cracked,fine
C69D7VD39FKM,1393,plum,edible,sweating,7.674329727888107,0.0002942568016806036,True,The plum is [ plump / soppy ].,plump,soppy
XH7FWCGRRXDJ,1262,drink,alcoholic,water,8.105001598596571,0.6008584983646871,True,Florence became [ inebriated / hydrated ] from her drink.,inebriated,hydrated
7TVRDX6P4GTP,93,cornhusk,edible,inedible,3.0564287677407265,0.06553527782671154,True,The corn husks are [ blended / whole ].,blended,whole
C69D7VD39FKM,1885,french horn,French,swedish,71.76623940467834,0.03084240888711065,True,The appraiser was able to determine the french horn was of [ Gallic / Scandanavian ] craftmanship. ,Gallic,Scandanavian
XH7FWCGRRXDJ,1204,basket,empty,brimming,13.624119758605955,0.05084049771539867,True,The basket is holding Jenny's [ love / pillows ].,love,pillows
QHKQ32WVQEGN,546,eggshell,hollow,solid,8.930455148220062,0.8070428855717182,True,Jimmy [cracked/boiled] the egg.,cracked,boiled
C69D7VD39FKM,2861,kettle,empty,full,1.8559196963906288,0.060984323499724276,True,The tea kettle I put on remained [ silent / whistled ].,silent,whistled
FWD4Z73KK6F6,1230,pedometer,accurate,inaccurate,3.042960911989212,0.036490324418991804,True,I mapped my route on Google Earth and realized that my pedometer was [ right / wrong ].,right,wrong
NFN2M74RPJ2Q,583,kimono,short,lengthened,0.6312278565019369,0.5653489846736193,True,Kimiko's legs were [exposed / hidden] by her outfit during the ceremony.,exposed,hidden
QHKQ32WVQEGN,2598,fire,hot,cold,2.0185116678476334,0.4753860179334879,True,The fire was [ablaze/extinguished].,ablaze,extinguished
HKXM7AJCMHJQ,2436,bowl,hollow,stuffed,9.866313636302946,0.027461416902951896,True,The bowl could fit [everything/nothing] when cooking. ,everything,nothing
XXKCFJGVJDTX,1446,cement mixer,portable,irremovable,1.1810350231826303,0.02258506283396855,True,Todd had to [carry/leave] the cement mixer.,carry,leave
FPMCK2P37RW2,782,hula hoop,cylindrical,square,2.3348048329353333,0.12582954950630665,True,Mike was [ frustrated / entertained ] by the hula hoop.,entertained,frustrated
VNAQPVX4R36A,1996,girl,alone,socializing,2.083855122327805,0.00287542770820437,True,She's sitting at a table playing [Solitaire / Bridge],Solitaire,Bridge
7TVRDX6P4GTP,132,baby,healthy,sickly,22.09383398294449,0.011882292164955288,True,The baby's mother took him to the doctor every [ milestone / week ].,milestone,week
XXKCFJGVJDTX,1760,mussel,edible,toxic,65.19595980644226,0.3709641518071294,True,I had a [tasty/deadly] mussel.,tasty,deadly
XH7FWCGRRXDJ,1356,fire alarm,sound,square,9.803050011396408,0.0005750238869950407,True,N/A,N/A,N/A
FWD4Z73KK6F6,86,jump rope,elastic,cotton,10.844813287258148,0.011938307579839602,True,The [ stretchable / nylon ] jump rope withstood the vigors of constant use.,stretchable,nylon
QHKQ32WVQEGN,584,kimono,short,tall,0.6312278565019369,0.05116718821227551,True,The kimono hit [above/below] the knee.,above,below
XXKCFJGVJDTX,1694,hail,cold,warm,3.7389926612377167,0.6297482177615166,True,[Frozen/Melted] hail fell from the sky.,frozen,melted
C69D7VD39FKM,1349,shopping basket,empty,occupied,4.294997826218605,0.003448676216066815,True,"Because of the store's prices, my shopping basket is [ desolate / overcrowded ].",desolate,overcrowded
C69D7VD39FKM,1632,bra,optional,mandatory,8.856249600648882,0.22962940856814384,True,Depending on whether or not I have company in my home determines if wearing a bra is [ permissive / obligatory ].,permissive,obligatory
QHKQ32WVQEGN,2267,music box,musical,tuneless,9.437672048807144,0.06182388169690967,True,Linda's music box was [loud/silent].,loud,silent
QHKQ32WVQEGN,455,first-aid kit,portable,immovable,1.8120056018233301,0.08603530004620552,True,The doctor [carried/glued] the first-aid kit.,carried,glued
XH7FWCGRRXDJ,37,bark,thick,thin,1.7342854291200638,0.9229520335793496,True,Tina noticed the bark was from a [ pine / birch ],pine,birch
HKXM7AJCMHJQ,2301,puppet,dead,animated,3.468167781829834,0.11765982490032913,True,Tims play was really good especially when the puppet [dropped / jumped] from the top.,dropped,jumped
7TVRDX6P4GTP,146,basketball hoop,circular,oblong,8.487036079168321,0.02831272431649268,True,The audience watched as the [ basketball / football ] sailed through the basketball hoop.,basketball,football
XH7FWCGRRXDJ,1267,sheath,long,short,2.124314196407795,1.9109958782792087,True,Frank held up his [ narrow / wide ] sheath.,narrow,wide
XXKCFJGVJDTX,2381,oil,expensive,inexpensive,2.9128827154636383,0.08718082681298256,True,We will need lots of [costly/affordable] oil.,costly,affordable
XXKCFJGVJDTX,1444,peanut butter,edible,unpalatable,7.774944603443147,0.08885753923095763,True,I put the [nutritious/rank] peanut butter on my sandwich.,nutritious,rank
QHKQ32WVQEGN,2328,loveseat,there,removed,0.25584890972822905,0.027676241006702185,True,Michelle [purchased/sold] the loveseat.,purchased,sold
XXKCFJGVJDTX,1989,toy,real,fake,1.265438087284565,0.06019802531227469,True,Betsy said that her toy was [authentic/imaginary].,authentic,imaginary
FPMCK2P37RW2,2454,turnstile,automatic,manual,6.060322001576424,0.780212739482522,True,Bill activated the turnstile with a push of the [button / hand].,button,hand
XXKCFJGVJDTX,269,stew,delicious,disgusting,15.448194742202759,0.07568402797915041,True,Jim really [enjoyed/despised] the soup.,enjoyed,despised
FPMCK2P37RW2,952,snail,poisonous,safe,3.4031428396701813,0.0023522969058831227,True,The birds [ refused / hunted] to eat the snail.,refused,hunted
FPMCK2P37RW2,2336,pancake,edible,contaminated,3.446118161082268,0.0010836128240043763,True,Mike mixed [ chocolate / gravel ] into the pancake batter.,chocolate,gravel
FWD4Z73KK6F6,102,squash,edible,buried,1.9877551123499868,0.003922821633750573,True,The farmer showed me the [ nutritious / composted ] squash.,nutritious,composted
FPMCK2P37RW2,2701,chihuahua,extinct,common,20.822137594223022,0.09752475889399648,True,Jane had [often / never] seen chihuahuas since she was a child.,never,often
XH7FWCGRRXDJ,1251,bracket,empty,occupied,48.744070529937744,0.0038495356420753524,True,John looked at the bracket and noticed it had been [ deserted / claimed ].,deserted,claimed
XH7FWCGRRXDJ,44,pear,edible,brown,43.86540949344635,0.0650108908303082,True,Kelly saw a [ green / old ] pear.,green,old
XH7FWCGRRXDJ,903,combination lock,universal,specific,7.878899574279785,0.02016791986534372,True,John tried to use his combination lock on a different kind and was [ successful / disappointed ].,successful,disappointed
XH7FWCGRRXDJ,776,beetle,edible,inedible,4.655285552144051,0.029253610409796238,True,The chef [ cooked / exterminated ] the beetle.,cooked,exterminated
7TVRDX6P4GTP,15,handlebar,straight,crooked,3.768754377961159,0.1597295282408595,True,The handlebars made it [ easy / difficult ] for Sarah to go the direction she wanted.,easy,difficult
FPMCK2P37RW2,900,chessboard,square,circular,3.1512632966041565,1.864316314458847,True,Bill set the chessboard on its side and [ slid / rolled ] it down the ramp.,slid,rolled
QHKQ32WVQEGN,2321,surfboard,rigid,flexible,9.142653644084929,8.615151792764664,True,Will's surfboard was [vertical/bent].,verticle,bent
FPMCK2P37RW2,676,laundry basket,empty,packed,0.8063503541052341,0.00411760192946531,True,Mike noticed that the laundry basket was unusually [ lite / heavy ].,lite,heavy
XH7FWCGRRXDJ,180,origami,ancient,new,6.662253290414809,0.05621950840577483,True,This method of origami made the elder [ nostalgic / surprised ].,nostalgic,surprised
XXKCFJGVJDTX,965,radar,active,inactive,2.090844139456749,0.3408402903005481,True,It's best when the radar is [functioning/idle].,functioning,idle
XXKCFJGVJDTX,772,hotdog,hot,chilly,5.134021118283271,0.03267184365540743,True,The man took the hotdog from the [oven/cooler].,oven,cooler
XH7FWCGRRXDJ,1089,aluminum foil,thin,thick,2.91622206568718,0.16494797309860587,True,Lily's aluminum foil she brought back from the store was [ generic / expensive ].,generic,expensive
QHKQ32WVQEGN,295,aluminum foil,transparent,opaque,4.03149276971817,0.013514197780750692,True,The type of aluminum foil used was [innovative/regular].,innovative,regular
XXKCFJGVJDTX,1736,map,accurate,inaccurate,4.2562175542116165,0.0015906134649412704,True,The map told me to come [here/elsewhere].,here,elsewhere
3MMFR6RXMZM2,2552,gondola,empty,overflowing,1.0991962626576424,0.013842500629834829,True,We saw the roofless gondola during [winter/summer].,winter,summer
XH7FWCGRRXDJ,1269,lava,volcanic,petrified,4.563361778855325,0.0872905133292079,True,The townspeople [ fled / held ] the lava.,fled,held
FPMCK2P37RW2,705,strawberry,edible,holey,15.800632536411285,0.033962848829105496,True,N/A,N/A,N/A
HKXM7AJCMHJQ,2100,clove,edible,toxic,41.429391503334045,0.036256792373023934,True,Manny picked a clove and it smelled [ripe/rotten].,ripe,rotten
XH7FWCGRRXDJ,1334,cactus,small,massive,1.4191878959536552,0.05433083279058337,True,Angie had just [ germinated / transplanted ] her cactus.,germinated,transplanted
XH7FWCGRRXDJ,173,paper,free,costly,14.195694029331207,0.05788355483673512,True,Tina is [ donating / selling ] the luxurious paper to people.,donating,selling
HKXM7AJCMHJQ,1480,wafer,thin,thick,7.005520164966582,0.843430869281292,True,Marco took a bite of the wafer and it [broke/filled] in his mouth.,broke,filled
FPMCK2P37RW2,1567,pug,important,immaterial,1.2514859437942505,0.09358039242215456,True,Mike was [ concerned / indifferent ] when he could not find the pug.,concerned,indifferent
FPMCK2P37RW2,1136,crystal ball,empty,full,1.9898172467947008,0.02090302004944533,True,Jim could see [ everything / nothing ] in the crystal ball.,nothing,everything
C69D7VD39FKM,2755,skeleton,hollow,dense,5.326884612441064,0.042569823563098914,True,The biology teacher was able to determine the authenticity of the model skeleton by how [ artificial / seasoned ] the bones were. ,artificial ,seasoned
XH7FWCGRRXDJ,697,coffee bean,edible,putrid,3.082339093089104,0.020396111358422786,True,Martin [ enjoyed / discarded ] the coffee bean.,enjoyed,discarded
HKXM7AJCMHJQ,2988,spam,anonymous,identified,4.313359037041663,0.009579041216056794,True,After running a spam trace the names were behind a(n) [closed/open] firewall.,closed,open
C69D7VD39FKM,1405,makeup,perfect,flawed,4.966923967003822,0.004667708708439022,True,"Due to the brand, Crystal's makeup looked [ untouched / smeared ] after exercising. ",untouched,smeared
XXKCFJGVJDTX,216,sailboat,unique,ordinary,3.0945437029004097,0.009289466834161429,True,We took a [unusual/regular] sailboat.,unusual,regular
HKXM7AJCMHJQ,2666,tablecloth,linen,plastic,57.76063799858093,0.17094978829845786,True,The dirty table cloth was put in the [washer/trash].,washer,trash
FPMCK2P37RW2,2356,drawer,empty,full,8.51467102766037,0.4891161341220141,True,Jane had [ no / endless ] space available in the drawer.,endless,no
TRZKH4HK4646,2970,bone,hollow,filled,7.353410869836807,0.11344306403771046,True,The bone was [ lighter / heavier ] than it looked. ,lighter,heavier
XH7FWCGRRXDJ,415,ladybug,female,male,5.4010726511478415,1.9726920872926712,True,Jackie says that it is [ true / impossible ] for the ladybug to be a lady.,true,impossible
C69D7VD39FKM,2725,stamp,circular,scalloped,6.020357459783554,0.013856073201168329,True,Darren's new stamp in his collection was rather [ round / crinkled ]. ,round,crinkled
CM3Q239CAYN3,2196,bathrobe,optional,towel,3.3552903681993484,0.014632339298259469,True,Alice enjoyed her time at the [ nudist / luxurious ] spa.,nudist,luxurious
FPMCK2P37RW2,1898,gravel,hard,crumbling,1.4877760782837868,0.04009172553196549,True,Mike had a [ difficult / easy ] time crushing the gravel into sand.,difficult,easy
XH7FWCGRRXDJ,1131,tree trunk,straight,crooked,4.938620701432229,0.13830680400133133,True,The tree in Bob's yard is a [ pine / maple ].,pine,maple
QHKQ32WVQEGN,662,grater,circular,angular,2.6575746014714237,0.06623438093811274,True,Tim found the grater to fit perfectly into the [round/square] package.,round,square
HKXM7AJCMHJQ,2248,mailbox,empty,stuffed,10.821247845888138,0.009093517292058095,True,The postman [took/placed] the mail in the maillbox,took,placed
XH7FWCGRRXDJ,1637,pedal,free,pricey,4.0326815098524085,0.05894639762118459,True,"At the bike store, John was shown a [ promotional / luxury ] pedal.",promotional,luxury
FPMCK2P37RW2,1930,rattlesnake,poisonous,harmless,10.775255411863327,0.2505579963326454,True,Bill knew that handling the rattlesnake was [ safe / dangerous].,dangerous,safe
XH7FWCGRRXDJ,749,crate,empty,full,39.147865772247314,2.9215319082140923,True,Carlos [ returned / packed ] the crate.,returned,packed
HKXM7AJCMHJQ,1094,orange,orange,black,4.6436987817287445,0.8769623935222626,True,The orange was the color of the [sun/pavement],sun,pavement
FPMCK2P37RW2,2774,fence,intact,broken,2.835170552134514,2.2784298285841937,True,Bill's car had gone right [ around / through ] the fence.,around,through
XXKCFJGVJDTX,2643,gel,liquid,hardened,2.6828963309526443,0.01193439238704741,True,When I poured out the gel it [splattered/cracked].,splattered,cracked
XH7FWCGRRXDJ,103,squash,edible,pecked,1.9877551123499868,0.026974454522132874,True,The birds have [ observed / mauled ] the squash.,observed,mauled
HKXM7AJCMHJQ,1890,teapot,empty,full,7.609160989522934,0.2429984277114272,True,The stove was [off/on] when the kettle was on the range,Off,On
XH7FWCGRRXDJ,1298,cot,empty,full,7.763472199440002,2.0791083574295044,True,The dog jumped [ off / into ] the cot.,off,into
FWD4Z73KK6F6,2852,boomerang,long,short,0.27738793287426233,0.18380790716037154,True,I couldn't get a good grib on the boomerang because it was too [ tall / tiny ],tall,tiny
FPMCK2P37RW2,618,cane,hollow,thick,2.725588530302048,0.1520888297818601,True,N/A,N/A,N/A
HKXM7AJCMHJQ,651,rhinoceros,extinct,thriving,16.757245361804962,3.082202226778463e-05,True,The local water hole was [full/depleted] where the Rhinos live.,full,depleted
FWD4Z73KK6F6,1242,filter,transparent,solid,2.0091174170374866,0.13213884085416794,True,I could see [ everything / nothing ] through the filter.,everything,nothing
XH7FWCGRRXDJ,703,marmalade,delicious,bad,2.245038747787476,0.03024090838152915,True,Gina's marmalade had a lot of [ sugar / mold ].,sugar,mold
QHKQ32WVQEGN,494,gourd,edible,dangerous,6.660301983356477,0.026287545915693045,True,Bin made the gourd into [tea/poison].,tea,poison
3MMFR6RXMZM2,2564,coal,hot,cold,1.1236747726798058,0.26226339396089315,True,The coals were [glowing/gray].,glowing,gray
HKXM7AJCMHJQ,2437,aardvark,extinct,common,4.144634306430817,0.34770986530929804,True,The aardvark was [leaving/eating] all the crops. ,leaving,eating
FPMCK2P37RW2,2020,coin,circular,rectangular,9.898138046264648,0.18281220691278574,True,Bill showed off his collection of [ square / round ] coins.,round,square
FPMCK2P37RW2,1189,potpie,small,massive,0.6744487676769495,0.005774598685093224,True,The potpie was enough to feed a [ child / army ].,child,army
XXKCFJGVJDTX,800,horn,long,tiny,1.2751061469316485,0.08935411460697651,True,The horn takes up a [wide/narrow] storage space.,wide,narrow
XH7FWCGRRXDJ,1104,knife,sharp,dull,1.3060123659670353,0.5734634585678577,True,John's knife [ sliced / dented ] the meat.,sliced,dented
FPMCK2P37RW2,498,walrus,extinct,existent,15.323492884635925,0.2231220481917262,True,The last walrus [ died / arrived ] in this area fifty years ago.,died,arrived
FPMCK2P37RW2,605,finger,long,short,3.061920776963234,1.0978778824210167,True,Mike stuck out his [ middle / pinky ] finger.,middle,pinky
XH7FWCGRRXDJ,1120,mulch,dry,wet,2.736019901931286,1.375076361000538,True,There has been a [ drought / monsoon ].,drought,monsoon
XXKCFJGVJDTX,1473,test tube,hollow,filled,4.2317524552345285,0.02065116132143885,True,The doctor used a [empty/loaded] test tube.,empty,loaded
FPMCK2P37RW2,635,chili,hot,cold,3.8865692913532257,0.1804989413358271,True,The chili had been in the [ oven / refrigerator ] all day,oven,refrigerator
FPMCK2P37RW2,2618,face,human,feline,2.962389402091503,0.006454192043747753,True,Jacks face featured prominent [whiskers / freckles].,freckles,whiskers
XXKCFJGVJDTX,950,wrap,thin,thick,3.5409685224294662,1.4209053479135036,True,You should use a wrap that is [permeable/protective].,permeable,protective
HKXM7AJCMHJQ,783,kangaroo,extinct,alive,2.9578737914562225,0.062331784283742316,True,Marcy realized her grass was [abundant/gone] thinking about the kangaroos.,abundant,gone
XXKCFJGVJDTX,1802,football,popular,ignored,1.901901327073574,0.01079087596735917,True,The most [famous/dismissed] ball is the football.,famous,dismissed
HKXM7AJCMHJQ,2881,tea,cold,warm,2.51538660377264,0.744579266756773,True,Jim put the tea in the [fridge/pot] before drinking.,fridge,pot
FPMCK2P37RW2,2576,dalmatian,human,canine,1.0494694113731384,0.1612657681107521,True,Bill picked up the strange looking dalmatian hybrid from the [pound / laboratory].,laboratory,pound
FPMCK2P37RW2,577,honey,sweet,bitter,9.188685566186903,0.8098279125988483,True,Mike found a bottle of [ pure / contaminated ] honey.,pure,contaminated
FPMCK2P37RW2,937,chain,short,lengthy,2.678081765770912,0.02070890477625653,True,There was [ excessive / insufficient ] chain to tie up the boat.,insufficient,excessive
