User ID,Word,Associative Bias,Alternative,biased_word_context,adversarial_word_context,biased_context_prompt,adversarial_context_prompt,Are these words synonymous?[ {{Associative Bias}} / {{biased_word_context}} ],Are these words synonymous?[ {{Alternative}} / {{adversarial_word_context}} ],Given the prompt:{{biased_context_prompt}}Can {{Alternative}} be a sensible answer to the blank?,Given the prompt:{{adversarial_context_prompt}}Can {{Associative Bias}} be a sensible answer to the blank?
C69D7VD39FKM,spaghetti,cold,warm,never,just,Mark had had never cooked the spaghetti. The spaghetti is ____.,Mark had had just cooked the spaghetti. The spaghetti is ____.,No,No,No,No
C69D7VD39FKM,bulletin board,open,locked,overfilled,inaccessible,Janet tried to write on the bulletin board but it was overfilled. The bulletin board is ____.,Janet tried to write on the bulletin board but it was inaccessible. The bulletin board is ____.,Yes,Yes,No,No
FPMCK2P37RW2,wheat,edible,toxic,flour,pesticides,Barbara's wheat is covered in flour. The wheat is ____.,Barbara's wheat is covered in pesticides. The wheat is ____.,No,No,No,No
FPMCK2P37RW2,board,empty,full,erased,colored,"In the classroom, the students had erased the board. The board is ____.","In the classroom, the students had colored the board. The board is ____.",No,No,No,No
9KNVR6X2DWC4,panther,prey,predator,tiger,rabbit,Mike watched the panther and the tiger hunting in the tall grass. The panther is ____.,Mike watched the panther and the rabbit hunting in the tall grass. The panther is ____.,No,No,Yes,No
NFN2M74RPJ2Q,cork,elastic,dried,easily,never,Bill was sure he would easily get this cork back in the bottle. The cork is ____.,Bill was sure he would never get this cork back in the bottle. The cork is ____.,No,No,No,No
C69D7VD39FKM,juice,good,bad,fresh,rank,She poured the fresh juice in a jar. The juice is ____.,She poured the rank juice in a jar. The juice is ____.,Yes,Yes,No,No
FPMCK2P37RW2,cream,thick,skinny,filled,topped,The cream filled the cup of hot cocoa. The cream is ____.,The cream topped the cup of hot cocoa. The cream is ____.,No,No,No,Yes
FPMCK2P37RW2,shrimp,poisonous,tasty,painful,enjoyable,"If you eat the shrimp, it will be painful. The shrimp is ____.","If you eat the shrimp, it will be enjoyable. The shrimp is ____.",No,No,No,No
FPMCK2P37RW2,bucket,heavy,lightweight,burdensome,easy,The bucket was burdensome for the child to carry. The bucket is ____.,The bucket was easy for the child to carry. The bucket is ____.,No,No,No,No
NFN2M74RPJ2Q,car seat,comfortable,uncomfortable,ample,minimal,The seat had ample padding. The car seat is ____.,The seat had minimal padding. The car seat is ____.,No,No,No,Yes
NFN2M74RPJ2Q,pinecone,edible,inedible,better,worse,Boiling a pinecone in the soup made every much better. The pinecone is ____.,Boiling a pinecone in the soup made every much worse. The pinecone is ____.,No,No,No,No
QHKQ32WVQEGN,macadamia,extinct,growing,eliminated,planted,The macadamia was eliminated recently. The macadamia is ____.,The macadamia was planted recently. The macadamia is ____.,Yes,No,No,No
NFN2M74RPJ2Q,bassinet,large,small,Five,Two ,Todd  could fit Five loaves of bread in the bassinet. The bassinet is ____.,Todd  could fit Two  loaves of bread in the bassinet. The bassinet is ____.,No,No,No,Yes
NFN2M74RPJ2Q,hockey stick,wooden,steel,cracked,fine,Frank threw his hockey stick at the wall and it was cracked. The hockey stick is ____.,Frank threw his hockey stick at the wall and it was fine. The hockey stick is ____.,No,No,No,Yes
NFN2M74RPJ2Q,furnace,hot,cold,on,off,Jonas turned the furnace on. The furnace is ____.,Jonas turned the furnace off. The furnace is ____.,No,No,Yes,Yes
9KNVR6X2DWC4,bubble,empty,filled,smell,liquid,"When the bubble popped, a sweet smell rained down. The bubble is ____.","When the bubble popped, a sweet liquid rained down. The bubble is ____.",No,No,No,No
FPMCK2P37RW2,yogurt,sweet,sour,days,months,"Jane found the yogurt hidden in the back of the fridge, days after purchasing it. The yogurt is ____.","Jane found the yogurt hidden in the back of the fridge, months after purchasing it. The yogurt is ____.",No,No,No,No
QHKQ32WVQEGN,crab,prey,carnivorous,fleeing,eating,The crab is fleeing the bird. The crab is ____.,The crab is eating the bird. The crab is ____.,No,No,No,No
FPMCK2P37RW2,creme brulee,edible,inedible,thrilled,devastated,Jimmy was thrilled by the results of his creme brulee. The creme brulee is ____.,Jimmy was devastated by the results of his creme brulee. The creme brulee is ____.,No,No,No,No
C69D7VD39FKM,pulpit,free,occupied,left,entered,The priest left the pulpit. The pulpit is ____.,The priest entered the pulpit. The pulpit is ____.,Yes,Yes,No,No
FPMCK2P37RW2,bowling ball,spherical,crooked,rolled,bounced,The bowling ball rolled down the lane. The bowling ball is ____.,The bowling ball bounced down the lane. The bowling ball is ____.,No,No,No,Yes
9KNVR6X2DWC4,hole,there,here,store,home,Her shirt was ripped at the store. The hole is ____.,Her shirt was ripped at the home. The hole is ____.,No,No,No,No
FPMCK2P37RW2,navel,flat,curved,board,ball,Mary saw Tims navel thinking it looked like a board. The navel is ____.,Mary saw Tims navel thinking it looked like a ball. The navel is ____.,No,No,No,No
C69D7VD39FKM,odometer,accurate,inaccurate,correct,wrong,Steph confirmed that her odometer was correct by measuring the distance on Google Earth. The odometer is ____.,Steph confirmed that her odometer was wrong by measuring the distance on Google Earth. The odometer is ____.,Yes,Yes,No,No
FPMCK2P37RW2,cream,perfect,separating,new,old,Tina's milk from the store is new. The cream is ____.,Tina's milk from the store is old. The cream is ____.,No,No,No,No
FPMCK2P37RW2,headdress,optional,necessary,bed,ceremony,The Native American chief was in a bed. The headdress is ____.,The Native American chief was in a ceremony. The headdress is ____.,No,No,No,No
NFN2M74RPJ2Q,broccoli,edible,rotten,sad,excited,Suzy was sad to throw out the broccoli. The broccoli is ____.,Suzy was excited to throw out the broccoli. The broccoli is ____.,No,No,Yes,No
FPMCK2P37RW2,turf,artificial,real,fake,natural,We can tell that the turf is fake. The turf is ____.,We can tell that the turf is natural. The turf is ____.,No,No,No,No
9KNVR6X2DWC4,hair,short,lengthy,cut,grew,The girl cut her hair. The hair is ____.,The girl grew her hair. The hair is ____.,No,No,No,No
FPMCK2P37RW2,harp,musical,dissonant,tune,disharmonious,Jackie played the harp's strings and found it tune. The harp is ____.,Jackie played the harp's strings and found it disharmonious. The harp is ____.,No,Yes,No,No
NFN2M74RPJ2Q,punch,strong,mild,really,barely,Bill really felt that punch. The punch is ____.,Bill barely felt that punch. The punch is ____.,No,No,No,No
FPMCK2P37RW2,badge,circular,square,round,square,The badge makes round imprints on his shirts. The badge is ____.,The badge makes square imprints on his shirts. The badge is ____.,Yes,Yes,No,No
9KNVR6X2DWC4,blueberry,edible,poisonous,healthy,dangerous,The blueberry in the salad is healthy. The blueberry is ____.,The blueberry in the salad is dangerous. The blueberry is ____.,No,Yes,No,No
C69D7VD39FKM,cork,elastic,dry,new,old,Gorton's cork is new. The cork is ____.,Gorton's cork is old. The cork is ____.,Yes,Yes,No,No
QHKQ32WVQEGN,earwig,poisonous,delicious,hurt,feed,An earwig is good to hurt someone. The earwig is ____.,An earwig is good to feed someone. The earwig is ____.,No,No,No,No
NFN2M74RPJ2Q,cleaver,sharp,dull,clean,jagged,The cleaver made a clean cut. The cleaver is ____.,The cleaver made a jagged cut. The cleaver is ____.,No,No,No,Yes
C69D7VD39FKM,girl,dead,healthy,bus,balloon,Susan was hit by a bus. The girl is ____.,Susan was hit by a balloon. The girl is ____.,No,No,No,No
QHKQ32WVQEGN,banana,edible,inedible,yellow,black,A yellow banana was in my lunchbox. The banana is ____.,A black banana was in my lunchbox. The banana is ____.,No,No,Yes,No
NFN2M74RPJ2Q,hummus,edible,spoiled,served,discarded,Vicky served the hummus. The hummus is ____.,Vicky discarded the hummus. The hummus is ____.,No,No,No,No
C69D7VD39FKM,creme brulee,edible,inedible,thrilled,devastated,Jimmy was thrilled by the results of his creme brulee. The creme brulee is ____.,Jimmy was devastated by the results of his creme brulee. The creme brulee is ____.,No,No,No,No
FPMCK2P37RW2,gong,hollow,solid,Loud,Soft,Mark smash the side of the gong making a Loud rininging. The gong is ____.,Mark smash the side of the gong making a Soft rininging. The gong is ____.,No,No,Yes,Yes
NFN2M74RPJ2Q,grate,circular,straight,plate,tray,The lid for the grate is shaped like a plate. The grate is ____.,The lid for the grate is shaped like a tray. The grate is ____.,No,No,No,Yes
NFN2M74RPJ2Q,prism,circular,heart,marble,prospective,The prism would be a good gift for a marble lover. The prism is ____.,The prism would be a good gift for a prospective lover. The prism is ____.,No,No,No,Yes
NFN2M74RPJ2Q,grapefruit,edible,toxic,fresh,poisoned,I picked up a grapefruit that was fresh. The grapefruit is ____.,I picked up a grapefruit that was poisoned. The grapefruit is ____.,Yes,Yes,No,No
FPMCK2P37RW2,stingray,poisonous,edible,hazard,delicacy,"In Australia, this stingray is a hazard. The stingray is ____.","In Australia, this stingray is a delicacy. The stingray is ____.",No,No,No,No
NFN2M74RPJ2Q,badge,circular,square,round,square,The badge makes round imprints on his shirts. The badge is ____.,The badge makes square imprints on his shirts. The badge is ____.,Yes,Yes,No,No
FPMCK2P37RW2,squirrel,small,enormous,toy,statue,The squirrel was a toy on the grass. The squirrel is ____.,The squirrel was a statue on the grass. The squirrel is ____.,No,No,No,Yes
FPMCK2P37RW2,star fruit,edible,poisonous,rain,metals,The star fruit grew in an area with lots of heavy rain. The star fruit is ____.,The star fruit grew in an area with lots of heavy metals. The star fruit is ____.,No,No,No,No
C69D7VD39FKM,bowling ball,spherical,squarish,best,worst,Kim's new ball ensured he bowled the best game of his life. The bowling ball is ____.,Kim's new ball ensured he bowled the worst game of his life. The bowling ball is ____.,No,No,No,Yes
C69D7VD39FKM,drill,simple,hard,easy,arduous,Susan had an easy time figuring out how to use the drill. The drill is ____.,Susan had an arduous time figuring out how to use the drill. The drill is ____.,Yes,Yes,No,No
QHKQ32WVQEGN,robot,dead,functional,vulnerable,impervious,"The robot sat on the rock, vulnerable to the intense EMP attack leveled against it. The robot is ____.","The robot sat on the rock, impervious to the intense EMP attack leveled against it. The robot is ____.",No,No,Yes,No
FPMCK2P37RW2,test tube,cylindrical,cubic,rolled,balanced,The test tubes rolled when put down. The test tube is ____.,The test tubes balanced when put down. The test tube is ____.,No,No,No,Yes
FPMCK2P37RW2,slingshot,long,short,easily,barely,Sally could easily get enough tension out of the slingshot to make the shot. The slingshot is ____.,Sally could barely get enough tension out of the slingshot to make the shot. The slingshot is ____.,No,No,No,No
C69D7VD39FKM,cummerbund,long,tiny,fat,thin,The fat man wore the cummerbund. The cummerbund is ____.,The thin man wore the cummerbund. The cummerbund is ____.,Yes,Yes,No,No
FPMCK2P37RW2,coin,gold,copper,silver,wooden,I carry around a silver coin. The coin is ____.,I carry around a wooden coin. The coin is ____.,No,No,No,No
FPMCK2P37RW2,inhaler,portable,fixed,cartridge,tank,Mike's inhaler requires an air cartridge to work. The inhaler is ____.,Mike's inhaler requires an air tank to work. The inhaler is ____.,No,No,No,No
FPMCK2P37RW2,juicer,empty,full,drank,started,Ryan has drank his smoothie. The juicer is ____.,Ryan has started his smoothie. The juicer is ____.,No,No,No,Yes
C69D7VD39FKM,moccasin,edible,inedible,fondant,leather,Mike crafted the moccasin out of fondant. The moccasin is ____.,Mike crafted the moccasin out of leather. The moccasin is ____.,Yes,Yes,No,No
XH7FWCGRRXDJ,fence,intact,failing,secure,concerned,The state of the fence around his house made Bill feel secure. The fence is ____.,The state of the fence around his house made Bill feel concerned. The fence is ____.,Yes,No,No,Yes
C69D7VD39FKM,blanket,warm,cold,boy,snow,John's blanket is on the boy. The blanket is ____.,John's blanket is on the snow. The blanket is ____.,No,Yes,No,No
FPMCK2P37RW2,vase,empty,full,much,no,There was much room left for flowers in the vase. The vase is ____.,There was no room left for flowers in the vase. The vase is ____.,No,No,No,No
FPMCK2P37RW2,toe,long,short,larger,smaller,"Suzy had to get larger shoes, on account of her abnormal toe. The toe is ____.","Suzy had to get smaller shoes, on account of her abnormal toe. The toe is ____.",No,No,No,No
C69D7VD39FKM,pipe,cylindrical,rectangle,round,cubical,Brad had to use a round pipe. The pipe is ____.,Brad had to use a cubical pipe. The pipe is ____.,Yes,No,No,No
QHKQ32WVQEGN,mast,tall,down,upright,sideways,The pirate found the mask to be upright. The mast is ____.,The pirate found the mask to be sideways. The mast is ____.,Yes,Yes,No,No
FPMCK2P37RW2,lemonade,bitter,sweet,acidic,sugary,Mark brought some acidic lemonade to lunch. The lemonade is ____.,Mark brought some sugary lemonade to lunch. The lemonade is ____.,No,Yes,No,No
FPMCK2P37RW2,sawhorse,extinct,alive,rotten,moving,Jane saw that the sawhorse was rotten. The sawhorse is ____.,Jane saw that the sawhorse was moving. The sawhorse is ____.,No,No,No,No
FPMCK2P37RW2,turnstile,automatic,manual,button,hand,Bill activated the turnstile with a push of the button. The turnstile is ____.,Bill activated the turnstile with a push of the hand. The turnstile is ____.,No,No,No,No
FPMCK2P37RW2,chin,swollen,normal,puffy,tight,Marcy's chin is puffy. The chin is ____.,Marcy's chin is tight. The chin is ____.,No,No,No,No
NFN2M74RPJ2Q,dishwashing liquid,liquid,solidified,poured,thudded,The dishwashing liquid poured onto the counter. The dishwashing liquid is ____.,The dishwashing liquid thudded onto the counter. The dishwashing liquid is ____.,No,No,No,No
NFN2M74RPJ2Q,pretzel,edible,inedible,smelled,destroyed,Ricardo's dog smelled his pretzel. The pretzel is ____.,Ricardo's dog destroyed his pretzel. The pretzel is ____.,No,No,No,No
FPMCK2P37RW2,bubble,empty,filled,smell,liquid,"When the bubble popped, a sweet smell rained down. The bubble is ____.","When the bubble popped, a sweet liquid rained down. The bubble is ____.",No,No,Yes,No
NFN2M74RPJ2Q,sweeper,human,inhuman,janitor,cat,Mike assigned sweeping duties at the office to the local janitor. The sweeper is ____.,Mike assigned sweeping duties at the office to the local cat. The sweeper is ____.,No,No,No,No
FPMCK2P37RW2,aquarium,large,tiny,sharks,goldfish,Drew's aquarium was for his pet sharks. The aquarium is ____.,Drew's aquarium was for his pet goldfish. The aquarium is ____.,No,No,No,No
FPMCK2P37RW2,prism,spherical,rectangular,rolled,slid,Mike rolled the prism across the table. The prism is ____.,Mike slid the prism across the table. The prism is ____.,No,No,No,No
9KNVR6X2DWC4,sawhorse,extinct,alive,rotten,moving,Jane saw that the sawhorse was rotten. The sawhorse is ____.,Jane saw that the sawhorse was moving. The sawhorse is ____.,No,No,No,No
FPMCK2P37RW2,prism,circular,heart,marble,prospective,The prism would be a good gift for a marble lover. The prism is ____.,The prism would be a good gift for a prospective lover. The prism is ____.,No,No,No,No
FPMCK2P37RW2,chalkboard,empty,covered,lifeguard,teacher,The child pretended to be a lifeguard. The chalkboard is ____.,The child pretended to be a teacher. The chalkboard is ____.,No,No,No,No
NFN2M74RPJ2Q,biscuit,thin,thick,flatter,fuller,The biscuit was flatter than normal. The biscuit is ____.,The biscuit was fuller than normal. The biscuit is ____.,No,No,No,No
QHKQ32WVQEGN,sushi,simple,confusing,beginner,enthusiast,The sushi is perfect for a beginner. The sushi is ____.,The sushi is perfect for a enthusiast. The sushi is ____.,Yes,No,No,No
FPMCK2P37RW2,iron,iron,gold,household,art,The iron was designed for household projects. The iron is ____.,The iron was designed for art projects. The iron is ____.,No,No,No,Yes
FPMCK2P37RW2,thumbtack,plastic,metal,snapped,bent,Jane pushed the thumbtack too hard and it snapped in half. The thumbtack is ____.,Jane pushed the thumbtack too hard and it bent in half. The thumbtack is ____.,No,No,No,No
FPMCK2P37RW2,chessboard,flat,ununiform ,even,raised,The squares on the chessboard were even. The chessboard is ____.,The squares on the chessboard were raised. The chessboard is ____.,No,No,No,No
NFN2M74RPJ2Q,mandolin,portable,stuck,real,wax,The person holding the mandolin is real. The mandolin is ____.,The person holding the mandolin is wax. The mandolin is ____.,No,No,No,Yes
QHKQ32WVQEGN,duck,extinct,alive,ninety,two,The duck is being referenced ninety years from now. The duck is ____.,The duck is being referenced two years from now. The duck is ____.,No,No,No,Yes
FPMCK2P37RW2,girl,dead,healthy,bus,balloon,Susan was hit by a bus. The girl is ____.,Susan was hit by a balloon. The girl is ____.,No,No,No,No
C69D7VD39FKM,chihuahua,extinct,alive,none,alot,At the dog pound there were none of chihuahuas. The chihuahua is ____.,At the dog pound there were alot of chihuahuas. The chihuahua is ____.,Yes,Yes,No,No
FPMCK2P37RW2,dolphin,amphibious,oceanic,legs,teeth,Some prehistoric dolphins had legs in addition to fins. The dolphin is ____.,Some prehistoric dolphins had teeth in addition to fins. The dolphin is ____.,No,No,No,No
C69D7VD39FKM,football,popular,ignored,famous,dismissed,The most famous ball is the football. The football is ____.,The most dismissed ball is the football. The football is ____.,Yes,Yes,No,No
FPMCK2P37RW2,vial,empty,overflowing,clean ,spilling,Brad needed a vial that was clean . The vial is ____.,Brad needed a vial that was spilling. The vial is ____.,No,No,No,No
FPMCK2P37RW2,wine,good,off,pleasant,odd,The old wine John found in the cellar is pleasant tasting. The wine is ____.,The old wine John found in the cellar is odd tasting. The wine is ____.,No,No,No,No
NFN2M74RPJ2Q,mug,cold,hot,fridge ,pot,The coffee poured into the mug was in the fridge . The mug is ____.,The coffee poured into the mug was in the pot. The mug is ____.,No,No,No,Yes
FPMCK2P37RW2,dashboard,clear,filled,clean,messy,They gave me a ticket that I put on the clean dashboard. The dashboard is ____.,They gave me a ticket that I put on the messy dashboard. The dashboard is ____.,Yes,No,No,No
9KNVR6X2DWC4,spear,long,short,man,dog,The spear stood at all as a man. The spear is ____.,The spear stood at all as a dog. The spear is ____.,No,No,No,No
QHKQ32WVQEGN,prism,spherical,rectangular,rolled,slid,Mike rolled the prism across the table. The prism is ____.,Mike slid the prism across the table. The prism is ____.,No,No,Yes,Yes
NFN2M74RPJ2Q,crouton,circular,rectangular,rounded,pointed,Marks favorite croutons had rounded corners when chewing. The crouton is ____.,Marks favorite croutons had pointed corners when chewing. The crouton is ____.,Yes,No,No,No
FPMCK2P37RW2,juice,good,bad,fresh,rank,She poured the fresh juice in a jar. The juice is ____.,She poured the rank juice in a jar. The juice is ____.,No,No,No,No
NFN2M74RPJ2Q,snail,edible,inedible,consumable,noxious,I found a consumable snail by the pond yesterday. The snail is ____.,I found a noxious snail by the pond yesterday. The snail is ____.,Yes,Yes,No,No
NFN2M74RPJ2Q,wall,high,low,wondered,watched,Steve wondered what was going on in the neighbor's garden. The wall is ____.,Steve watched what was going on in the neighbor's garden. The wall is ____.,No,No,Yes,No
C69D7VD39FKM,chessboard,flat,ununiform ,even,raised,The squares on the chessboard were even. The chessboard is ____.,The squares on the chessboard were raised. The chessboard is ____.,Yes,Yes,No,No
NFN2M74RPJ2Q,antenna,circular,straight,circled,climbed,The ant circled along the antenna. The antenna is ____.,The ant climbed along the antenna. The antenna is ____.,No,No,No,Yes
NFN2M74RPJ2Q,meat grinder,mechanical,computerized,handle,switch,I shifted the handle on the meat grinder. The meat grinder is ____.,I shifted the switch on the meat grinder. The meat grinder is ____.,No,No,Yes,No
C69D7VD39FKM,chin,swollen,normal,puffy,tight,Marcy's chin is puffy. The chin is ____.,Marcy's chin is tight. The chin is ____.,Yes,No,No,No
FPMCK2P37RW2,payphone,portable,unwieldy,liftable,flimsy,The payphone Barry used was liftable. The payphone is ____.,The payphone Barry used was flimsy. The payphone is ____.,Yes,No,No,Yes
C69D7VD39FKM,yacht,empty,full,many,no,There is enough room on the yacht to fit many extra people. The yacht is ____.,There is enough room on the yacht to fit no extra people. The yacht is ____.,No,No,No,No
FPMCK2P37RW2,grapefruit,edible,toxic,fresh,poisoned,I picked up a grapefruit that was fresh. The grapefruit is ____.,I picked up a grapefruit that was poisoned. The grapefruit is ____.,No,No,No,No
FPMCK2P37RW2,buckle,round,straight,ball,needle,Marcus noticed this belt buckle felt like a ball. The buckle is ____.,Marcus noticed this belt buckle felt like a needle. The buckle is ____.,No,No,No,No
FPMCK2P37RW2,lens,sharp,soft,vibrant,dull,The picture Martha took was vibrant using her new lens. The lens is ____.,The picture Martha took was dull using her new lens. The lens is ____.,No,No,No,No
FPMCK2P37RW2,bag,empty,full,inside,outside,All of the groceries were inside the bag. The bag is ____.,All of the groceries were outside the bag. The bag is ____.,No,No,Yes,Yes
NFN2M74RPJ2Q,yo-yo,round,square,circumference,corner,The yo-yo has a circumference. The yo-yo is ____.,The yo-yo has a corner. The yo-yo is ____.,No,No,No,No
QHKQ32WVQEGN,seaweed,edible,inedible,awesome,terrible,Mike thought this seaweek would be awesome with sushi. The seaweed is ____.,Mike thought this seaweek would be terrible with sushi. The seaweed is ____.,No,No,Yes,Yes
C69D7VD39FKM,scorpion,edible,harmful,sustain,kill,Eating a scorpion will sustain you. The scorpion is ____.,Eating a scorpion will kill you. The scorpion is ____.,Yes,Yes,No,No
FPMCK2P37RW2,compass,true,inaccurate,working,broken,Jill's compass is working. The compass is ____.,Jill's compass is broken. The compass is ____.,No,No,No,No
FPMCK2P37RW2,moss,edible,inedible,fine,nauseous,"After eating the moss, Todd felt fine. The moss is ____.","After eating the moss, Todd felt nauseous. The moss is ____.",No,No,No,No
FPMCK2P37RW2,cream cheese,edible,inedible,food,fake,The cream cheese in the container is food. The cream cheese is ____.,The cream cheese in the container is fake. The cream cheese is ____.,No,No,No,No
9KNVR6X2DWC4,turf,artificial,real,fake,natural,We can tell that the turf is fake. The turf is ____.,We can tell that the turf is natural. The turf is ____.,Yes,No,No,No
FPMCK2P37RW2,furnace,hot,cold,on,off,Jonas turned the furnace on. The furnace is ____.,Jonas turned the furnace off. The furnace is ____.,No,No,No,No
NFN2M74RPJ2Q,headdress,optional,necessary,bed,ceremony,The Native American chief was in a bed. The headdress is ____.,The Native American chief was in a ceremony. The headdress is ____.,No,No,No,No
C69D7VD39FKM,potato,edible,growing,ripe,small,The potato was really ripe for cooking. The potato is ____.,The potato was really small for cooking. The potato is ____.,Yes,Yes,No,No
FPMCK2P37RW2,punch,strong,mild,really,barely,Bill really felt that punch. The punch is ____.,Bill barely felt that punch. The punch is ____.,No,No,No,No
FPMCK2P37RW2,trunk,open,sealed,unlocked,locked,Zaire's car trunk was unlocked. The trunk is ____.,Zaire's car trunk was locked. The trunk is ____.,No,Yes,No,No
FPMCK2P37RW2,shopping cart,empty,full,load,unload,We had to load the shopping cart. The shopping cart is ____.,We had to unload the shopping cart. The shopping cart is ____.,No,No,No,No
FPMCK2P37RW2,blowfish,edible,unpalatable,greedily,nervously,Mike greedily ate the blowfish sushi. The blowfish is ____.,Mike nervously ate the blowfish sushi. The blowfish is ____.,No,No,No,Yes
FPMCK2P37RW2,snail,edible,inedible,consumable,noxious,I found a consumable snail by the pond yesterday. The snail is ____.,I found a noxious snail by the pond yesterday. The snail is ____.,Yes,No,No,No
FPMCK2P37RW2,inkwell,empty,full,finished,added,Laura had finished ink in her inkwell. The inkwell is ____.,Laura had added ink in her inkwell. The inkwell is ____.,No,No,No,No
C69D7VD39FKM,lizard,edible,harmful,chicken,chemicals,The Florida man grabbed the lizard realizing he smells like chicken. The lizard is ____.,The Florida man grabbed the lizard realizing he smells like chemicals. The lizard is ____.,No,Yes,No,No
FPMCK2P37RW2,nest,small,huge,hummingbird,emu,The nest held hummingbird eggs. The nest is ____.,The nest held emu eggs. The nest is ____.,No,No,No,No
FPMCK2P37RW2,face,real,fake,authentic,CGI,Mary was able to pick the authentic face out of a lineup. The face is ____.,Mary was able to pick the CGI face out of a lineup. The face is ____.,Yes,No,No,No
C69D7VD39FKM,ice-cream cone,edible,fatal,good,expired,The label on the bag of ice cream cones said they were good. The ice-cream cone is ____.,The label on the bag of ice cream cones said they were expired. The ice-cream cone is ____.,Yes,Yes,No,No
FPMCK2P37RW2,bowling ball,spherical,squarish,best,worst,Kim's new ball ensured he bowled the best game of his life. The bowling ball is ____.,Kim's new ball ensured he bowled the worst game of his life. The bowling ball is ____.,No,No,No,No
NFN2M74RPJ2Q,railing,high,low,adult,toddler,The adult could reach the railing. The railing is ____.,The toddler could reach the railing. The railing is ____.,No,No,Yes,No
NFN2M74RPJ2Q,card,blank,covered,empty,designed,Jolene bought empty stationary cards. The card is ____.,Jolene bought designed stationary cards. The card is ____.,Yes,No,No,No
C69D7VD39FKM,beer,bitter,sweet,tart,sugary,Tom enjoys tart beer. The beer is ____.,Tom enjoys sugary beer. The beer is ____.,Yes,Yes,Yes,Yes
NFN2M74RPJ2Q,wheat,edible,toxic,flour,pesticides,Barbara's wheat is covered in flour. The wheat is ____.,Barbara's wheat is covered in pesticides. The wheat is ____.,No,No,No,No
FPMCK2P37RW2,apple,edible,inedible,real,wax,The apple real. The apple is ____.,The apple wax. The apple is ____.,No,No,No,No
FPMCK2P37RW2,veil,thin,thick,see,miss,Logan could see his friend through the veil of smoke outside. The veil is ____.,Logan could miss his friend through the veil of smoke outside. The veil is ____.,No,No,No,No
FPMCK2P37RW2,seaweed,edible,inedible,awesome,terrible,Mike thought this seaweek would be awesome with sushi. The seaweed is ____.,Mike thought this seaweek would be terrible with sushi. The seaweed is ____.,No,No,No,No
FPMCK2P37RW2,stingray,poisonous,safe,flee,approach,"If you see a stingray, you should flee. The stingray is ____.","If you see a stingray, you should approach. The stingray is ____.",No,No,No,No
C69D7VD39FKM,mandolin,musical,fake,delightful,pretend,The man was playing a delightful mandolin. The mandolin is ____.,The man was playing a pretend mandolin. The mandolin is ____.,Yes,Yes,No,No
FPMCK2P37RW2,blueberry,edible,poisonous,healthy,dangerous,The blueberry in the salad is healthy. The blueberry is ____.,The blueberry in the salad is dangerous. The blueberry is ____.,No,No,No,No
NFN2M74RPJ2Q,gel,liquid,frozen,bottle,freezer,Ben took the gel out of the bottle. The gel is ____.,Ben took the gel out of the freezer. The gel is ____.,No,No,No,No
9KNVR6X2DWC4,berry,edible,poisonous,ripe,rotten,Bill picked a berry that smelled ripe. The berry is ____.,Bill picked a berry that smelled rotten. The berry is ____.,No,No,No,No
NFN2M74RPJ2Q,corset,elastic,boned,stretched,snapped,"After eating a huge meal, Alice's corset stretched. The corset is ____.","After eating a huge meal, Alice's corset snapped. The corset is ____.",No,No,Yes,No
C69D7VD39FKM,swimsuit,transparent,thick,quickly,slowly,The swimsuit dried quickly. The swimsuit is ____.,The swimsuit dried slowly. The swimsuit is ____.,Yes,Yes,No,No
FPMCK2P37RW2,quad,symmetrical,asymmetrical,also,not,The quad square on one side and also on the other. The quad is ____.,The quad square on one side and not on the other. The quad is ____.,No,No,No,No
QHKQ32WVQEGN,bark,thick,thin,pine,birch,Tina noticed the bark was from a pine. The bark is ____.,Tina noticed the bark was from a birch. The bark is ____.,No,No,Yes,Yes
QHKQ32WVQEGN,money,yours,his,take,give,We went to the bank to take the money. The money is ____.,We went to the bank to give the money. The money is ____.,No,No,Yes,Yes
9KNVR6X2DWC4,handlebar,straight,curved,forward,up,Jane could reach the handle bars while sitting forward. The handlebar is ____.,Jane could reach the handle bars while sitting up. The handlebar is ____.,No,No,Yes,Yes
FPMCK2P37RW2,mandolin,musical,fake,delightful,pretend,The man was playing a delightful mandolin. The mandolin is ____.,The man was playing a pretend mandolin. The mandolin is ____.,No,No,No,No
NFN2M74RPJ2Q,lens,sharp,soft,vibrant,dull,The picture Martha took was vibrant using her new lens. The lens is ____.,The picture Martha took was dull using her new lens. The lens is ____.,Yes,Yes,No,No
FPMCK2P37RW2,barrel,long,small,lengthy,short,You will want to put the berries in a lengthy barrel. The barrel is ____.,You will want to put the berries in a short barrel. The barrel is ____.,Yes,No,No,No
C69D7VD39FKM,springboard,vertical,horizontal,wall,floor,Dale had a springboard against the wall. The springboard is ____.,Dale had a springboard against the floor. The springboard is ____.,Yes,Yes,No,No
NFN2M74RPJ2Q,ping-pong table,circular,square,no,four,Mike's ping-pong table has no corners. The ping-pong table is ____.,Mike's ping-pong table has four corners. The ping-pong table is ____.,No,No,No,No
C69D7VD39FKM,plum,edible,infested,untarnished,worm-eaten,The fresh-picked plum was untarnished. The plum is ____.,The fresh-picked plum was worm-eaten. The plum is ____.,Yes,Yes,No,No
